decision,title,abstract,identifier,id,source,journal,authors,year,type,level,position,name
,Design And Development Of A Virtual Reality Simulator For Advanced Cardiac Life Support Training,"The use of virtual reality (VR) training tools for medical education could lead to improvements in the skills of clinicians while providing economic incentives for healthcare institutions. The use of VR tools can also mitigate some of the drawbacks currently associated with providing medical training in a traditional clinical environment such as scheduling conflicts and the need for specialized equipment (e.g., high-fidelity manikins). This paper presents the details of the framework and the development methodology associated with a VR-based training simulator for advanced cardiac life support, a time critical, team-based medical scenario. In addition, we also report the key findings of a usability study conducted to assess the efficacy of various features of this VR simulator through a postuse questionnaire administered to various care providers. The usability questionnaires were completed by two groups that used two different versions of the VR simulator. One version consisted of the VR trainer with it all its features and a minified version with certain immersive features disabled. We found an increase in usability scores from the minified group to the full VR group. © 2013 IEEE.",doi,10.1109/JBHI.2013.2285102,Scopus,IEEE Journal of Biomedical and Health Informatics,"Vankipuram A., Khanal P., Ashby A., Vankipuram M., Gupta A., DrummGurnee D., Josey K., Smith M.",2014,Article,NA,reviewer1,Lydia
,Design And Evaluation Of A Personal Robot Playing A Self-Management Education Game With Children With Diabetes Type 1,"Objective To assess the effects of a personal robot, providing diabetes self-management education in a clinical setting on the pleasure, engagement and motivation to play a diabetes quiz of children (7–12) with type 1 diabetes mellitus (T1DM), and on their acquisition of knowledge about their illness. Methods Children with T1DM (N = 27) participated in a randomized controlled trial (RCT) in which they played a diabetes mellitus self-management education (DMSE) game, namely a diabetes quiz, with a personal or neutral robot on three occasions at the clinic, or were allocated to a control group (care as usual). Personalised robot behaviour was based on the self-determination theory (SDT), focusing on the children's needs for competence, relatedness and autonomy. The SDT determinants pleasure, motivation and diabetes knowledge were measured. Child-robot interaction was observed, including level of engagement. Results Results showed an increase in diabetes knowledge in children allocated to the robot groups and not in those allocated to the control group (P =.001). After three sessions, children working with the personal robot scored higher for determinants of SDT than children with the neutral robot (P = .02). They also found the robot to be more pleasurable (P =.04), they answered more quiz questions correctly (P =.02), and were more motivated to play a fourth time (P = .03). The analysis of audio/video recordings showed that in regard to engagement, children with the personal robot were more attentive to the robot, more social, and more positive (P < .05). Conclusion The study showed how a personal robot that plays DMSE games and applies STD based strategies (i.e., provides constructive feedback, acknowledges feelings and moods, encourages competition and builds a rapport) can help to improve health literacy in children in an pleasurable, engaging and motivating way. Using a robot in health care could contribute to self-management in children with a chronic disease and help them to cope with their illness. © 2017",doi,10.1016/j.ijhcs.2017.06.001,Scopus,International Journal of Human Computer Studies,"Henkemans O.A.B., Bierman B.P.B., Janssen J., Looije R., Neerincx M.A., van Dooren M.M.M., de Vries J.L.E., van der Burg G.J., Huisman S.D.",2017,Article,NA,reviewer1,Lydia
,Development Of A Telemetry System For Measuring Oxygen Uptake During Sports Activities,"A new system for continuous measurement of oxygen uptake by means of a telemeter has been developed. Oxygen uptake and pulmonary ventilation during rest and exercise were determined using a portable oxygen consumption meter (Oxylog). A small interface circuit between the Oxylog and the transmitter of a frequency modulated bio-telemeter system was designed and installed inside the Oxylog. Data from the transmitter were passed to a receiver and were fed into a microcomputer system. The microcomputer system displayed and printed out minute values of ventilation and oxygen uptake. The accuracy and reliability of the new system were checked by comparison with the traditional (Douglas bag) method. In the range &lt;801· min-1 of ventilation and &lt;21· min-1 of oxygen uptake, the system was not inferior to the Douglas bag method. The new system was applied for field continuous measurement of oxygen uptake during a doubles tennis game. The results of the application indicate that the telemetry system developed here is a very practical and useful way of measuring oxygen uptake during sports activities. © 1988 Springer-Verlag.",doi,10.1007/BF00418473,Scopus,European Journal of Applied Physiology and Occupational Physiology,"Ikegami Y., Hiruta S., Ikegami H., Miyamura M.",1988,Article,NA,reviewer1,Lydia
,Development Of Emotion Recognition Interface Using Complex Eeg/Ecg Bio-Signal For Interactive Contents,"With the changes in the interface paradigm, a user may not be satisfied using only a behavior-based interface such as a mouse and keyboard. In this paper, we propose a real-time user interface with emotion recognition that depends on the need for skill development to support a change in the interface paradigm to one that is more human centered. The proposed emotion recognition technology may provide services to meet the need to recognize emotions when using contents. Until now, most studies on an emotion recognition interface have used a single signal, which was difficult to apply because of low accuracy. In this study, we developed a complex biological signal emotion recognition system that blends the ratio of an ECG for the autonomic nervous system and the relative power value of an EEG (theta, alpha, beta, and gamma) to improve the low accuracy. The system creates a data map that stores user-specific probabilities to recognize six kinds of feelings (amusement, fear, sadness, joy, anger, and disgust). It updates the weights to improve the accuracy of the emotion corresponding to the brain waves of each channel. In addition, we compared the results of the complex biological signal data set and EEG data set to verify the accuracy of the complex biological signal, and found that the accuracy had increased by 35.78%. The proposed system will be utilized as an interface for controlling a game and smart space for a user with high accuracy. © 2016, Springer Science+Business Media New York.",doi,10.1007/s11042-016-4203-7,Scopus,Multimedia Tools and Applications,"Shin D., Shin D., Shin D.",2017,Article,NA,reviewer1,Lydia
,Do Video Games Exert Stronger Effects On Aggression Than Film? The Role Of Media Interactivity And Identification On The Association Of Violent Content And Aggressive Outcomes,"This study investigated whether media interactivity would influence the short-term effects of violent content on audience aggression. The general aggression model, social cognitive theory, and character identification offered the theoretical framework. A random sample of 102 male college students were randomly assigned to one of three conditions: video game playing, recorded game-play watching, or movie watching. The results indicated that video game players (mediated enactive experience) experienced greater increases in aggressive affect, aggressive cognition, and physiological arousal than participants who watched recorded game play or comparable movie scenes (mediated observational experience). The study indicated that media interactivity in video game exacerbated the violent effect on short-term, aggressive responses. Character identification did not mediate the effect of media interactivity on aggression. Future studies should incorporate more comprehensive measures of character identification to investigate inconsistent findings regarding media interactivity and identification. © 2012 Elsevier Ltd. All rights reserved.",doi,10.1016/j.chb.2012.11.001,Scopus,Computers in Human Behavior,Lin J.-H.,2013,Article,NA,reviewer1,Lydia
,Does Elicitation Method Matter? Behavioral And Neuroimaging Evidence From Capacity Allocation Game,"To date, it has not been elucidated whether the strategy method and the direct-response method lead to different behaviors in experiments of economic games. In this study, we investigate this issue under a multi-round setting of the capacity allocation game with both of the elicitation methods. In the first experiment (regular behavioral experiment), subjects are paired to make decisions in a laboratory through a computer network platform. In the second experiment (neuroimaging experiment), the functional magnetic resonance imaging (fMRI) technique is applied to observe similarities and differences in brain activities between the two elicitation methods. The results show that no significant difference is observed in the ordering behaviors between the two methods. Meanwhile, the neuroimaging data reveal that the strategy method induces comparable activations in similar brain regions, as does the direct-response method. Additionally, it is more likely that subjects adjust their decisions during the feedback phase, rather than during the decision phase. Our results indicate that, in multi-round game experiments without features such as emotion, the effect of the elicitation method is not likely to be exhibited. © 2015 Production and Operations Management Society.",doi,10.1111/poms.12515,Scopus,Production and Operations Management,"Zhao Y., Zhao X., Wang L., Chen Y., Zhang X.",2016,Article,NA,reviewer1,Lydia
,Does Excessive Play Of Violent First-Person-Shooter-Video-Games Dampen Brain Activity In Response To Emotional Stimuli?,"The present case-control study investigated the processing of emotional pictures in excessive first-person-shooter-video-players and control persons. All participants of the fMRI experiment were confronted with pictures from four categories including pleasant, unpleasant, neutral content and pictures from the first-person-shooter-video-game 'Counterstrike'. Compared to controls, gamers showed a significantly lower activation of the left lateral medial frontal lobe while processing negative emotions. Another interesting finding of the study represents the higher activation of frontal and temporal brain areas in gamers when processing screen-shots from the first-person-shooter-video-game 'Counterstrike'. Higher brain activity in the lateral prefrontal cortex could represent a protection mechanism against experiencing negative emotions by down-regulating limbic brain activity. Due to a frequent confrontation with violent scenes, the first-person-shooter-video-gamers might have habituated to the effects of unpleasant stimuli resulting in lower brain activation. Individual differences in brain activations of the contrast Counterstrike > neutral pictures potentially resemble the activation of action-scripts related to the video-game. © 2011 Elsevier B.V.",doi,10.1016/j.biopsycho.2011.09.014,Scopus,Biological Psychology,"Montag C., Weber B., Trautner P., Newport B., Markett S., Walter N.T., Felten A., Reuter M.",2012,Article,NA,reviewer1,Lydia
,Dynamic Agent Based Simulation Of Welfare Effects Of Urban Disasters,"An agent based model for assessing the welfare impacts of urban disasters is presented. This couples a population allocation algorithm with a simulation platform. The fully articulated model fuses both bottom-up (locational choice for workplace, residence and daily activities) and top-down (land use and housing price) protocols. This study moves beyond current research by addressing economic welfare consequences of urban disasters. The resilience capabilities of different income groups are identified. This is illustrated for the Jerusalem central business district. Empirical results at the micro-scale suggest that physical destruction leads to a zero-sum game within the housing market in which wealthier residents hold an advantage over the poor. This results in the transformation of neighborhoods and displacement of poor and vulnerable populations. Low income groups lose both physical ground and the social support systems that go with location. Policy implications of these findings are discussed. © 2016 Elsevier Ltd.",doi,10.1016/j.compenvurbsys.2016.06.005,Scopus,"Computers, Environment and Urban Systems","Grinberger A.Y., Felsenstein D.",2016,Article,NA,reviewer1,Lydia
,Dynamic Behaviours Of Mix-Game Model And Its Application,"In this paper a minority game (MG) is modified by adding into it some agents who play a majority game. Such a game is referred to as a mix-game. The highlight of this model is that the two groups of agents in the mix-game have different bounded abilities to deal with historical information and to count their own performance. Through simulations, it is found that the local volatilities change a lot by adding some agents who play the majority game into the MG and the change of local volatilities greatly depends on different combinations of historical memories of the two groups. Furthermore, the analyses of the underlying mechanisms for this finding are made. The applications of mix-game mode are also given as an example. © 2006 Chin. Phys. Soc. and IOP Publishing Ltd.",doi,10.1088/1009-1963/15/6/018,Scopus,Chinese Physics,Gou C.-L.,2006,Article,NA,reviewer1,Lydia
,Dynamic Game Difficulty Control By Using Eeg-Based Emotion Recognition,"Computer games are steadily one of major way to enjoy leisure time. Main goal of game entertainment is to keep the player's immersion. Thus, balance design taking game difficulty into account has an important role in game design. In recent years, a number of studies tried to adaptive difficulty by using various algorithms which detect player dependent difficulty. Most of these algorithms need customizing itself for each game. Measuring features which determine game difficulty is the major problem of these ways of game balancing. But, it can be easy by using the player's immersion during playing games. And, player's immersion is detected by analyzing electroencephalogram (EEG) signals. In this paper, we propose a dynamic game difficulty control system, by using this emotion recognition technique with PAD model by using players' EEG signals during playing a rhythm game which has three different difficulty levels. © 2014 SERSC.",doi,10.14257/ijca.2014.7.3.26,Scopus,International Journal of Control and Automation,"Park S., Sim H., Lee W.",2014,Article,NA,reviewer1,Lydia
,Dynamic Hierarchical Reactive Controller Synthesis,"In the formal approach to reactive controller synthesis, a symbolic controller for a possibly hybrid system is obtained by algorithmically computing a winning strategy in a two-player game. Such game-solving algorithms scale poorly as the size of the game graph increases. However, in many applications, the game graph has a natural hierarchical structure. In this paper, we propose a modeling formalism and a synthesis algorithm that exploits this hierarchical structure for more scalable synthesis. We define local games on hierarchical graphs as a modeling formalism that decomposes a large-scale reactive synthesis problem in two dimensions. First, the construction of a hierarchical game graph introduces abstraction layers, where each layer is again a two-player game graph. Second, every such layer is decomposed into multiple local game graphs, each corresponding to a node in the higher level game graph. While local games have the potential to reduce the state space for controller synthesis, they lead to more complex synthesis problems where strategies computed for one local game can impose additional requirements on lower-level local games. Our second contribution is a procedure to construct a dynamic controller for local game graphs over hierarchies. The controller computes assume-admissible winning strategies that satisfy local specifications in the presence of environment assumptions, and dynamically updates specifications and strategies due to interactions between games at different abstraction layers at each step of the play. We show that our synthesis procedure is sound: the controller constructs a play that satisfies all local specifications. We illustrate our results through an example controlling an autonomous robot in a building with known floor plan and provide simulation results using an implementation of our algorithm on top of LTLMoP. © 2017, The Author(s).",doi,10.1007/s10626-017-0239-8,Scopus,Discrete Event Dynamic Systems: Theory and Applications,"Schmuck A.-K., Majumdar R., Leva A.",2017,Article,NA,reviewer1,Lydia
,Educational Interventions - Computers For Delivering Education To Children With Respiratory Illness And To Their Parents,"Educational interventions for children with asthma can result in both clinical and psychological improvements. However, traditional education programs have been hampered by lack of resources and doubts concerning long-term benefits. Researchers have looked to computer technology to overcome some of these obstacles and respiratory conditions have been the focus for a number of educational computer programs. Computer education packages should have a robust theoretical basis. Many programs aim to improve children's confidence, self-esteem and feelings of control, all of which are linked to compliance and positive health behaviours. The specific skills and knowledge needed for effective self- management also need to be taught in order to equip the child for future independent self- care. Programs tend to be either a stand- alone game, promoting self- regulation and practicing of skills, or an internet- enabled package, which may provide a link to their healthcare provider and/or other people with a similar condition. Computer technology is flexible, can be tailored to individuals' information needs, provides ongoing educational support and promotes active learning. However, there can be problems around accessibility, both in terms of computer ownership and technological literacy. Furthermore, internet sites are largely unregulated and of variable quality. It is essential that educational computer interventions are evidence- based and rigorously evaluated to identify who will benefit most from these packages. © 2005 Elsevier Ltd. All rights reserved.",doi,10.1016/j.prrv.2005.06.008,Scopus,Paediatric Respiratory Reviews,"McPherson A.C., Glazebrook C., Smyth A.R.",2005,Article,NA,reviewer1,Lydia
,Effect Of Contact And No-Contact Small-Sided Games On Elite Handball Players,"This study aimed to investigate the effect of contact (C-SSG) and no-contact (NC-SSG) handball small-sided games (SSGs) on motion patterns and physiological responses of elite handball players. Twelve male handball players performed 10 C-SSG and 10 NC-SSG while being monitored through the heart rate (HR) and rate of perceived exertion (RPE) as physiological responses and time-motion activities profile using video-match analysis. Both game conditions resulted in similar HR responses (P > 0.05), but the NC-SSG led to a higher RPE scores. The time-motion activity analysis featured NC-SSG with a greater amount of walking (855.6 ± 25.1 vs. 690.6 ± 35.2 m) and backward movements (187.5 ± 12.3 vs. 142.5 ± 8.7 m) combined with fast running (232.3 ± 8.5 vs. 159.7 ± 5.7 m) and sprinting (79.5 ± 4.7 vs. 39.7 ± 3.7 m) activities (P < 0.001). Conversely, C-SSG had a higher percentage of jogging and sideway movements associated with greater frequency of jumping (0.87 ± 0.09 vs. 0.31 ± 0.06 nr) and physical contact (1.82 ± 0.55 vs. 0.25 ± 0.03 nr) events (P < 0.001). No between-regimen differences were found for the number of throws (P = 0.745). In addition, the RPE was significantly correlated with fast running relative distances (r = 0.909, P < 0.001) and sprinting relative distances (r = 0.939, P < 0.001). In conclusion, this investigation showed that both C-SSG and NC-SSG in team handball can effectively represent specifically oriented exercises, according to the sport-task and the performance demands. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",doi,10.1080/02640414.2016.1276296,Scopus,Journal of Sports Sciences,"Dello Iacono A., Martone D., Zagatto A.M., Meckel Y., Sindiani M., Milic M., Padulo J.",2018,Article,NA,reviewer1,Lydia
,Effect Of Meditation On Stress-Induced Changes In Cognitive Functions,"Objectives: The objective of this study was to study the effects of meditation on stress-induced changes in cognitive functions. Methods: The study was conducted on 32 healthy adult male student volunteers who had never practiced meditation before the study. The study consisted of practicing 20 minutes of guided meditation and administration of psychologic stress to the subjects. The psychologic stress was administered to the subjects by asking them to play a (preselected) stressful computer game. The subjects were asked to meditate either before or after the administration of psychologic stress. For the control group measurements, the subjects were asked to wait quietly for an equivalent period of meditation time. Outcome measures: The outcome measures were galvanic skin response (GSR), heart rate (HR), electromyography (EMG), sympathetic reactivity (QTc/QS2 ratio), cortisol, and acute psychologic stress scores. The central nervous system functions were assessed using Wechsler memory scale and visual-choice reaction time (VCRT). These parameters were measured both at the beginning and at the end of the intervention, using a pre-post experimental test design. Results: Computer game stress was associated with a significant increase in physiologic (GSR, EMG, HR, QTc/QS2) and psychologic (acute stress questionnaire scores) markers of stress. Meditation was associated with relaxation (significant decrease in GSR, EMG, QTc/QS2, and acute stress questionnaire scores). Meditation, if practiced before the stressful event, reduced the adverse effects of stress. Memory quotient significantly increased, whereas cortisol level decreased after both stress and meditation. VCRT showed no significant change. Conclusions: Practice of meditation produced a relaxation response even in the young adult subjects who had never practiced meditation before. The practice of meditation reduced the physiologic stress responses without taking away the beneficial effect of stress, namely, improved memory scores. © Copyright 2011, Mary Ann Liebert, Inc.",doi,10.1089/acm.2010.0142,Scopus,Journal of Alternative and Complementary Medicine,"Mohan A., Sharma R., Bijlani R.L.",2011,Article,NA,reviewer1,Lydia
,Effects Of Affective Orientation And Video Game Play On Aggressive Thoughts And Behaviors.,"This study examined the effects of playing a violent video game on aggressive thoughts and behaviors and the moderating role of affective orientation in the violent video game–aggression relationship. Approximately 2 weeks after having their affective orientation measured, 59 participants (plus 5 additional participants) played a violent or nonviolent video game for 10 minutes. Participants then performed a word completion task and judged the researcher's competence, courtesy, and deservedness of financial support. Results show that participants who played the violent video game rated the researcher as less courteous and less deserving of financial support than did participants who played the nonviolent video game, and affective orientation and video game condition interacted to predict evaluations of courtesy and deservedness of financial support.",doi,10.1207/s15506878jobem4904_5,anderson2010,Journal of Broadcasting & Electronic Media,"Cicchiriool, V., Chory-Assad, R.M.",2006,NA,NA,reviewer1,Lydia
,Effects Of Embodiment And Gestures On Social Interaction In Drumming Games With A Humanoid Robot,"We present results from an empirical study investigating the effect of embodiment and minimal gestures in an interactive drumming game consisting of an autonomous child-sized humanoid robot (KASPAR) playing with child participants. In this study, each participant played three games with a humanoid robot that played a drum whilst simultaneously making (or not making) head gestures. The three games included the participant interacting with the real robot (physical embodiment condition), interacting with a hidden robot when only the sound of the robot is heard (disembodiment condition; note that the term 'disembodiment' is used in this paper specifically to refer to an experimental condition where a physical robot produces the sound cues, but is not visible to the participants), or interacting with a real-time image of the robot (virtual embodiment condition). We used a mixed design where repeated measures were used to evaluate embodiment effects and independent-groups measures were used to study the gestures effects. Data from the implementation of a human-robot interaction experiment with 66 children are presented, and statistically analyzed in terms of participants' subjective experiences and drumming performance of the human-robot pair. The subjective experiences showed significant differences for the different embodiment conditions when gestures were used in terms of enjoyment of the game, and perceived intelligence and appearance of the robot. The drumming performance also differed significantly within the embodiment conditions and the presence of gestures increased these differences significantly. The presence of a physical, embodied robot enabled more interaction, better drumming and turn-taking, as well as enjoyment of the interaction, especially when the robot used gestures. © 2009 VSP.",doi,10.1163/016918609X12518783330360,Scopus,Advanced Robotics,"Kose-Bagci H., Ferrari E., Dautenhahn K., Syrdal D.S., Nehaniv C.L.",2009,Article,NA,reviewer1,Lydia
,Effects Of Gene × Attachment Interaction On Adolescents’ Emotion Regulation And Aggressive Hostile Behavior Towards Their Mothers During A Computer Game,"Adolescence is a time of increased emotionality and major changes in emotion regulation often elicited in autonomy-relevant situations. Both genetic as well as social factors may lead to inter-individual differences in emotional processes in adolescence. We investigated whether both 5-HTTLPR and attachment security influence adolescents’ observed emotionality, emotional dysregulation, and their aggressive hostile autonomy while interacting with their mothers. Eighty-eight adolescents at age 12 were observed in interaction with their mothers during a standardized, emotion eliciting computer game task. They were genotyped for the 5-HTTLPR, a repeat polymorphism in the promoter region of the serotonin transporter gene. Concurrent attachment quality was assessed by the Late Childhood Attachment Interview (LCAI). Results revealed a significant gene × attachment effect showing that ss/sl carriers of 5-HTTLPR show increased emotional dysregulation and aggressive hostile autonomy towards their mothers. The results of the study suggest that secure attachment in adolescence moderates the genetically based higher tendency for emotional dysregulation and aggressive reactions to restrictions of autonomy during emotional social interactions with their mothers. © 2016 Zimmermann and Spangler.",doi,10.3389/fnhum.2016.00254,Scopus,Frontiers in Human Neuroscience,"Zimmermann P., Spangler G.",2016,Article,NA,reviewer1,Lydia
,"Effects Of Hatha Yoga And African Dance On Perceived Stress, Affect, And Salivary Cortisol. Annals Of Behavioral Medicine : A Publication Of The Society Of Behavioral Medicine, 28(2), 114–8.","BACKGROUND: Dance and yoga have been shown to produce improvements in psychological well-being. PURPOSE: The aim of this study was to examine some of the psychological and neuroendocrine response to these activities. METHODS: Sixty-nine healthy college students participated in one of three 90-min classes: African dance (n = 21), Hatha yoga (n= 18), or a biology lecture as a control session (n = 30). Before and after each condition participants completed the Perceived Stress Scale (PSS), completed the Positive Affect and Negative Affect Schedule, and provided a saliva sample for cortisol. RESULTS: There were significant reductions in PSS and negative affect (ps < .0001) and Time x Treatment interactions (ps < .0001) such that African dance and Hatha yoga showed significant declines, whereas there was no significant change in biology lecture. There was no significant main effect for positive affect (p = .53), however there was a significant interaction effect (p < .001) such that positive affect increased in African dance, decreased in biology lecture, and did not change significantly in Hatha yoga. There was a significant main effect for salivary cortisol (p < .05) and a significant interaction effect (p < .0001) such that cortisol increased in African dance, decreased in Hatha yoga, and did not change in biology. Changes in cortisol were not significantly related to changes in psychological variables across treatments. There was 1 significant interaction effect (p = .04) such that change in positive affect and change in cortisol were negatively correlated in Hatha yoga but positively correlated in Africa dance and biology. CONCLUSIONS: Both African dance and Hatha yoga reduced perceived stress and negative affect. Cortisol increased in African dance and decreased in Hatha yoga. Therefore, even when these interventions produce similar positive psychological effects, the effects may be very different on physiological stress processes. One factor that may have particular salience is that amount of physiological arousal produced by the intervention.",doi,10.1207/s15324796abm2802_6,nagy2015,Annals of Behavioral Medicine : A Publication of the Society of Behavioral Medicine,"West, J., Otte, C., Geher, K., Johnson, J., Mohr, D. C.",2004,NA,NA,reviewer1,Lydia
,Effects Of Maternal Cortisol During Pregnancy On Children's Blood Pressure Responses,"Background: It is well established that birth weight has an effect on subsequent blood pressure. Predominantly experimental studies have also reported effects of altered corticosteroid levels on subsequent cardiovascular responses. In the current study, we have examined the effects of both birth weight and maternal cortisol levels in a cohort of mothers and their pre-adolescent children. Procedure: A total of 216 women and their 7- to 9-year-old children comprised the cohort. The women had been assessed for plasma cortisol during the first (n = 71), second (n = 72) and third (n = 73) trimester. Maternal cortisol had been measured on a fasting sample taken between 9 and 11 a.m. The children's blood pressure and heart rate were recorded in the resting state, in response to a 10-min video game stress challenge and during recovery. Resting values, incremental responses to stress and recovery were evaluated. Observation: Maternal cortisol levels increased with duration of pregnancy. There were inverse correlations between birth weight and all haemodynamic measures. The positive associations between maternal cortisol and children's haemodynamic measures were most evident in the first and second trimesters. Birth weight was inversely related to maternal cortisol. In multiple regression analyses, the effects of maternal cortisol were more consistent than those of birth weight. Conclusion: Both birth weight and maternal cortisol are predictive of children's resting and stress-modulated haemodynamic measures. The effects of birth weight may partly mediate the effects of maternal cortisol. © 2015 S. Karger AG, Basel.",doi,10.1159/000437269,Scopus,Neuroendocrinology,"Fan F., Zou Y., Zhang Y., Zhang J., Ma X., Liu Y., Geng J., Li J., Liu K., Dart A.M.",2016,Article,NA,reviewer1,Lydia
,Effects Of Playing Video Games On Pain Response During A Cold Pressor Task,"Two studies assessed whether playing video games would significantly distract participants from painful stimulation via a cold pressor test. In Study 1, participants (8 men, 22 women, M age= 18.5 yr., SD= 1.3) in an action-oriented game condition tolerated pain for a longer time period and reported lower pain intensity ratings than those in a nonaction-oriented game or a nongame control condition. No differences were found on scores of aggressiveness, competitiveness, or prior video game experience, suggesting that these factors play little role. In Study 2, participants (14 men, 13 women, M age= 19.7 yr., SD= 1.3) engaged in six video game conditions (action, fighting, puzzle, sports, arcade, and boxing) and a nongame control condition. Video game play produced an increase in pulse, which was greatest during the action, fighting, sports, and boxing games. Pain tolerance was greatest during the sports and fighting games. Thus, certain games produce greater distraction, which may have implications for the medical field as an adjunct to pain management. © Perceptual and Motor Skills 2009.",doi,10.2466/PMS.108.2.439-448,Scopus,Perceptual and Motor Skills,"Raudenbush B., Koon J., Cessna T., McCombs K.",2009,Article,NA,reviewer1,Lydia
,Effects Of Violent And Non-Violent Computer Game Content On Memory Performance In Adolescents,"The present study focuses on the short-term effects of electronic entertainment media on memory and learning processes. It compares the effects of violent versus nonviolent computer game content in a condition of playing and in another condition of watching the same game. The participants consisted of 83 female and 94 male adolescents with a mean age of 17.6 years. The dependent variables are memory for previously learnt verbal and visual material, memory for media-related content and physiological measures of stress (heart rate, cortisol, salivary alpha-amylase). Besides the group comparisons, potential mediation effects and gender differences were examined. The results show that violent content leads to a poorer memory performance for verbal material and to an increased heart rate. The heart rate, however, does not mediate the effect on memory performance. Genders differ regarding their abilities to memorise verbal and visual material, with females showing a better performance (independent of the experimental condition), and for memorising media-contents, where the males outperform females (also independent of experimental condition). The study supports the assumption that violent and arousing media content has a negative short-term effect on simultaneous information processing and learning and that there are gender-specific media effects. © Instituto Superior de Psicologia Aplicada, Lisboa, Portugal and Springer Science+Business Media BV 2010.",doi,10.1007/s10212-010-0047-0,Scopus,European Journal of Psychology of Education,"Maass A., Kollhörster K., Riediger A., MacDonald V., Lohaus A.",2011,Article,NA,reviewer1,Lydia
,Electroencephalographic Assessment Of Player Experience: A Pilot Study In Affective Ludology,"Psychophysiological methods, such as electroencephalography (EEG), provide reliable high-resolution measurements of affective player experience. In this article, the authors present a psychophysiological pilot study and its initial results to solidify a research approach they call affective ludology, a research area concerned with the physiological measurement of affective responses to player-game interaction. The study investigates the impact of level design on brainwave activity measured with EEG and on player experience measured with questionnaires. The goal of the study was to investigate cognition, emotion, and player behavior from a psychological perspective. For this purpose, a methodology for assessing gameplay experience with subjective and objective measures was developed extending prior work in physiological measurements of affect in digital gameplay. The authors report the result of this pilot study, the impact of three different level design conditions (boredom, immersion, and flow) on EEG, and subjective indicators of gameplay experience. Results from the subjective gameplay experience questionnaire support the validity of our level design hypotheses. Patterns of EEG spectral power show that the immersion-level design elicits more activity in the theta band, which may support a relationship between virtual spatial navigation or exploration and theta activity. The research shows that facets of gameplay experience can be assessed with affective ludology measures, such as EEG, in which cognitive and affective patterns emerge from different level designs. © 2011 SAGE Publications.",doi,10.1177/1046878110378140,Scopus,Simulation and Gaming,"Nacke L.E., Stellmach S., Lindley C.A.",2011,Article,NA,reviewer1,Lydia
,Emotion And Motion: Games As Inspiration For Shaping The Future Of Interface,"There are a number of converging efforts in the HCI community to explore and rethink our physical interaction with computers. Game developers have led the vanguard in commercial distribution of movement-based interaction platforms. The tremendous success of Nintendo's Wii platform convinced game companies that movement was something players valued and wanted more of, and that it was a way to gain an even broader audience for gaming. Game designers use nested sets of goals and discoveries that keep players cognitively challenged as one powerful way to maintain engagement. Recent research has demonstrated that striking high power poses for just two minutes leads to changes in peoples' biochemistry as well as greater risk tolerance when completing a sample task directly afterward. The first approach is to closely read the work of commercial game designers. Researchers have examined movement mechanics from a broad range of Wii games, categorizing motion qualities toward generating useful design patterns.",doi,10.1145/2008176.2008184,Scopus,Interactions,Isbister K.,2011,Article,NA,reviewer1,Lydia
,Emotion Disc And Emotion Squares: Tools To Explore The Facial Expression Space,"In the paper we present two novel interactive tools, Emotion Disc and Emotion Squares, to explore the facial expression space. They map navigation in a two-dimensional circle, by the first tool, or in two two-dimensional squares, by the second tool, to the high-dimensional parameter space of facial expressions, by using a small number of predefined reference expressions. They can be used as exploration tools by researchers, or as control devices by end-users to put expressions on the face of embodied agents or avatars in applications like games, telepresence and education.",doi,10.1111/1467-8659.t01-1-00645,Scopus,Computer Graphics Forum,"Ruttkay Z., Noot H., Ten Hagen P.",2003,Article,NA,reviewer1,Lydia
,"Emotion, Content, And Context In Sound And Music","Computer game sound is particularly dependent upon the use of both sound artefacts and music. Sound and music are media rich in information. Audio and music processing can be approached from a range of perspectives which may or may not consider the meaning and purpose of this information. Computer music and digital audio are being advanced through investigations into emotion, content analysis, and context, and this chapter attempts to highlight the value of considering the information content present in sound, the context of the user being exposed to the sound, and the emotional reactions and interactions that are possible between the user and game sound. We demonstrate that by analysing the information present within media and considering the applications and purpose of a particular type of information, developers can improve user experiences and reduce overheads while creating more suitable, efficient applications. Some illustrated examples of our research projects that employ these theories are provided. Although the examples of research and development applications are not always examples from computer game sound, they can be related back to computer games. We aim to stimulate the reader's imagination and thought in these areas, rather than attempt to drive the reader down one particular path. © 2011, IGI Global.",doi,10.4018/978-1-61692-828-5.ch012,Scopus,Game Sound Technology and Player Interaction: Concepts and Developments,"Cunningham S., Grout V., Picking R.",2010,Book Chapter,NA,reviewer1,Lydia
