decision,title,abstract,identifier,id,source,journal,authors,year,type,level,position,name
,Interactive Graphics For Expressing Health Risks: Development And Qualitative Evaluation,"Recent findings suggest that interactive game-like graphics might be useful in communicating probabilities. We developed a prototype for a risk communication module, focusing on eliciting users' preferences for different interactive graphics and assessing usability and user interpretations. Feedback from five focus groups was used to design the graphics. The final version displayed a matrix of square buttons; clicking on any button allowed the user to see whether the stick figure underneath was affected by the health outcome. When participants used this interaction to learn about a risk, they expressed more emotional responses, both positive and negative, than when viewing any static graphic or numerical description of a risk. Their responses included relief about small risks and concern about large risks. The groups also commented on static graphics: arranging the figures affected by disease randomly throughout a group of figures made it more difficult to judge the proportion affected but often was described as more realistic. Interactive graphics appear to have potential for expressing risk magnitude as well as the feeling of risk. This affective impact could be useful in increasing perceived threat of high risks, calming fears about low risks, or comparing risks. Quantitative studies are planned to assess the effect on perceived risks and estimated risk magnitudes. Copyright © Taylor & Francis Group, LLC.",doi,10.1080/10810730903032960,Scopus,Journal of Health Communication,"Ancker J.S., Chan C., Kukafka R.",2009,Article,NA,reviewer1,Tamas
,Introduction: Self-Action Models,"This chapter defines a general framework of self-action models, in which the self-repair network is considered. Motivations for the self-action models will be discussed by correspondence between information-intensive artificial systems (information systems involving connected computers) and biological systems. With increasing similarity between these two systems, emphasis is placed on a game theoretic approach for selfish agents and evolutionary mechanism for the autonomy and maintenance of information-intensive artificial systems. The background is also explained, introducing related paradigms of autonomic computing, recovery oriented computing and grid computing. Other related fields such as game theory (with evolutionary and spatial game theory), network sciences (with the graph theory and statistics), interacting particle systems (based on probabilistic process theory) and reliability theory are also briefly explained. © Springer International Publishing Switzerland 2015.",doi,10.1007/978-3-319-26447-9_1,Scopus,Intelligent Systems Reference Library,[No author name available],2015,Book Chapter,NA,reviewer1,Tamas
,Investment And Repayment In A Trust Game After Ventromedial Prefrontal Damage,"Although trust and reciprocity are ubiquitous in social exchange, their neurobiological substrate remains largely unknown. Here, we investigated the effect of damage to the ventromedial prefrontal cortex (vmPFC)-a brain region critical for valuing social information-on individuals' decisions in a trust game and in a risk game. In the trust game, one player, the investor, is endowed with a sum of money, which she can keep or invest. The amount she decides to invest is tripled and sent to the other player, the trustee, who then decides what fraction to return to the investor. In separate runs, ten patients with focal bilateral damage to the vmPFC and control participants made decision while playing in the role of either investor or trustee with different anonymous counterparts in each run. A risk game was also included in which the investor faced exactly the same decisions as in the trust game, but a random device (i.e., a computer), not another player, determined the final payoffs. Results showed that vmPFC patients' investments were not modulated by the type of opponent player (e.g., human vs. computer) present in the environment. Thus, vmPFC patients showed comparable risk-taking preferences both in social (trust game) and nonsocial (risk game) contexts. In stark contrast, control participants were less willing to take risk and invest when they believed that they were interacting with people than a computer. Furthermore, when acted as trustee, vmPFC patients made lower back transfers toward investors, thereby showing less reciprocity behavior. Taken together, these results indicate that social valuation and emotion subserved by vmPFC have a critical role in trusting and reciprocity decisions. The present findings support the hypothesis that vmPFC damage may impair affective systems specifically designed for mediating social transaction with other individuals. © 2013 Moretto, Sellitto and Di Pellegrino.",doi,10.3389/fnhum.2013.00593,Scopus,Frontiers in Human Neuroscience,"Moretto G., Sellitt M., di Pellegrino G.",2013,Article,NA,reviewer1,Tamas
,Keeping Score In The Ip Game,"The US patent system will soon face a legislative reform as many have suggested that the current patent system itself has given too much power to those laying claim to intellectual property and allowing too much leeway to patents of dubious quality or worth. In one case, Microsoft Corporation is facing charges of implementing the music format mp3 on it's media player while Alcatel-Lucent claims that Microsoft has infringed on its intellectual property rights. The new proposal is about creating a procedure for challenging patents after they are issued, bolstering the traditional standard that patents should be confined to non obvious ideas and strengthening the overwhelmed US Patent and Trademark Office. The Patent Reform Act of 2007 would establish a procedure for challenging patents after their issuance, limit the ability of litigants to gain support from sympathetic courts and redefine what constitutes willful infringement. In addition, it will set damages based on the patent's contribution to a product's value rather than the total value of the product.",doi,10.1109/MSPEC.2007.4378457,Scopus,IEEE Spectrum,Sweet W.,2007,Article,NA,reviewer1,Tamas
,Killing Is Positive! Intra-Game Responses Meet The Necessary (But Not Sufficient) Theoretical Conditions For Influencing Aggressive Behavior,"This paper reports a study designed to investigate whether playing violent video games elicits the psychological conditions theoretically required for media use to cause aggressive behavior. Specifically, the study was designed to examine whether these games elicit desensitization, facilitation, and disinhibition. Thus, does physiological arousal in response to violent activity decrease over time during game play, and is there a difference between novice and experienced game players (as would be expected if desensitization had occurred)? Do players experience positive emotional states when actively engaged in virtual violent behavior (fighting and killing opponents) - a necessary condition for disinhibition? Do game players frame their motivations in terms of self-defense and game success, as would be necessary for facilitation to occur? The results showed that playing first-person shooters did elicit these requisite patterns of cognitive, physiological, and emotional states. Violent game play is a positive, arousing, present, dominant experience, as required for disinhibition and facilitation. Experienced game players are less aroused than less experienced game players (as required for desensitization). Further, during a game-playing session, exploring and searching for enemies become less arousing, while fighting and killing become more arousing over time (as required by desensitization and facilitation). © 2012 Hogrefe Publishing.",doi,10.1027/1864-1105/a000075,Scopus,Journal of Media Psychology,"Lang A., Bradley S.D., Schneider E.F., Kim S.C., Mayell S.",2012,Article,NA,reviewer1,Tamas
,Language Games For Autonomous Robots,[No abstract available],doi,10.1109/MIS.2001.956077,Scopus,IEEE Intelligent Systems,Steels L.,2001,Article,NA,reviewer1,Tamas
,Learning And Communication Via Imitation: An Autonomous Robot Perspective,"This paper proposes a neural network architecture designed to exhibit learning and communication capabilities via imitation. Our architecture allows a ""protoimitation"" behavior using the ""perception ambiguity"" inherent in real environments. In the perspective of turntaking and gestural communication between two agents, new experiments on movement synchronization in an interaction game are presented. Synchronization is obtained as a global attractor depending on the coupling between agents' dynamic. We also discuss the nonsupervised context of the imitation process and we present new experiments in which the same architecture is able to learn perception-action associations without any explicit reinforcement. The learning is based on the ability to detect novelty or irregularities in the communication rhythm.",doi,10.1109/3468.952717,Scopus,"IEEE Transactions on Systems, Man, and Cybernetics Part A:Systems and Humans.","Andry P., Gaussier P., Moga S., Banquet J.P., Nadel J.",2001,Article,NA,reviewer1,Tamas
,Learning Basic Surgical Skills Through Simulator Training,"Computer-based surgical training simulators are instrumental in skill-based training and performance measurement. However, to date, the educational employment of these tools lacks empirically founded insights and effective practical guidelines. This study examined surgical residents during computer-based simulator training of basic laparoscopic surgical skills. The quantitative analysis of residents' performance averages from training onset to completion produced mixed results, revealing skill improvements as well as decreases, depending on the parameter. The results obtained from the simulator parameters and questionnaires showed that residents with either prior laparoscopic experience or gaming experience significantly outperformed their colleagues. Based on feedback and video-recorded performance analysis, the study concluded that autonomous training with the simulator is not sufficient for developing a minimum standard of performance. Residents need an adequate level of content-based feedback and supervisor support during training. We advise a more detailed and pedagogically informative measurement and feedback system, including specialist-instructor guidance, be developed. © 2012 Springer Science+Business Media B.V.",doi,10.1007/s11251-012-9217-6,Scopus,Instructional Science,"Silvennoinen M., Helfenstein S., Ruoranen M., Saariluoma P.",2012,Article,NA,reviewer1,Tamas
,Learning Disabilities And Visual-Motor Skills; Comparing Assessment From A Hapto-Virtual Reality Tool And Bender-Gestalt Test,"Previous investigations conducted on post-secondary adult students with learning disabilities (LD) suggest that deficits in visual-motor skills contribute to difficulties in written expression which impact academic achievement. Intervention strategies for individuals with LD include assistive computer-based technologies (ATs) to compensate for or maximize performance. However, research fails to assess the impact of ATs on performance, learning, and motivation of students with LD. Also, one of the limitations of ATs is that they cannot be used for assessment and training and there are very few methods to assess or train visual-motor skills in this population. The present study explores the usefulness of a hapto-visual virtual reality motor skills assessment (MSA) device for visual-motor functioning in adults with and without LD. This is a preliminary step of developing an intervention to improve impaired visual-motor skills in adults with LD. A sample of 22 male and female university students with and without LD had their visual-motor skills pretested using a standard paper-and-pencil Bender-Gestalt (BG) test and were compared according to their performance on the MSA tool. We hypothesized that our LD participants' performance would be significantly lower than our control participants on the VR task in terms of number of errors and speed. Results showed that participants without LD performed better and more rapidly on the VR task than participants with LD. There were no correlations between the BG and MSA performance. We did not find significant differences between the groups on the Bender-Gestalt scores, previous experience with video game, arousal, and mood. Our results suggest that a novel 3D virtual reality tool such as the MSA can potentially discriminate motor function of people with and without LD; however, the difference between both may also be due to a lack of problem-solving ability in LD. © 2014 Springer-Verlag London.",doi,10.1007/s10055-014-0242-4,Scopus,Virtual Reality,"Tremblay L., Chebbi B., Bouchard S., Cimon-Lambert K., Carmichael J.",2014,Article,NA,reviewer1,Tamas
,Lessons Learned About The Development Of Digital Entertainment Tools For Experiments On Resources Distribution,"Resource Distribution is a topic from the field of distributive judgement, generally studied by cognitive psychology researchers, which make use of economic experiments to investigate aspects of the evolution of cooperation, altruism and selfishness in humanity. Researchers commonly set experiments to observe human behavior, seeking to increase the degree of engagement of the participants, in order to improve the quality and the amount of results. Digital entertainment artifacts, such as video games, are then used as a viable way of bringing such a high level of engagement. However, psychology researchers usually do not have the knowledge needed to develop digital applications. In addition, as far as we know, no scientific work have tried to describe the impact of using digital entertainment tools in experiments on decision making for resource division. This work aims to report a compilation of discoveries and knowledge learned when designing digital entertainment tools, tailored for scientific experiments on Resources Distribution. The task included interviews with specialists, a questionnaire sent to researchers, the conduction of ideation techniques to generate new concepts and, finally, a set of tools were prototyped and a subset was ultimately developed. Results were collected and six main lessons we learned are reported. We hope these lessons learned to be helpful to guide others researchers to conceive and develop their own digital entertainment tools for scientific experimentation. © 2017 Elsevier Ltd",doi,10.1016/j.chb.2017.01.023,Scopus,Computers in Human Behavior,"Martins S.L., Cabral G.R.E., Junior L.D.S.M., Martins E.H.C.F., Cabral G.R.E.",2017,Article,NA,reviewer1,Tamas
,Locus Of Control Predicts Appraisals And Cardiovascular Reactivity To A Novel Active Coping Task,"These two studies investigated the influence of dispositional locus of control (LOC) on subjective and physiological responses to a novel laboratory stressor task. Across two studies, 64 healthy undergraduate students, ages 18-22, completed Levenson's (LOC) scales for internal, powerful others, and chance prior to performing a video-game task. Participants rated pretask and posttask stressfulness and coping ability (i.e., measures of primary and secondary appraisal). Cardiovascular measures (heart period, HP; preejection period, PEP; respiratory sinus arrhythmia, RSA; cardiac output, CO; systolic blood pressure, SBP; diastolic blood pressure, DBP & total peripheral resistance, TPR) were recorded during 4-minute baseline and 4-minute stressor task periods. The internal LOC factor predicted pretask reports of coping ability as well as posttask reports of stressfulness. In contrast, the powerful-others LOC factor predicted cardiac changes (HP, PEP, and RSA) during the task but not cardiac output or any other vascular change measure. These results underscore the importance of using the three subscales of the Levenson LOC to assess relationships between dispositional LOC and the response to stressors because self-reported appraisals of a task are predicted by a different component of dispositional LOC than are task-related cardiovascular functions. © 2006, Blackwell Publishing, Inc.",doi,10.1111/j.1467-6494.2006.00396.x,Scopus,Journal of Personality,"Weinstein S.E., Quigley K.S.",2006,Article,NA,reviewer1,Tamas
,Long Alternating Codes 1. Search By Playing Dominoes,"A new extremely effective method of finding strong alternating codes for incoherent scatter radars has been invented. The power of this method is described by the fact that the longest code known at the moment contains 4,194,304 bits, whereas the older methods could find codes only up to the length of 32 bits. This result means that strong alternating codes are now available for all needs of any present or future incoherent scatter hardware which one can imagine. The search method can be explained in two ways. The first one is an astonishing game of dominoes, which is not useful in the practical search but allows the search method to be easily visualized. The second presentation is a mathematical description of the method in a form suitable for computer search. The method is explained in a series of two papers. In this first paper the presentation of alternating codes in terms of Walsh indices is reviewed and the game of dominoes is described. The second paper gives the underlying mathematical formalism as well as several long codes in terms of their Walsh sequences.",doi,10.1029/96RS03118,Scopus,Radio Science,"Nygrén T., Markkanen M.",1997,Article,NA,reviewer1,Tamas
,Major Depressive Disorder Is Characterized By Greater Reward Network Activation To Monetary Than Pleasant Image Rewards,"Anhedonia, the loss of interest or pleasure in normally rewarding activities, is a hallmark feature of unipolar Major Depressive Disorder (MDD). A growing body of literature has identified frontostriatal dysfunction during reward anticipation and outcomes in MDD. However, no study to date has directly compared responses to different types of rewards such as pleasant images and monetary rewards in MDD. To investigate the neural responses to monetary and pleasant image rewards in MDD, a modified Monetary Incentive Delay task was used during functional magnetic resonance imaging to assess neural responses during anticipation and receipt of monetary and pleasant image rewards. Participants included nine adults with MDD and 13 affectively healthy controls. The MDD group showed lower activation than controls when anticipating monetary rewards in right orbitofrontal cortex and subcallosal cortex, and when anticipating pleasant image rewards in paracingulate and supplementary motor cortex. The MDD group had relatively greater activation in right putamen when anticipating monetary versus pleasant image rewards, relative to the control group. Results suggest reduced reward network activation in MDD when anticipating rewards, as well as relatively greater hypoactivation to pleasant image than monetary rewards. © 2011 Elsevier Ireland Ltd.",doi,10.1016/j.pscychresns.2011.06.012,Scopus,Psychiatry Research - Neuroimaging,"Smoski M.J., Rittenberg A., Dichter G.S.",2011,Article,NA,reviewer1,Tamas
,Making Work Fun: Investigating Antecedents Of Perceived Enjoyment In Human Computation Games For Information Sharing,"The advent of online games, crowdsourcing, and user-generated content has led to the emergence of a new paradigm called the Human Computation Games (HCGs) which utilize games as a motivator to encourage users' participation in human computation. HCGs are different from games for pure entertainment which emphasize play and fun, rather than output generation. Therefore, research has yet to fully explore the factors underlying players' perception of HCG enjoyment. In this paper, we study the influence of motivational needs satisfaction and perceived output quality on perceived HCG enjoyment using a survey (N = 205) of a location-based information sharing HCG called SPLASH, developed as part of our research. According to the results, perceived needs for autonomy, competence, and relatedness influence perceived enjoyment of HCGs, suggesting that HCGs that fulfill these three needs are more likely to be enjoyable, thereby encouraging players to make useful computations. The results also show that participants who perceive higher levels output relevancy report a greater level of enjoyment, indicating that HCGs that assist players in generating relevant outputs are more likely to be perceived as enjoyable. © 2014 Elsevier Ltd. All rights reserved.",doi,10.1016/j.chb.2014.06.023,Scopus,Computers in Human Behavior,"Pe-Than E.P.P., Goh D.H.-L., Lee C.S.",2014,Article,NA,reviewer1,Tamas
,"Media Use, Face-To-Face Communication, Media Multitasking, And Social Well-Being Among 8- To 12-Year-Old Girls","An online survey of 3,461 North American girls ages 8-12 conducted in the summer of 2010 through Discovery Girls magazine examined the relationships between social well-being and young girls' media use-including video, video games, music listening, reading/homework, e-mailing/posting on social media sites, texting/instant messaging, and talking on phones/video chatting-and face-to-face communication. This study introduced both a more granular measure of media multitasking and a new comparative measure of media use versus time spent in face-to-face communication. Regression analyses indicated that negative social well-being was positively associated with levels of uses of media that are centrally about interpersonal interaction (e.g., phone, online communication) as well as uses of media that are not (e.g., video, music, and reading). Video use was particularly strongly associated with negative social well-being indicators. Media multitasking was also associated with negative social indicators. Conversely, face-to-face communication was strongly associated with positive social well-being. Cell phone ownership and having a television or computer in one's room had little direct association with children's socioemotional well-being. We hypothesize possible causes for these relationships, call for research designs to address causality, and outline possible implications of such findings for the social well-being of younger adolescents. © 2012 American Psychological Association.",doi,10.1037/a0027030,Scopus,Developmental Psychology,"Pea R., Nass C., Meheula L., Rance M., Kumar A., Bamford H., Nass M., Simha A., Stillerman B., Yang S., Zhou M.",2012,Article,NA,reviewer1,Tamas
,Media Violence And Social Neuroscience: New Questions And New Opportunities,"Decades of research have demonstrated that exposure to violence on television can cause increases in aggression. The recent emergence of violent video games has raised new questions regarding the effects of violent media. The General Aggression Model (GAM) predicts that exposure to violent media increases aggressive behavior through one of three primary pathways (arousal, cognitions, and affect). Past psychophysiological research has supported GAM but has been limited to examining arousal-related variables. Recent advances in social neuroscience have opened the door to investigations of exposure to violent media on cognitive and affective components and their neurocognitive underpinnings. Neuroscience tools have the potential to provide answers to the new questions posed by recent advances in media technology. © Copyright © 2007 Association for Psychological Science.",doi,10.1111/j.1467-8721.2007.00499.x,Scopus,Current Directions in Psychological Science,"Carnagey N.L., Anderson C.A., Bartholow B.D.",2007,Article,NA,reviewer1,Tamas
,Media Violence Exposure In Aggressive And Control Adolescents: Differences In Self- And Parent-Reported Exposure To Violence On Television And In Video Games.,"The purpose of present study was to investigate differences in media violence exposure between groups of adolescents with and without Disruptive Behavior Disorders with Aggressive Features, using a case-controlled design and multimethod assessment. Samples of 27 adolescents aged 13-17 with Disruptive Behavior Disorder with Aggressive Features and 27 age-gender-IQ matched controls completed a semistructured interview about exposure to violence on television and video games; parents completed a corresponding questionnaire measure. Moderate intercorrelations were found between most self- and parent-report television and video game violence exposure measures. Compared to control adolescents, adolescents with Disruptive Behavior Disorder with Aggressive Features had higher aggregate media violence exposure, higher exposure to video game violence, and higher parent-reported exposure to television violence. Results show that adolescents and parents agree about the adolescent's level of media violence exposure, that exposure to violence on television tends to be accompanied by exposure to violence in video games, and that the association between media violence exposure and Disruptive Behavior Disorder with Aggressive Features is not due to a spurious effect of gender or IQ. Aggr. Behav. 31:000–000, 2005.",doi,10.1002/ab.20021,anderson2010,Aggressive Behavior,"Kronenberger, W. G., Mathews, V. P., Dunn, D. W., Wang, Y., Wood, E. A., Larsen, J. J., . . . Lurito, J. T.",2005,NA,NA,reviewer1,Tamas
,"Mental Beliefs About Blood, And Not Its Smell, Affect Presence In A Violent Computer Game","Presence in virtual reality - the feeling that one is inside mediated reality - has fascinated academics in the field of virtual reality from its onset. While conceptual analyses and empirical research unequivocally stressed the importance of immersion through sensory input, agent-related aspects such as mental beliefs received less attention. We are the first to examine the separate and combined effects of being exposed to the smell of a particular stimulus and/or having a representation of this stimulus in mind. Blood was considered to be interesting to work with, because of widespread folk ideas about its capacity to induce aggression in violent contexts. Using a violent computer game in a between-subjects design, male subjects were tested for the immersive impact of blood, first as an olfactory cue, and second as a mental belief, i.e. the true or false belief that one is smelling 'blood'. Lower skin conductance and game scores showed that 'blood' served as a distractor hindering the subject's spontaneous engagement. Subjects higher in dispositional aggressiveness, however, got more immersed during the 'blood' game rounds, by displaying more combativeness. We discuss our results in light of the undervalued importance of subjective realism in research on presence, and explain the relevance of this work for applications in virtual training in the military and for clinical intervention in combat-related PTSD. © 2016 Elsevier Ltd.",doi,10.1016/j.chb.2016.06.012,Scopus,Computers in Human Behavior,"Verplaetse J., De Smet D.",2016,Article,NA,reviewer1,Tamas
,Metabolic Responses To Wii Fit ™ Video Games At Different Game Levels,"The Wii Fit ™ is a form of interactive gaming designed to elicit health and fitness benefits to replace sedentary gaming. This study was designed to determine the effectiveness of Wii Fit ™ fitness games. The purpose of the study was to determine the %̇VO 2max and energy expenditure from different Wii Fit ™ games at different levels including the step and hula games. Eight healthy young women completed a preliminary trial to determine ̇VO 2max and later played the Wii Fit ™ during 2 separate counterbalanced trials. During each session, subjects played levels of Wii Fit ™ games for 10 minutes each level. One session involved beginning and intermediate hula, and the other session involved beginning and intermediate steps. The ̇VO 2 was measured continuously via metabolic cart, and rating of perceived exertion (RPE) was assessed at the end of each game level. The lowest %Vo 2max, kcal-min -1, and RPE occurred during the beginning step game and the highest values occurred during the intermediate hula game. Respiratory exchange ratio was significantly higher in the intermediate hula than beginning hula game but was not significantly different between step game levels. The intermediate hula and step games produced the greatest energy expenditure with an equivalent effect of a walking speed of &gt;5.63 km-h -1 (&lt;3.5 miles-h -1). This is the first study to determine the percentage of V̇O 2max and caloric expenditure elicited by different Wii Fit ™ video games at different game levels in adults. Findings suggest that the Wii Fit ™ can be used as an effective activity for promoting physical health in this population. © 2011 National Strength and Conditioning Association.",doi,10.1519/JSC.0b013e318207eae9,Scopus,Journal of Strength and Conditioning Research,"Worley J.R., Rogers S.N., Kraemer R.R.",2011,Article,NA,reviewer1,Tamas
,Microcomputer Automated System For Measuring Systolic Time Intervals In Response To Exercise And A Psychophysiological Task,"A microcomputer automated system for measuring systolic time intervals is described. Electrocardiogram, phonocardiogram, and carotid pulse tracings were measured in 38 healthy male subjects during baseline conditions and during either exercise on a bicycle ergometer or a video‐game task. These measurements were recorded on both a traditional 3‐channel ECG recorder and the computerized system. Both methods of recording systolic time intervals were independently scored by two different experimenters. In this way, interrater reliability of hand‐scoring, intermethod reliability between hand‐scoring versus computer‐scoring, and interrater reliability of computer‐scoring could be assessed. The interrater reliabilities of hand‐scored systolic time intervals were generally above .90, ranging from .73 for left ventricular ejection time to .99 for R‐R intervals of the ECG, with a mean of .92. The intermethod reliability of the computer versus hand‐scored systolic time intervals also proved to be generally above .90, ranging from .76 for S1‐S2 components of the phonocardiogram to .99 for R‐R, with a mean of .94. The interrater reliabilities of the computer‐scored systolic time intervals were all above .90, ranging from .93 for S1‐S2 to .99 for R‐R, with a mean of .98. These data indicate that the computerized method of scoring systolic time intervals is at least as reliable as the more traditional scoring of paper tracing. Copyright © 1988, Wiley Blackwell. All rights reserved",doi,10.1111/j.1469-8986.1988.tb01912.x,Scopus,Psychophysiology,"VanDercar D.H., Laperriere A.R., Shyu L.Y., Ward M.F., McCabe P.M., Perry A., Schneiderman N.",1988,Article,NA,reviewer1,Tamas
,Might Virtual Reality Promote The Mood Benefits Of Exercise?,"This study sought to investigate if virtual reality technology enhances the psychological benefits of aerobic exercise in a laboratory setting. In this study, 88 university faculty and staff (44 females, 44 males) were randomly assigned to one of three 30-min conditions including: (1) bicycling at a moderate intensity (60-70% maximum heart rate) on a stationary bicycle, (2) playing a virtual reality computer bicycle game, or (3) an interactive virtual reality bicycle experience on a computer while exercising on a stationary bike at moderate intensity (60-70% maximum heart rate). The Activation-Deactivation Adjective Check List (AD-ACL) was administered immediately before and after the laboratory session. Results suggest that virtual reality enhances some of the mood benefits when paired with exercise. Virtual reality when paired with exercise enhances enjoyment, energy, and reduces tiredness. Virtual reality without exercise was discovered to increase participants' tension, tiredness, and lower their energy level. Results suggest that the combination of virtual reality and exercise might improve some of the beneficial psychological effects of exercise compared with virtual reality or exercise alone. © 2003 Elsevier Science Ltd. All rights reserved.",doi,10.1016/S0747-5632(02)00074-2,Scopus,Computers in Human Behavior,"Plante T.G., Aldridge A., Bogden R., Hanelin C.",2003,Article,NA,reviewer1,Tamas
,Mirrored Morality: An Exploration Of Moral Choice In Video Games,"This exploratory study was designed to examine how players make moral choices in video games and what effects these choices have on emotional responses to the games. Participants (n=75) filled out a moral foundations questionnaire (MFQ) and then played through the first full act of the video game Fallout 3. Game play was recorded and content analyzed for the moral decisions made. Players also reported their enjoyment of and emotional reactions to the game and reflected on the decisions they made. The majority of players made moral decisions and behaved toward the nonplayer game characters they encountered as if these were actual interpersonal interactions. Individual differences in decision making were predicted by the MFQ. Behaving in antisocial ways did increase guilt, but had no impact on enjoyment. © Copyright 2012, Mary Ann Liebert, Inc. 2012.",doi,10.1089/cyber.2012.0235,Scopus,"Cyberpsychology, Behavior, and Social Networking","Weaver A.J., Lewis N.",2012,Article,NA,reviewer1,Tamas
,Model-Free Learning Of Nash Games With Applications To Network Security,"We propose novel mathematical frameworks for model-free learning algorithms for games on complex systems with application to network security. We will use cyber-physical systems with sparse communication that can however yield global mission and provide formal optimality and robustness guarantees. Given the presence of modeling uncertainties, the unavailability of the model, the possibility of cooperative/noncooperative goals, and malicious attacks compromising the security of networked teams, there is a need for completely model-free plug-and-play approaches that respond to situations not programmed or anticipated in the design, so as to guarantee mission completion. We will be inspired by the prefrontal cortex and basal ganglia of the human brain and will combine interdisciplinary ideas from different fields (ie, computational intelligence, game theory, control theory, and information theory) to develop new self-configuring algorithms for decision and control given the unavailability of a model, the presence of enemy components, and the possibility of actuation and jamming network attacks. Because of the adaptive nature of the algorithms, the systems will be capable of breaking or splitting into parts that are themselves autonomous and resilient. The algorithms will be characterized by strong abilities of self-learning and adaptivity and will be implemented locally, and not globally, which implies that fewer sensors will be used for measurements. The approaches will be based on machine learning and especially in distributed actor-critic neural network structures, where the actor neural networks will approximate the optimal policies and the critic neural networks will approximate the optimal cost for each agent in the network. © 2016 Elsevier Inc. All rights reserved.",doi,10.1016/B978-0-12-805246-4.00010-0,Scopus,Control of Complex Systems: Theory and Applications,Vamvoudakis K.G.,2016,Book Chapter,NA,reviewer1,Tamas
,More Than A Feeling: Measurement Of Sonic User Experience And Psychophysiology In A First-Person Shooter Game,"The combination of psychophysiological and psychometric methods provides reliable measurements of affective user experience (UX). Understanding the nature of affective UX in interactive entertainment, especially with a focus on sonic stimuli, is an ongoing research challenge. In the empirical study reported here, participants played a fast-paced, immersive first-person shooter (FPS) game modification, in which sound (on/off) and music (on/off) were manipulated, while psychophysiological recordings of electrodermal activity (EDA) and facial muscle activity (EMG) were recorded in addition to a Game Experience Questionnaire (GEQ). Results indicate no main or interaction effects of sound or music on EMG and EDA. However, a significant main effect of sound on all GEQ dimensions (immersion, tension, competence, flow, negative affect, positive affect, and challenge) was found. In addition, an interaction effect of sound and music on GEQ dimension tension and flow indicates an important relationship of sound and music for gameplay experience. Additionally, we report the results of a correlation between GEQ dimensions and EMG/EDA activity. We conclude subjective measures could advance our understanding of sonic UX in digital games, while affective tonic (i.e., long-term psychophysiological) measures of sonic UX in digital games did not yield statistically significant results. One approach for future affective psychophysiological measures of sonic UX could be experiments investigating phasic (i.e., event-related) psychophysiological measures of sonic gameplay elements in digital games. This could improve our general understanding of sonic UX beyond affective gaming evaluation. © 2010 Elsevier B.V.",doi,10.1016/j.intcom.2010.04.005,Scopus,Interacting with Computers,"Nacke L.E., Grimshaw M.N., Lindley C.A.",2010,Article,NA,reviewer1,Tamas
,Motivation And Physiologic Responses Of Playing A Physically Interactive Video Game Relative To A Sedentary Alternative In Children,"Background While there is emerging research outlining the physiologic cost of the physically interactive Nintendo Wii, there are no evaluations of the relative reinforcing value (RRV) of the Wii versus a sedentary alternative. Purpose The purpose of this study is to evaluate the physiologic cost, RRV, and liking of playing Wii Sports Boxing (Wii) versus a traditional sedentary video game (SVG) in 11 lean and 13 overweight/obese 8-to 12-yearold children. Methods Heart rate (HR) and VO2 were assessed during rest, treadmill walking, and playing an SVG and Wii using a counterbalance design. Liking was assessed during treadmill walking and video game play. RRV was assessed for Wii versus SVG. Results Average HR, VO2, and liking were significantly greater for Nintendo Wii (p≤0.001 for all) than all other conditions. Lean children displayed a greater (p≤0.001) peak responding for access to Wii relative to the SVG while overweight/obese children did not (p≥0.16). Conclusion Wii was a well-liked activity of greater physiologic intensity than both the SVG and treadmill walking. Lean children were more motivated while overweight/obese children were equally as motivated to play Wii relative to the SVG. © The Society of Behavioral Medicine 2010.",doi,10.1007/s12160-010-9164-x,Scopus,Annals of Behavioral Medicine,"Penko A.L., Barkley J.E.",2010,Article,NA,reviewer1,Tamas
,"Motivation, Sustained Attention, And Autonomic Regulation In School-Age Boys Exposed In Utero To Opiates And Alcohol","The effects of incentive on sustained attention and autonomic regulation among boys exposed in utero to opiates were studied. Respiratory sinus arrhythmia (RSA), an indicator of autonomic regulation, was quantified during sustained attention in 3 groups of 7- to 12-year-old boys. RSA is a component of heart rate variability controlled by cortical influences and affected by changes in demand for attention. The Gordon Diagnostic System-Distractibility Task was performed with and without monetary reward. A cartoon task and a video game were used as measures of interest. Although opiate-exposed boys did not differ in performance as a function of incentive or interest, they had a tendency to perform more poorly overall across tasks. Alcohol exposure rather than opiate exposure covaried with autonomic regulation, with greater RSA decreases being associated with more alcohol exposure. Post hoc analyses revealed that the alcohol- and opiate-exposed boys responded with these hyperreactive RSA changes along with poorer performance.",doi,10.1037/1064-1297.5.4.375,Scopus,Experimental and Clinical Psychopharmacology,"Suess P.E., Newlin D.B., Porges S.W.",1997,Article,NA,reviewer1,Tamas
