decision,title,abstract,identifier,id,source,journal,authors,year,type,level,position,name
,Investigation Of Frontal Lobe Activation With Fnirs And Systemic Changes During Video Gaming.,"Frontal lobe activation caused by tasks such as videogames can be investigated using multichannel near-infrared spectroscopy (fNIRS), sometimes called optical topography. The aims of this study are to investigate the effects of video gaming (fighting and puzzle games) in the brain and the systemic physiology and to determine whether systemic responses during the gaming task are associated with the measurement of localised cerebral haemodynamic changes as measured by fNIRS. We used a continuous-wave 8-channel fNIRS system to measure the changes in concentration of oxy-haemoglobin (HbO2) and deoxy-haemoglobin (HHb) and changes in total haemoglobin (ΔtHb = ΔHbO2 + ΔHHb) over the frontal lobe in 30 healthy volunteers. The Portapres system was used to measure mean blood pressure (MBP) and heart rate (HR), and a laser Doppler was employed to measure the changes in scalp blood flow (or flux). Even though we observed significant changes in systemic variables during gaming, in particular in scalp flow, we also managed to see localised activation patterns over the frontal polar (FP1) region. However, in some channels over the frontal lobe, we also observed significant correlations between the HbO2 and systemic variables.",doi,10.1007/978-1-4614-7411-1_13,pubmed,Advances in experimental medicine and biology,"Tachtsidis, Ilias; Papaioannou, Antonis",2014,NA,NA,reviewer1,Ali
,"Investigation Of The Relationship Between Social Isolation, Self-Esteem, Aggression And Computer Game Play In Japanese Adolescents.","Some support for expressed concern over the negative consequences of computer game play was obtained by Colwell and Payne (2000) in a questionnaire survey of UK adolescents. A second study was carried out in Tokyo, Japan, to test for generality of findings. There was strong evidence of similarity in relation to play patterns, but in contrast to the UK sample, number of good friends and self-esteem did not relate to game play. A principal components analysis of a scale to measure needs met by game play resulted in the same two previously obtained factors; ‘companionship’ and ‘prefer to friends’. However, in contrast to the UK sample, ‘companionship’ did not relate to play. A positive relation between the ‘prefer to friends’ factor and play was obtained for both boys and girls (boys only in the UK), thus providing support for the ‘electronic friendship’ hypothesis. There was evidence of a positive relation between play and aggression, but a preference for aggressive games was associated with lower aggression scores, and this raises questions for the ‘causal hypothesis’.",doi,10.1111/1467-839X.t01-1-00017,anderson2010,Asian Journal of Social Psychology,"Colwell, J., Kato, M.",2003,NA,NA,reviewer1,Ali
,Involuntary Memories After A Positive Film Are Dampened By A Visuospatial Task: Unhelpful In Depression But Helpful In Mania?,"Spontaneous negative mental images have been extensively researched due to the crucial role they play in conditions such as post-traumatic stress disorder. However, people can also experience spontaneous positive mental images, and these are little understood. Positive images may play a role in promoting healthy positive mood and may be lacking in conditions such as depression. However, they may also occur in problematic states of elevated mood, such as in bipolar disorder. Can we apply an understanding of spontaneous imagery gained by the study of spontaneous negative images to spontaneous positive images? In an analogue of the trauma film studies, 69 volunteers viewed an explicitly positive (rather than traumatic) film. Participants were randomly allocated post-film either to perform a visuospatial task (the computer game 'Tetris') or to a no-task control condition. Viewing the film enhanced positive mood and immediately post-film increased goal setting on a questionnaire measure. The film was successful in generating involuntary memories of specific scenes over the following week. As predicted, compared with the control condition, participants in the visuospatial task condition reported significantly fewer involuntary memories from the film in a diary over the subsequent week. Furthermore, scores on a recognition memory test at 1week indicated an impairment in voluntary recall of the film in the visuospatial task condition. Clinical implications regarding the modulation of positive imagery after a positive emotional experience are discussed. Generally, boosting positive imagery may be a useful strategy for the recovery of depressed mood. © 2012 John Wiley & Sons, Ltd.",doi,10.1002/cpp.1800,Scopus,Clinical Psychology and Psychotherapy,"Davies C., Malik A., Pictet A., Blackwell S.E., Holmes E.A.",2012,Article,NA,reviewer1,Ali
,Is The Relationship Between Sedentary Behaviour And Cardiometabolic Health In Adolescents Independent Of Dietary Intake? A Systematic Review,"Screen time, but not overall sedentary behaviour, is consistently related to cardiometabolic health in adolescents. Because of the associations screen time has with dietary intake, diet may be an important factor in the screen time and health relationship; however, evidence has not previously been synthesized. Thus, the aim of this systematic review was to explore whether the associations between various sedentary behaviours and cardiometabolic risk markers are independent of dietary intake in adolescents. Online databases and personal libraries were searched for peer-reviewed original research articles published in English before March 2014. Included studies assessed associations between sedentary behaviour and cardiometabolic markers in 12- to 18-year-olds and adjusted for dietary intake. Twenty-five studies met the inclusion criteria. From the 21 studies examining sedentary behaviour and adiposity, the majority found significant positive associations between television viewing, screen time and self-reported overall sedentary behaviour with markers of adiposity, independent of dietary intake. No significant associations between screen time with blood pressure and cholesterol were reported. Sedentary behaviour appears to be associated with adiposity in adolescents, irrespective of dietary intake. However, the variability of dietary variables between studies suggests further work is needed to understand the role of dietary intake when examining these associations in youth. © 2015 World Obesity.",doi,10.1111/obr.12302,Scopus,Obesity Reviews,"Fletcher E., Leech R., Mcnaughton S.A., Dunstan D.W., Lacy K.E., Salmon J.",2015,Article,NA,reviewer1,Ali
,Lean Adolescents Achieve Higher Intensities But Not Higher Energy Expenditure While Playing Active Video Games Compared With Obese Ones,"Background While decreased physical activity and increased sedentary behaviours are incriminated for their role in the progression of obesity, active video games (AVG) may offer a new alternative to increase energy expenditure in youth. This study is the first to examine the effect of a 1-h AVG play on lean and obese adolescents' energy expenditure. Methods Body composition and aerobic fitness were assessed in 19 obese and 12 lean adolescent boys (12-15 years old). Participants performed a 1-h AVG session (Kinect Sports technology) while wearing a portable indirect calorimeter (K4b2) to assess their energy expenditure and heart rate. Results Body weight (91.0 ± 9.5 vs. 58.5 ± 12.4 kg), body mass index (32.2 ± 3.1 vs. 20.3 ± 1.6 kg m-2) and body fat (38.1 ± 2.7 vs. 13.4 ± 3.9%) were significantly higher in obese adolescents (P &lt; 0.001). Absolute energy expenditure was significantly higher in obese (P &lt; 0.05) but not when corrected for body composition. Maximal heart rate reached during AVG was significantly higher in lean adolescents (190 ± 25 vs. 183 ± 28 bpm, P &lt; 0.05). Time spent between 3 and 6 METs (Metabolic Equivalent Task) was not different between groups but time spent above 6 METs was higher in lean adolescents (P &lt; 0.05). Conclusion Although lean and obese adolescent boys experienced similar energy expenditure relative to their body size during a 1-h Kinect AVG session, lean adolescents spent more time in moderate-to-vigorous physical activity. © 2015 World Obesity.",doi,10.1111/ijpo.12027,Scopus,Pediatric Obesity,"Chaput J.P., Genin P.M., Le Moel B., Pereira B., Boirie Y., Duclos M., Thivel D.",2016,Article,NA,reviewer1,Ali
,Learning Sensor-Based Navigation Of A Real Mobile Robot In Unknown Worlds,"In this paper, we address the problem of navigating an autonomous mobile robot in an unknown indoor environment. The parti-game multiresolution learning approach is applied for simultaneous and cooperative construction of a world model, and learning to navigate through an obstacle-free path from a starting position to a known goal region. The paper introduces a new approach, based on the application of the fuzzy ART neural architecture, for on-line map building from actual sensor data. This method is then integrated, as a complement, on the parti-game world model, allowing the system to make a more efficient use of collected sensor information. Then, a predictive on-line trajectory filtering method, is introduced in the learning approach. Instead of having a mechanical device moving to search the world, the idea is to have the system analyzing trajectories in a predictive mode, by taking advantage of the improved world model. The real robot will only move to try trajectories that have been predicted to be successful, allowing lower exploration costs. This results in an overall improved new method for goal-oriented navigation. It is assumed that the robot knows its own current world location - a simple dead-reckoning method is used for localization in our experiments. It is also assumed that the robot is able to perform sensor-based obstacle detection (not avoidance) and straight-line motions. Results of experiments with a real Nomad 200 mobile robot will be presented, demonstrating the effectiveness of the discussed methods.",doi,10.1109/3477.752791,Scopus,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics","Araújo R., De Almeida A.T.",1999,Article,NA,reviewer1,Ali
,Learning To Multitask: Effects Of Video Game Practice On Electrophysiological Indices Of Attention And Resource Allocation,"Changes in attention allocation with complex task learning reflect processing automatization and more efficient control. We studied these changes using ERP and EEG spectral analyses in subjects playing Space Fortress, a complex video game comprising standard cognitive task components. We hypothesized that training would free up attentional resources for a secondary auditory oddball task. Both P3 and delta EEG showed a processing trade-off between game and oddball tasks, but only some game events showed reduced attention requirements with practice. Training magnified a transient increase in alpha power following both primary and secondary task events. This contrasted with alpha suppression observed when the oddball task was performed alone, suggesting that alpha may be related to attention switching. Hence, P3 and EEG spectral data are differentially sensitive to changes in attentional processing occurring with complex task training.© 2011 Society for Psychophysiological Research.",doi,10.1111/j.1469-8986.2011.01189.x,Scopus,Psychophysiology,"Maclin E.L., Mathewson K.E., Low K.A., Boot W.R., Kramer A.F., Fabiani M., Gratton G.",2011,Article,NA,reviewer1,Ali
,Locally Noisy Autonomous Agents Improve Global Human Coordination In Network Experiments,"Coordination in groups faces a sub-optimization problem and theory suggests that some randomness may help to achieve global optima. Here we performed experiments involving a networked colour coordination game in which groups of humans interacted with autonomous software agents (known as bots). Subjects (n = 4,000) were embedded in networks (n = 230) of 20 nodes, to which we sometimes added 3 bots. The bots were programmed with varying levels of behavioural randomness and different geodesic locations. We show that bots acting with small levels of random noise and placed in central locations meaningfully improve the collective performance of human groups, accelerating the median solution time by 55.6%. This is especially the case when the coordination problem is hard. Behavioural randomness worked not only by making the task of humans to whom the bots were connected easier, but also by affecting the gameplay of the humans among themselves and hence creating further cascades of benefit in global coordination in these heterogeneous systems. © 2017 Macmillan Publishers Limited. All rights reserved.",doi,10.1038/nature22332,Scopus,Nature,"Shirado H., Christakis N.A.",2017,Article,NA,reviewer1,Ali
,Logic-Based Robot Control In Highly Dynamic Domains,"In this paper, we present the robot programming and planning language Readylog, a Golog dialect, which was developed to support the decision making of robots acting in dynamic real-time domains, such as robotic soccer. The formal framework of Readylog, which is based on the situation calculus, features imperative control structures such as loops and procedures, allows for decision-theoretic planning, and accounts for a continuously changing world. We developed high-level controllers in Readylog for our soccer robots in RoboCup's Middle-size league, but also for service robots and for autonomous agents in interactive computer games. For a successful deployment of Readylog on a real robot it is also important to account for the control problem as a whole, integrating the low-level control of the robot (such as localization, navigation, and object recognition) with the logic-based high-level control. In doing so, our approach can be seen as a step towards bridging the gap between the fields of robotics and knowledge representation. © 2008 Elsevier B.V. All rights reserved.",doi,10.1016/j.robot.2008.08.010,Scopus,Robotics and Autonomous Systems,"Ferrein A., Lakemeyer G.",2008,Article,NA,reviewer1,Ali
,"Longer You Play, The More Hostile You Feel: Examination Of First Person Shooter Video Games And Aggression During Video Game Play","This study investigated the effects of video game play on aggression. Using the General Aggression Model, as applied to video games by Anderson and Bushman, [2002) this study measured physiological arousal, state hostility, and how aggressively participants would respond to three hypothetical scenarios. In addition, this study measured each of these variables multiple times to gauge how aggression would change with increased video game play. Results showed a significant increase from baseline in hostility and aggression (based on two of the three story stems), which is consistent with the General Aggression Model. This study adds to the existing literature on video games and aggression by showing that increased play of a violent first person shooter video game can significantly increase aggression from baseline. © 2007 Wiley-Liss, Inc.",doi,10.1002/ab.20227,Scopus,Aggressive Behavior,"Barlett C.P., Harris R.J., Baldassaro R.",2007,Article,NA,reviewer1,Ali
,Management Of Complex Systems: Toward Agent-Based Gaming For Policy,"In this chapter, we discuss the implications of complexities in societal systems for management. After discussing some essential features of complex systems, we discuss the current focus of managers and management theory on prediction and the problems arising from this perspective. A short overview is given of the leadership and management literature, identifying what information is lacking concerning the management of complex systems. Next agent-based gaming, which allows for modeling a virtual and autonomous population in a computer-game setting, is introduced as a tool to explore the possibilities to manage complex systems. The chapter concludes with a research agenda for management and leadership in complex systems. © Springer International Publishing Switzerland 2015.",doi,10.1007/978-3-319-12784-2_13,Scopus,"Policy Practice and Digital Science: Integrating Complex Systems, Social Simulation and Public Administration in Policy Research","Jager W., Van der Vegt G.",2015,Book Chapter,NA,reviewer1,Ali
,Mario Becomes Cognitive,"In line with Allen Newell's challenge to develop complete cognitive architectures, and motivated by a recent proposal for a unifying subsymbolic computational theory of cognition, we introduce the cognitive control architecture SEMLINCS. SEMLINCS models the development of an embodied cognitive agent that learns discrete production rule-like structures from its own, autonomously gathered, continuous sensorimotor experiences. Moreover, the agent uses the developing knowledge to plan and control environmental interactions in a versatile, goal-directed, and self-motivated manner. Thus, in contrast to several well-known symbolic cognitive architectures, SEMLINCS is not provided with production rules and the involved symbols, but it learns them. In this paper, the actual implementation of SEMLINCS causes learning and self-motivated, autonomous behavioral control of the game figure Mario in a clone of the computer game Super Mario Bros. Our evaluations highlight the successful development of behavioral versatility as well as the learning of suitable production rules and the involved symbols from sensorimotor experiences. Moreover, knowledge- and motivation-dependent individualizations of the agents’ behavioral tendencies are shown. Finally, interaction sequences can be planned on the sensorimotor-grounded production rule level. Current limitations directly point toward the need for several further enhancements, which may be integrated into SEMLINCS in the near future. Overall, SEMLINCS may be viewed as an architecture that allows the functional and computational modeling of embodied cognitive development, whereby the current main focus lies on the development of production rules from sensorimotor experiences. Copyright © 2017 Cognitive Science Society, Inc.",doi,10.1111/tops.12252,Scopus,Topics in Cognitive Science,"Schrodt F., Kneissler J., Ehrenfeld S., Butz M.V.",2017,Article,NA,reviewer1,Ali
,Match Analysis Of Elite Adolescent Team Handball Players,"Chelly, MS, Hermassi, S, Aouadi, R, Khalifa, R, Van den Tillaar, R, Chamari, K, and Shephard, RJ. Match analysis of elite adolescent team handball players. J Strength Cond Res 25(9): 2410-2417, 2011-The purposes of this study were to examine the activity profile of elite adolescent players during regular team handball games and to compare the physical and motor performance of players between the first and second halves of a match. Activity patterns (video analysis) and heartrate (HR) responses (telemetry) were monitored in top nationaldivision adolescent players (18 men, aged 15.1 ± 0.6 years) throughout 6 regulation games (25-minute halves with a 10- minute interval). The total distance covered a meraged 1,777 ± 264 m per game (7.4% less in the second than in the first half, p &gt; 0.05). Players ran 170 ± 24 m at high intensity and 866 12 m at maximal speed, with 3266 bouts of running (duration 2.36 0.3 seconds) at speeds &gt; 18 km·h -1; they stood still for 16% of the playing time. The mean HR during play was 172 ± 2 b·min -1 (82 ± 3% of maximal HR). Blood lactate concentrations at the end of the first and second halves were 9.7 ± 1.1 and 8.3 ± 0.9 mmol·L -1, respectively (difference p &lt; 0.05). We conclude that adolescent handball players cover less distance and engage in fewer technical actions in the second half of a match. This indicates that team handball is physiologically very demanding. The practical implication is that coaches should seek to sustain performance in the second period of a game by modifying playing tactics and maximizing both aerobic and anaerobic fi ness duringtraining sessions. © 2011 National Strength and Conditioning Association.",doi,10.1519/JSC.0b013e3182030e43,Scopus,Journal of Strength and Conditioning Research,"Chelly M.S., Hermassi S., Aouadi R., Khalifa R., Tillaar R.V.D., Chamari K., Shephard R.J.",2011,Article,NA,reviewer1,Ali
,Meaningful Video Games: Drama-Based Video Games As Transformational Experience,"The development of more meaningful video games is becoming increasingly possible by recent advances in video game technologies, neurosciences, and biofeedback. In the near future, meaningful video games will be designed to facilitate personal-psychological transformation. Unlike ""serious games"" that focus on education and ""conditioning"" the mind, meaningful games will cultivate emotional intelligence, somatic awareness, and archetypal integration in order to ""un-condition"" the mind and thereby facilitate psychologically meaningful personal transformations. Meaningful game research will access the dynamics of psychological transformation in order to enhance archetypal awareness, intuition, and insight on the part of players. Within the genre of meaningful video games, Drama-Based Games (DBG) add an unprecedented dimension for psychological engagement and decision-making. Because they extend psychological player immersion to the dimension of ""physical"" interactivity, (DBG) incorporate the full range of psychological functions defined by Carl Jung. Because psychological experiences are correlated with physiological processes, DBG may be used as research instruments for quantifying diverse biometric-psychological interactions that occur during game play. Advances in electronics now enable the real-time and non-intrusive capturing of physiological data such as brain waves (e.g., electroencephalography), heart-rate variability, skin response, and facial expression. This data can provide an objective basis for measuring dimensions of the cognitive unconscious in test subjects as they respond to game experiences. The ultimate goal of research is to provide veridical data relative to the psychological parameters of an increasingly mediated global environment-a Psychecology-and to study the ensuing world-view. © 2011, IGI Global.",doi,10.4018/978-1-60960-567-4.ch019,Scopus,"Business, Technological, and Social Dimensions of Computer Games: Multidisciplinary Developments","Schafer S.B., Yu G.",2011,Book Chapter,NA,reviewer1,Ali
,Measuring Game Engagement: Multiple Methods And Construct Complexity,"Background. Engagement has been identified as a crucial component of learning in games research. However, the conceptualization and operationalization of engagement vary widely in the literature. Many valuable approaches illuminate ways in which presence, flow, arousal, participation, and other concepts constitute or contribute to engagement. However, few studies examine multiple conceptualizations of engagement in the same project.Method. This article discusses the results of two experiments that measure engagement in five different ways: survey self-report, content analyses of player videos, electro-dermal activity, mouse movements, and game click logs. We examine the relationships among these measures and assess how they are affected by the technical characteristics of a 30-minute, custom-built, educational game: use of a customized character, level of narrative complexity, and level of art complexity.Results. We found that the five measures of engagement correlated in limited ways, and that they revealed substantially different relationships with game characteristics. We conclude that engagement as a construct is more complex than is captured in any of these measures individually and that using multiple methods to assess engagement can illuminate aspects of engagement not detectable by a single method of measurement. © 2014 SAGE Publications.",doi,10.1177/1046878114553575,Scopus,Simulation and Gaming,"Martey R.M., Kenski K., Folkestad J., Feldman L., Gordis E., Shaw A., Stromer-Galley J., Clegg B., Zhang H., Kaufman N., Rabkin A.N., Shaikh S., Strzalkowski T.",2014,Article,NA,reviewer1,Ali
,Media Enjoyment As Need Satisfaction: The Contribution Of Hedonic And Nonhedonic Needs,Most early research on entertainment defines media enjoyment in functional terms as the satisfaction of hedonic needs. Two studies demonstrate the value of including nonhedonic and hedonic need satisfaction in defining enjoyment. Both studies find support for a need-satisfaction model showing that hedonic (arousal and affect) and nonhedonic (competence and autonomy) need satisfaction account for unique variance in enjoyment experienced during video game play. Study 2 extends the findings of Study 1 to account for noninteractive media entertainment enjoyment. Results show hedonic and nonhedonic need satisfaction to be distinct but complementary components of media enjoyment. Discussion focuses on the advantage of a needs-based approach for understanding positive valuations of media and offers a new perspective on the enjoyment-appreciation distinction. © 2011 International Communication Association.,doi,10.1111/j.1460-2466.2011.01593.x,Scopus,Journal of Communication,"Tamborini R., Grizzard M., David Bowman N., Reinecke L., Lewis R.J., Eden A.",2011,Article,NA,reviewer1,Ali
,"Mediators And Moderators Of Long-Term Effects Of Violent Video Games On Aggressive Behavior Practice, Thinking, And Action","IMPORTANCE Although several longitudinal studies have demonstrated an effect of violent video game play on later aggressive behavior, little is known about the psychological mediators and moderators of the effect. OBJECTIVE To determine whether cognitive and/or emotional variables mediate the effect of violent video game play on aggression and whether the effect is moderated by age, sex, prior aggressiveness, or parental monitoring. DESIGN, SETTING, AND PARTICIPANTS Three-year longitudinal panel study. A total of 3034 children and adolescents from 6 primary and 6 secondary schools in Singapore (73%male) were surveyed annually. Children were eligible for inclusion if they attended one of the 12 selected schools, 3 of which were boys' schools. At the beginning of the study, participants were in third, fourth, seventh, and eighth grades, with a mean (SD) age of 11.2 (2.1) years (range, 8-17 years). Study participation was 99% in year 1. MAIN OUTCOMES AND MEASURES The final outcome measurewas aggressive behavior, with aggressive cognitions (normative beliefs about aggression, hostile attribution bias, aggressive fantasizing) and empathy as potential mediators. RESULTS Longitudinal latent growth curve modeling demonstrated that the effects of violent video game play are mediated primarily by aggressive cognitions. This effect is not moderated by sex, prior aggressiveness, or parental monitoring and is only slightly moderated by age, as younger children had a larger increase in initial aggressive cognition related to initial violent game play at the beginning of the study than older children. Model fit was excellent for all models. CONCLUSIONS AND RELEVANCE Given that more than 90% of youths play video games, understanding the psychological mechanisms by which they can influence behaviors is important for parents and pediatricians and for designing interventions to enhance or mitigate the effects. © 2014 American Medical Association.",doi,10.1001/jamapediatrics.2014.63,Scopus,JAMA Pediatrics,"Gentile D.A., Li D., Khoo A., Prot S., Anderson C.A.",2014,Article,NA,reviewer1,Ali
,Meta-Analysis Of Digital Game And Study Characteristics Eliciting Physiological Stress Responses,"Digital games have been used as stressors in a range of disciplines for decades. Nonetheless, the underlying characteristics of these stressors and the study in which the stressor was applied are generally not recognized for their moderating effect on the measured physiological stress responses. We have therefore conducted a meta-analysis that analyzes the effects of characteristics of digital game stressors and study design on heart rate, systolic and diastolic blood pressure, in studies carried out from 1976 to 2012. In order to assess the differing quality between study designs, a new scale is developed and presented, coined reliability of effect size. The results show specific and consistent moderating functions of both game and study characteristics, on average accounting for around 43%, and in certain cases up to 57% of the variance found in physiological stress responses. Possible cognitive and physiological processes underlying these moderating functions are discussed, and a new model integrating these processes with the moderating functions is presented. These findings indicate that a digital game stressor does not act as a stressor by virtue of being a game, but rather derives its stressor function from its characteristics and the methodology in which it is used. This finding, together with the size of the associated moderations, indicates the need for a standardization of digital game stressors. © 2015 Society for Psychophysiological Research.",doi,10.1111/psyp.12431,Scopus,Psychophysiology,"van der Vijgh B., Beun R.-J., Van Rood M., Werkhoven P.",2015,Article,NA,reviewer1,Ali
,Metabolic Requirements Of Interactive Video Game Cycling,"Background: Interactive video game exercise leads to improved exercise adherence and health-related physical fitness in comparison to traditional stationary cycling. It has been postulated that interactive video game exercise has greater metabolic requirements than traditional cycling; however, this has not been tested to date. Purpose: To examine the metabolic requirements of interactive video game exercise in comparison to traditional stationary cycling at matched incremental workloads. Methods: Fourteen participants (seven males and seven females) were examined during three separate sessions: 1) incremental cycle ergometer exercise for the assessment of maximal aerobic power and peak workload; 2) traditional cycling on a cycle ergometer using 5-min constant workloads of 25%, 50%, and 75% of maximal power output; and 3) cycling using identical constant, relative workloads while playing interactive video games. Measurements of oxygen consumption, heart rate, and rating of perceived exertion were assessed throughout. Results: During interactive video game exercise, steady-state heart rate (26% ± 18% and 14% ± 13%), energy expenditure (61% ± 41% and 25% ± 21%), and oxygen consumption (34% ± 17% and 18% ± 12%) were significantly higher at the constant submaximal workloads of 25% and 50%, respectively. There was no significant difference in rating of perceived exertion between conditions at any workload. Conclusions: Interactive video game cycling results in greater metabolic requirements (despite similar perceptions of exertion) at submaximal constant workloads than traditional cycling. This form of training may be a novel and an attractive intervention in the battle against physical inactivity and associated health complications. © 2009 The American College of Sports Medicine.",doi,10.1249/MSS.0b013e31819012bd,Scopus,Medicine and Science in Sports and Exercise,"Warburton D.E.R., Sarkany D., Johnson M., Rhodes R.E., Whitford W., Esch B.T.A., Scott J.M., Wong S.C., Bredin S.S.D.",2009,Article,NA,reviewer1,Ali
,Methodology Of Affective Intervention Design For Intelligent Systems,"This paper concerns how intelligent systems should be designed to make adequate, valuable and natural affective interventions. The article proposes a process for choosing an affective intervention model for an intelligent system. The process consists of 10 activities that allow for step-by-step design of an affective feedback loop and takes into account the following factors: expected and desired emotional states, characteristics of the system and available input channels for emotion recognition. The proposed method is supported with three examples of intelligent systems that have used the process to design or to describe affective intervention. Two of them are case studies of affective video games that were designed with the proposed approach and evaluated against the non-affective versions. Another example described in the article is the affective tutoring system Gerda, which exemplifies a more complex and sophisticated intervention model. © 2016 The Author 2016. Published by Oxford University Press on behalf of The British Computer Society.",doi,10.1093/iwc/iwv047,Scopus,Interacting with Computers,"Landowska A., Szwoch M., Szwoch W.",2016,Article,NA,reviewer1,Ali
,Microcomputer Analysis And Display Of Canine Small Intestinal Electrical Activity,"A system combining analogue filtering and digital counting was used to study the canine intestinal EMG. Recordings were made in conscious dogs from electrodes previously sutured to the serosa of the small intestine at operation under halothane/nitrous oxide anaesthesia. Signals recorded on cassette tape were replayed 60 times faster than the recording speed. After filtering the output was half-wave rectified and passed to Schmitt triggers with variable gain for adjustment of the input voltage. This triggered a monostable multivibrator which produced a 1 ms output pulse. The pulses were taken to three flag switches of the Apple lle Games Controller An Assembler program read the value at the flag locations every millisecond, incremented a temporary store and transferred the contents of the counter into a memory location when an interrupt was received every second by a clock. The data were displayed to show patterns of EMG activity and used for quantification of the results. This system provides a low-cost, flexible method of analysing intestinal EMG which avoids analogue-to-digital conversion. © 1987 IFMBE.",doi,10.1007/BF02447337,Scopus,Medical & Biological Engineering & Computing,"Barnett T.G., Koeze T.H., Pilot M.A., Qin X.Y.",1987,Article,NA,reviewer1,Ali
,Mobile Agents For Economic Market Simulation,"This paper reports on the development of an economic market simulator using mobile agents. Agents are specialized software programs that can move autonomously between supporting platforms. Agents can be used to model the preferences of users wishing to buy or sell items on a global marketplace. Users can select a number of options that will guide the agents in their quest for an optimal trade. Besides the price range, users can determine the way in which the agents will bargain, thus fine-tuning the tradeoffs involved in deciding whether a price in the price range requires further negotiation or is acceptable. The simulation developed is realized entirely in Java, and takes advantage of TEEMA, an extensible, general-purpose mobile agent execution environment, dedicated to the purpose of exploring the capabilities of mobile agents. TEEMA has been realized to provide a testbed for agent applications without having to be limited by proprietary application suites or inaccessible low-level interfaces. It is completely configurable and easily extensible as it is built around a microkernel that supports primitive agent operations and a set of services that provide high-level agent support. The paper starts with the description of the infrastructure necessary to define a marketplace as a combination of service agents. Then, trader agents are explained. The simulation environment is then introduced, and analyzed. The architecture emerging from the simulation environment is then examined, together with its advantages and disadvantages. Finally, the simulation parameters are presented. An analysis of the results shows that the simulation environment can provide a suitable platform for economic simulation based on empirical analysis or more formal systems such as game theory. An example of asymmetric transaction is presented where it is shown that trades are influenced by the agent initiating the transaction.",doi,10.1109/CCECE.2002.1013037,Scopus,Canadian Conference on Electrical and Computer Engineering,"Puttha J., Benedicenti L., Paranjape R.",2002,Article,NA,reviewer1,Ali
,Modeling Believable Agents Using A Descriptive Approach,"The concept of believable agents in game and simulator design has become increasingly important. This is because the improved realism offered by synthetic agents can lead to the increased popularity and prolonged life of electronic games. This paper offers a model for the development of believable agents. Specifically, this paper proposes the use of a descriptive approach to agent design. Using this approach, in-game agents are designed to learn human emotional responses from real world data. To achieve this, training data was collected and fed to the descriptive learning believable agent model. Further, we conducted a comparative study to determine whether agents designed using this approach were more believable than agents designed using more traditional approaches. The findings from this study revealed that the descriptive learning agent was perceived by study participants to be more believable than the agent that was programmed according to the specifications of two third-party agent developers. © 2015 Elsevier B.V.",doi,10.1016/j.bica.2015.09.004,Scopus,Biologically Inspired Cognitive Architectures,"Harris T., Gittens C.",2015,Article,NA,reviewer1,Ali
,Modelling Human Emotions For Tactical Decision-Making Games,"The training of tactical decision making increasingly occurs through serious computer games. A challenging aspect of designing such games is the modelling of human emotions. Two studies were performed to investigate the relation between fidelity and human emotion recognition in virtual human characters. Study 1 compared five versions of a virtual character that expressed emotions through different combinations of posture, facial expression, and tone of voice. Results showed that emotion recognition was best when all three behavioural cues were present; posture + face and posture + tone of voice were joint second best. In study 2, these three versions were supplemented with contextual information. Cross-variant comparisons yielded marginal differences in emotion recognition and no differences in tactical decision making. Together, these findings suggest that the combination of posture with either facial expression or tone of voice is sufficient to ensure recognition of human emotions in tactical decision-making games. © 2012 The Authors. British Journal of Educational Technology © 2012 BERA.",doi,10.1111/j.1467-8535.2012.01286.x,Scopus,British Journal of Educational Technology,"Visschedijk G.C., Lazonder A.W., Van Der Hulst A., Vink N., Leemkuil H.",2013,Article,NA,reviewer1,Ali
,Modulation Of Attentional Inhibition By Norepinephrine And Cortisol After Psychological Stress,"Two of the most salient physiological responses to stress are increased norepinephrine (NE) and cortisol (CORT) activities. However, it is unclear how these neurochemical events affect cognition, especially attention. We examined the effects of mild psychological stress on selective attention, as assessed by the negative priming (NP) paradigm. Salivary measures of the stress hormone CORT and α-amylase (a correlate of NE) were assayed to probe the relationship between the stress response and attentional inhibition. Healthy subjects (N=20) engaged in the attention task, which was then followed by 15 min of a stressful video game before a return to the attentional task. Baseline saliva samples were obtained before the experiment began, 1 min after the video-game stressor, and 20 min post-stress. Subjects showed a significant reduction in NP and a decrease in reaction time (RT) after the video game. Moreover, α-amylase levels increased significantly after the stressor, indicating the role of NE in the acute stress response. While CORT levels remained unchanged after stress, CORT correlated significantly with both NP scores and RT after the stressor. These results imply that mild psychological stress can significantly alter attentional processes. Given the increase in α-amylase and the correlation between attention and CORT after stress, it seems likely that attentional processes are under tight control by brain systems which mediate the fight-or-flight response. Copyright (C) 2000 Elsevier Science B.V.",doi,10.1016/S0167-8760(99)00100-2,Scopus,International Journal of Psychophysiology,"Skosnik P.D., Chatterton Jr. R.T., Swisher T., Park S.",2e3,Article,NA,reviewer1,Ali
