source,pq_id,title,abstract,year,author,type,level
proquest_dt,304564235,Synthesis of strategies for non-zero-sum repeated games,"There are numerous applications that involve two or more self-interested autonomous agents that repeatedly interact with each other in order to achieve a goal or maximize their utilities. This dissertation focuses on the problem of how to identify and exploit useful structures in agents’ behavior for the construction of good strategies for agents in multi-agent environments, particularly non-zero-sum repeated games.   This dissertation makes four contributions to the study of this problem. First, this thesis describes a way to take a set of interaction traces produced by different pairs of players in a two-player repeated game, and then find the best way to combine them into a strategy. The strategy can then be incorporated into an existing agent, as an enhancement of the agent's original strategy. In cross-validated experiments involving 126 agents for the Iterated Prisoner's Dilemma, Iterated Chicken Game, and Iterated Battle of the Sexes, my technique was able to make improvement to the performance of nearly all of the agents. Second, this thesis investigates the issue of uncertainty about goals when a goal-based agent situated in a nondeterministic environment. The results of this investigation include the necessary and sufficiency conditions for such guarantee, and an algorithm for synthesizing a strategy from interaction traces that maximizes the probability of success of an agent even when no strategy can assure the success of the agent. Third, this thesis introduces a technique, Symbolic Noise Detection (SND), for detecting noise (i.e., mistakes or miscommunications) among agents in repeated games. The idea is that if we can build a model of the other agent’s behavior, we can use this model to detect and correct actions that have been affected by noise. In the 20th Anniversary Iterated Prisoner’s Dilemma competition, the SND agent placed third in the “noise” category, and was the best performer among programs that had no ""slave"" programs feeding points to them. Fourth, the thesis presents a generalization of SND that can be wrapped around any existing strategy. Finally, the thesis includes a general framework for synthesizing strategies from experience for repeated games in both noisy and noisy-free environments.",2008,"Au, Tsz-Chiu",THES,Ph.D.
proquest_dt,304463399,Procedural animation of emotionally expressive gaze shifts in virtual embodied characters,"Believably animated virtual human characters appear in many diverse fields of computer science research and areas of the technology industry, including video games, animated films, and virtual training environments. In these applications, animated virtual humans play roles ranging from friendly companions, to helpful tutors, to vicious villains. A key aspect that distinguishes these applications is user interaction. In video games and virtual training environments, interaction between virtual human characters and human users is required, in contrast to animated films. However, the animation methods that produce often very believable behavior for these animated films do not apply well to interactive domains. This leads to an expressivity gap between those animated virtual humans which are interactive and those which are not.    One ability that non-interactive animated characters possess and interactive characters do not is the ability to reveal important information about their emotional state through the use of glances or glares while the character remains silent. The goal of this research is to provide this ability to interactive characters. It does so through a gaze model capable of displaying a desired selection of physical behaviors while directing gaze towards an arbitrary target. This model of gaze, called the Expressive Gaze Model (EGM), combines body movement based on motion capture data with eye movement based on visual neuroscience data.    In addition, this research provides an empirically determined preliminary mapping between gaze behavior and emotional attribution. The results demonstrate that by obtaining a set of low-level gaze behaviors annotated with emotional data, and then generating gaze shifts through the composition of these low-level behaviors, the attribution of emotion to the resulting gaze shift can be predicted. This indicates that gaze shifts that display emotion states can be generated from these low-level gaze behaviors without using motion capture of the displayed emotion.",2008,"Lance, Brent Jason",THES,Ph.D.
proquest_dt,230863571,Edge indexing in a grid for highly dynamic virtual environments,"Newly emerging game-based application systems provide three-dimensional virtual environments where multiple users interact with each other in real-time. They are filled with autonomous, mutable virtual content which is continuously augmented by the users. To make the systems highly scalable and dynamically extensible, they are usually built on a client-server based grid subspace division where the virtual worlds are partitioned into manageable sub-worlds. In each sub-world, the user continuously receives relevant geometry updates of moving objects from remotely connected servers and renders them according to her viewpoint, rather than retrieving them from a local storage medium.    In such systems, the determination of the set of objects that are visible from a user's viewpoint is one of the primary factors that affect server throughput and scalability. Specifically, performing real-time visibility tests in extremely dynamic virtual environments is a very challenging task as millions of objects and sub-millions of active users are moving and interacting. We recognize that the described challenges are closely related to a spatial database problem, and hence we map the moving geometry objects in the virtual space to a set of multi-dimensional objects in a spatial database while modeling each avatar both as a spatial object and a moving query. Unfortunately, existing spatial indexing methods are unsuitable for this kind of new environments.    The main goal of this study is to present an efficient spatial index structure that minimizes unexpected object popping and supports highly scalable real-time visibility determination. We then uncover many useful properties of this structure and compare the index structure with various spatial indexing methods in terms of query quality, system throughput, and resource utilization. We expect our approach to lay the groundwork for next-generation virtual frameworks that may merge into existing web-based services in the near future.",2008,"Seo, Beomjoo",THES,Ph.D.
proquest_dt,33938963,Automated negotiations among autonomous agents in negotiation networks.,"Distributed software systems are a norm in today's computing environment. These systems typically comprise of many autonomous components that interact with each other and negotiate to accomplish joint tasks. Today, we can integrate potentially disparate components such that they act coherently by coordinating their actions via message exchanges. Once this integration issue is resolved, the next big challenge in computing is the automation of the negotiation process between the various system components. In this dissertation, we address this automated negotiation problem in environments where there is a conflict of interest among the system components. We present our negotiation model - a negotiation network - where a software system is a network of agents representing individual components in the system. We analyze the software system as a characteristic form game, one of many concepts in this dissertation borrowed from game theory. The agents in our model preserve the self-interest of the components they represent (their owners), and make decisions that maximize the expected utilities of their owners. These agents accomplish joint tasks by forming coalitions. We show that the problem of computing the optimal solution, where the utilities of all agents are maximized, is hyper-exponential in complexity. We present an approximate algorithm for this hard problem, and evaluate it empirically. The simulation results show that our algorithm has many desirable properties - it is distributed, efficient, stable, scalable, and simple. Our algorithm produces the optimal (social welfare maximizing) solution for 96% of cases, generates maximal global revenue for 97% of cases, converges to 90% of the best found allocation after only 10 rounds of negotiation, and finds a core-stable solution for revenue distribution among the agents for cases with nonempty core. Finally, to ensure stability for all cases, we present a sliding-window algorithm that computes the nucleolus-stable solution under all situations.",2007,"Goradia, Hrishikesh J",THES,NA
proquest_dt,33791611,Emotion modelling with human belief revision in computer games.,"Emotion modelling is receiving more and more attention from various fields, e.g. cognitive science, psychology, computer science and neuroscience. Most of these fields share the common research consensus that emotion can be beneficial to human's mental activities. This thesis is also grounded on the same consensus and makes further validations based on the following two hypotheses: One is emotional agents in games should behave more like human beings than emotionless agents; the other is that agents having full emotional architecture should obtain better playing performance than agents with only partial architecture. Based on theoretical support, the author further hypothesizes that peoples' long term belief can be one of the sources to release complex emotions. The experiment result suggests the emotional agents did perform significantly better than emotionless ones, but it was unable to significantly reflect the advantages from fully structured emotional agents over the ones of the partial architecture.",2007,"Ma, Yan",THES,NA
proquest_dt,33710735,'U Got 2 Move It' pilot study: Impact of an after-school interactive video exertainment program for underserved children.,"Background. The prevalence of childhood overweight in the United States has increased by 50% in the last two decades (Schumann, Nichols X Lingston, 2002) and 25% to 30% of U.S. children between the ages of 6 and 17 are obese (Moran, 1999). Several studies show that sedentary activities such as television viewing, using a computer, and playing video games increase the risk of childhood obesity (Ebbeling, Pawlak & Ludwig, 2002; Dennison, Erb & Jenkins, 2002; Yackel, 2003). An innovative means of reducing sedentary activity in children through the use of video 'exergames' or 'exertainment' is becoming a popular means of increasing physical activity in children. A limited number of studies show that 'exergames' can make a positive contribution to players'stress management, weight management, fitness, and health (Lieberman, 2006). More research is needed to determine if and how these interactive video games improve physical activity and overall health in children at high risk for obesity. Purpose. The purpose of this pilot study was to assess the effects of a four-week interactive video 'exertainment' program in underserved children, as part of an after-school program based on social cognitive theory. Method. Participants consisted of 58 children recruited from an existing after-school program in the San Bernardino City Unified School District. The participants were children ages 7-12 years of lower socioeconomic status living in Southern California. Pre- and post-assessments were made to see if there were improvements in attitude, self-efficacy, outcome expectations, body composition, cardiovascular endurance, body image, physical activity outside the intervention, absenteeism, and academic achievement. Analyses. Results from this study showed that there was a 16% decrease in resting heart rate from baseline to post-intervention for males (p= < =.001) and a 12.9% decrease in resting heart rate for females (p= < =.001). Average active heart rate decreased for all subjects post-intervention representing at 7.16% decrease for males (p=041) and 5.2% decrease for females ( p=053). Absenteeism rates improved significantly for students participating in the intervention. The mean number of days students were absent during the intervention (3.73, p=020) decreased compared to prior to starting the intervention (000, p=000). Academic scores showed significant improvements in the students' mean math performance while participating in the intervention (t=3.63, p=001) compared to non-participants (t=2.16, p=.042). The average percent body fat in males showed a non-significant decrease by less than 1% (-.89, p=.295). There were no significant changes on the other study variables. Application to Health Education. The 'U Got 2 Move It' program focused on promoting healthy lifestyle modifications in America's youth as a means of reducing the risk of obesity in underserved children by introducing an appealing format for activity--interactive video games in after-school programs. The results from this pilot test will serve as a model for health educators to partner with schools and community-based organizations to develop future health-related programs focusing on preventing or reducing the threat of obesity and related health problems in high risk children.",2007,"Young, Tammy L",THES,NA
proquest_dt,33388310,Physiological responding in a two-dimensional social interaction simulation.,"Although there were no observed effects, several suggestions were made to inform researchers in designing a study of fluid interaction. With the increasing usage of computers in the conduct of research, there is ample evidence to suggest that some emotional or physiological responses may be reliably measured using two-dimensional computer simulations. It was predicted in accordance with the previous aggression literature that when the participant was in the role of aggressor that autonomic nervous system (ANS) responses would decrease as a function of concentration or cognitive load. It was also predicted that when the participant was in the role of virtual victim, a significant increase in ANS function would be observed as a manifestation of the so termed 'flight'response were recruited. A two-dimensional virtual challenge arena was programmed using a video game interface. Fourty-two college students with no prior history of pathology alternatively attacked and defended against an attacker during which, SCL and HR were measured. General recreational data and computer usage as well as valence information was also collected. Results showed that the interaction was rated as 'somewhat pleasant'regardless of which role the participant played. They also rated the conflict as 'somewhat excited' and felt 'mostly in control' of the interaction. Overall the interaction was rated as being, 'slightly unrealistic'. Physiological measurements were made during five discrete phases. Although statistically significant differences were observed between the measurement phases verifying that the phases are likely to be meaningful, there were no reliably significant differences between the different conflict conditions in measuring heart rate and skin conductance. It was proposed that several possibilities, including too complex a measurement design, non-discrete measurement phases and individual variances in acclimation and perceived novelty of the task may have resulted in the failure to find meaningful group differences among conditions.",2007,"Brannon, Sean",THES,NA
proquest_dt,304854171,Distributed trust management in autonomic networks,"The management of autonomic networks has gained more and more attentions because of their wide applications and control difficulties. Autonomic networks are decentralized and self-organized. Without global knowledge on the states of autonomic networks, it is difficult to predict behaviors of such networks and thus to conduct proper network management and control. This dissertation is the starting point of my effort to theoretically understand the complex characteristics of autonomic networks. In particular, I focus on a specific application: distributed trust management.    We view trust among users as a set of relations established on the basis of trust credentials and required by specified policies. Two important components of a distributed trust management system are studied in this work: trust credential distribution and trust evaluation. In autonomic networks, trust credentials are distributed throughout the network. Given the mobility and dynamics of the networks, it is important to properly distribute trust credentials such that users are able to efficiently obtain required credentials and update existing credentials. I present a trust credential distribution scheme based on network coding. After obtaining credentials in need, policies are required for users to evaluate trustworthiness of targets in a distributed way. In this dissertation, I model distributed trust evaluation as an estimation problem and trust evaluation policies based on local interactions are studied. I investigate the convergence of both deterministic and stochastic voting rules and prove their effectiveness with the present of misbehaving users.    Autonomic networks rely on collaboration among users. The conflict between the benefit from collaboration and the required cost for collaboration naturally leads to game-theoretic studies. I study collaboration based on cooperative games with communication constraints and give the conditions under which users are willing to collaborate. The results in this dissertation show that a well-designed trust management system is helpful to enforce collaboration. Besides collaboration, I show that trust can be used to the utility optimization problems as well. The effect of trust values is that in the routing and scheduling problems the trustworthiness of the node will be automatically considered and used. For example, packets will not be routed frequently to suspicious nodes.",2007,"Jiang, Tao",THES,Ph.D.
proquest_dt,304839847,Human control of cooperating robots,"Advances in robotic technologies and artificial intelligence are allowing robots to emerge from research laboratories into our lives. Experiences with field applications show that we have underestimated the importance of human-robot interaction (HRI) and that new problems arise in HRI as robotic technologies expand. This thesis classifies HRI along four dimensions—human, robot, task, and world and illustrates that previous HRI classifications can be successfully interpreted as either about one of these elements or about the relationship between two or more of these elements. Current HRI studies of single-operator single-robot (SOSR) control and single-operator multiple-robots (SOMR) control are reviewed using this approach.    Human control of multiple robots has been suggested as a way to improve effectiveness in robot control. Unlike previous studies that investigated human interaction either in low-fidelity simulations or based on simple tasks, this thesis investigates human interaction with cooperating robot teams within a realistically complex environment. USARSim, a high-fidelity game-engine-based robot simulator, and MrCS, a distributed multirobot control system, were developed for this purpose. In the pilot experiment, we studied the impact of autonomy level. Mixed initiative control yielded performance superior to fully autonomous and manual control.    To avoid limitation to particular application fields, the present thesis focuses on common HRI evaluations that enable us to analyze HRI effectiveness and guide HRI design independently of the robotic system or application domain. We introduce the interaction episode (IEP), which was inspired by our pilot human-multirobot control experiment, to extend the Neglect Tolerance model to support general multiple robots control for complex tasks. Cooperation Effort (CE), Cooperation Demand (CD), and Team Attention Demand (TAD) are defined to measure the cooperation in SOMR control. Two validation experiments were conducted to validate the CD measurement under tight and weak cooperation conditions in a high-fidelity virtual environment. The results show that CD, as a generic HRI metric, is able to account for the various factors that affect HRI and can be used in HRI evaluation and analysis.",2007,"Wang, Jijun",THES,Ph.D.
proquest_dt,304762020,A Bayesian approach to multiagent reinforcement learning and coalition formation under uncertainty,"Sequential decision making under uncertainty is always a challenge for autonomous agents populating a multiagent environment, since their behaviour is inevitably influenced by the behaviour of others. Further, agents have to constantly struggle to find the right balance between exploiting  current information regarding the environment and the rest of its inhabitants, and exploring so that they acquire additional information. Moreover, they need to profitably trade off short-term rewards with anticipated long-term ones, while learning through interaction about the environment and others—employing techniques from reinforcement learning (RL), a fundamental area of study within artificial intelligence (AI).  Coalition formation is a problem of great interest within game theory and AI, allowing autonomous individually rational agents to form stable or transient teams (or coalitions) to tackle an underlying task. Agents participating in realistic scenarios of repeated  coalition formation under uncertainty face the issues identified above, and need to bargain to succesfully negotiate the terms of their participation in coalitions—often having to compromise individual with team welfare effectively.    In this thesis, we provide theoretical and algorithmic tools to accommodate  sequential decision making under uncertainty in multiagent settings, dealing with the issues above. Specifically, we combine multiagent Bayesian RL with game theoretic ideas to facilitate the agents' sequential decision making. We deal with popular multiagent problems which were to date not tackled under uncertainty, or more specifically under type uncertainty.  In our work, we assume that the environment dynamics or the types (capabilities) of other agents are not known, and thus the agents have to account for this uncertainty, in a Bayesian way, when making decisions. Handling type uncertainty allows information about others acquired within one setting to be exploited in possibly different settings in the future.    The core of our contributions lies in the area of coalition formation under uncertainty. We studied several aspects of both the cooperative and non-cooperative facets of this problem, coining new theoretical concepts, proving theoretical results, presenting and evaluating algorithms for use in this context, and proposing a Bayesian RL framework for optimal repeated coalition formation under uncertainty.",2007,"Chalkiadakis, Georgios",THES,Ph.D.
proquest_dt,304719335,ISP's traffic engineering and peering strategy,"The Internet has quickly evolved into a vast global network owned and operated by thousands of interconnected Internet Service Providers. Each of these ISPs, as one autonomous system, has its individual economic interests. ISPs can achieve their objectives through peering strategy  and interdomain traffic engineering. These two issues are important for ISPs' business and have significant implications on the Internet architecture.   Our study on interdomain traffic engineering focuses on AS Path Prepending (ASPP), a popular way for inbound traffic engineering. In order to improve the current situation that ISPs often practise this approach in a trial-and-error basis, we propose a greedy algorithm to help ISPs perform this approach systematically and efficiently. Then we demonstrate two fundamental issues of decentralized selfish traffic engineering, routing instability and  global network performance degradation, based on an abstract model where ISPs perform traffic engineering for their individual load balance. We also present a real-world pathologic case of prepending instability from our measurement study. Some simple guidelines are given for ISPs to avoid such routing instability.   Over the past several years, numerous types of “overlay” networks change the interdomain traffic pattern and ISPs lose the routing control of some interdomain traffic flows due to the application layer routing. As a result, some ISPs may provide unintended transit service for other local ISPs. It upsets the traditional business model and makes ISPs' peering strategies more complicated.   Our work on peering strategy is to help ISPs understand the economic implications of various traffic patterns and make proper decisions to optimize their business. We first conduct an economic analysis for an overlay streaming network to gain some insights on the free ride phenomenon. We further improve the analysis by taking the response of subscribers into consideration and formulate the dynamic market as a multi-leader-follower game to capture the Nash Equilibrium of the routing tussle among the major players of the Internet marketplace. Based on this framework together with a gravity traffic model, we present some important observations on the implications of overlays on ISPs' peering strategy.",2007,"Wang, Hui",THES,Ph.D.
proquest_dt,304708497,Game theoretical data replication techniques for large-scale autonomous distributed computing systems,"Data replication in geographically dispersed servers is an essential technique for reducing the user perceived access time in large-scale distributed computing systems. A majority of the conventional replica placement techniques lack scalability and solution quality. To counteract such issues, this thesis proposes a game theoretical replica placement framework, in which autonomous agents compete for the allocation or reallocation of replicas onto their representative servers in a self-managed fashion. Naturally, each agent's goal is to maximize its own benefit. However, the framework is designed to suppress individualism and to ensure system-wide optimization. Using this framework as an environment, several cooperative and non-cooperative low-complexity, flexible, and scalable game theoretical replica placement techniques are proposed, analytically investigated, and experimentally evaluated. Each of these techniques supports different game theoretical (pareto-optimality, catering to agents' interests, deliberate discrimination of allocation, budget balanced, pure Nash equilibrium, and Nash equilibrium) and system (link distance, congestion control, minimization of communication cost, and memory optimization) related properties. Using a detailed test-bed involving eighty various network topologies and two real-world access logs, each game theoretical technique is also extensively compared with conventional replica placement techniques, such as, greedy heuristics, branch-and-bound techniques and genetic algorithms. The experimental study confirms that in each case the proposed techniques outperform other conventional methods. The results can be summarized in four ways: (1) The number of replicas in a system self-adjusts to reflect the ratio of the number of reads versus writes access; (2) Performance is improved by replicating objects to the servers based on the locality of reference; (3) Replica allocations are made in a fast algorithmic turn-around time; (4) The complexity of the data replication problem is decreased by multifold.",2007,"Khan, Samee Ullah",THES,Ph.D.
proquest_dt,33277126,Modeling natural phenomena with lattice Boltzmann method.,"We have adopted a numerical method in computational fluid dynamics, the Lattice Boltzmann Method (LBM), for simulation and visualization of natural phenomena. The LBM is an alternative and promising numerical scheme for modeling the fluid dynamics from a microscopic perspective, and recovering the Navier-Stokers equations. The LBM has the following obvious advantages: (1)it uses local and simple operators to model complex and nonlinear fluid behaviors; (2)it discretizes the micro-physics of local interactions between fluids and objects, and thus can handle very complex boundary conditions, such as deep urban canyons, curved walls, arbitrarily-shaped objects and dynamic boundaries of moving objects; (3)due to its discrete nature, the LBM lends itself to multi-resolution approaches, and its computational pattern, is easily parallelizable. In addition to the traditional Single-relaxation-time LBM, we introduce a more general version: the Multiple-relaxation-time LBM, which is more appropriate for coupling physical properties (temperature, body forces, etc.) to fluid dynamics and it provides more stable computation. We have applied this method to model light objects floating in the wind, heat shimmering of air, mirage, solid melting and flowing, and contaminant plume dispersion in urban environment. We have accelerated the LBM on commodity graphics processing units (GPUs), achieving interactive performance for our applications. Moreover, we have modelled the front spreading phenomena of fire and flows on 3D surfaces. Our method provides fast and simple simulations and allows users to conveniently control the propagation behaviors. Our LBM-based approaches provide a physically based framework for modeling and simulating natural phenomena that enables the development of computer graphics, movies, games, and scientific prediction simulations.",2006,"Zhao, Ye",THES,NA
proquest_dt,33201757,A framework for element-based computer graphics.,"There is an imbalance between personal and algorithmic control in existing techniques for element-based computer graphics. A refraining of the traditional graphics pipeline is used to address this. By turning modelling and rendering into an interactive process, and introducing semi-autonomous agents to manage elements, we develop a framework through which it is possible to build applications with a given control balance. Agents negotiate control of their representations on a canvas via interactions in agent space. Interaction with the rendered image on canvas is conveyed to agents responsible for that image, which interpret the interaction and adjust the underlying model appropriately. In addition, the concept of a coalition, as in game theory, provides a means for groups of agents to organise or be organised. This framework is realised as a prototype engine along with a series of examples that illustrate a broad range of variations in control balance that are possible within this framework.",2006,"Mason, Katherine Merle",THES,NA
proquest_dt,304980155,Evolving visibly intelligent behavior for embedded game agents,"Machine learning has proven useful for producing solutions to various problems, including the creation of controllers for autonomous intelligent agents. However, the control requirements for an intelligent agent sometimes go beyond the simple ability to complete a task, or even to complete it efficiently: An agent must sometimes complete a task in style. For example, if an autonomous intelligent agent is embedded in a game where it is visible to human observers, and plays a role that evokes human intuitions about how that role should be fulfilled, then the agent must fulfill that role in a manner that does not dispel the illusion of intelligence for the observers. Such visibly intelligent behavior is a subset of general intelligent behavior: a subset that we must be able to provide if our methods are to be adopted by the developers of games and simulators.    This dissertation continues the tradition of using neuroevolution to train artificial neural networks as controllers for agents embedded in strategy games or simulators, expanding that work to address selected issues of visibly intelligent behavior. A test environment is created and used to demonstrate that modified methods can create desirable behavioral traits such as flexibility, consistency, and adherence to a doctrine, and suppress undesirable traits such as seemingly erratic behavior and excessive predictability. These methods are designed to expand a program of work leading toward adoption of neuroevolution by the commercial gaming industry, increasing player satisfaction with their products, and perhaps helping to set AI forward as The Next Big Thing in that industry. As the capabilities of research-grade machine learning converge with the needs of the commercial gaming industry, work of this sort can be expected to expand into a broad and productive area of research into the nature of intelligence and the behavior of autonomous agents.",2006,"Bryant, Bobby Don",THES,Ph.D.
proquest_dt,304956392,Impact of genetic predisposition and environmental stress on measures of preclinical essential hypertension,"The main objective of this project was to determine the impact of genetic risk and chronic environmental stress on measures of preclinical essential hypertension (EH) (e.g., exaggerated cardiovascular reactivity, increased resting hemodynamics and increased left ventricular mass [LVM]). A secondary objective was to evaluate the moderating and interactive effects of ethnicity, gender, body mass index [BMI] and anger expression on EH risk indices. Two genes with relevance for blood pressure (BP) control (e.g., beta-2 adrenergic receptor [ADRB2] gene and serotonin transporter [5-HTT] gene) were used to define genetic risk. Chronic environmental stress was assessed by socioeconomic status (SES) and subjective social status (SSS). The project consisted of three sequential studies on a large, multiethnic cohort of young adults (N>500). The first two studies were cross-sectional and based on the analysis of cardiovascular reactivity, resting hemodynamics and LVM data collected at a single visit. The third study was longitudinal and involved the tracking of BP and LVM over a 15-year span from childhood to early adulthood.    In the first study, ADRB2 haplotype significantly interacted with anger suppression in African Americans such that high anger suppressing carriers had the highest resting SBP (p<.05) and TPR reactivity to a cold pressor task (p<.01). In European Americans, ADRB2 haplotype significantly interacted with BMI to predict resting hemodynamics, such that carriers who were high in BMI showed the highest SBP (p<.05). In the second study, a significant interaction between the 5-HTT promoter region polymorphism (5-HTTLPR) and social status was found for cardiovascular reactivity, such that S allele homozygotes who were low in SES and high in SSS exhibited the greatest BP and TPR reactivity to the video game stressor (p-values<.05). No significant interaction was found between 5-HTTLPR and social status in the longitudinal study, however a significant 5-HTTLPR by BMI interaction was determined for LVM, such that obese LL homozygotes had the greatest LVM over time (p<.001). Results from this project expand what is currently known with regard to EH etiology and carry implications for the prevention of EH through the early consideration of genetic, environmental and demographic risk factors.",2006,"Poole, Joseph Christian",THES,Ph.D.
proquest_dt,304927658,Modeling natural phenomena with lattice Boltzmann method,"We have adopted a numerical method in computational fluid dynamics, the Lattice Boltzmann Method (LBM), for simulation and visualization of natural phenomena. The LBM is an alternative and promising numerical scheme for modeling the fluid dynamics from a microscopic perspective, and recovering the Navier-Stokers equations. The LBM has the following obvious advantages: (1) it uses local and simple operators to model complex and nonlinear fluid behaviors; (2) it discretizes the micro-physics of local interactions between fluids and objects, and thus can handle very complex boundary conditions, such as deep urban canyons, curved walls, arbitrarily-shaped objects and dynamic boundaries of moving objects; (3) due to its discrete nature, the LBM lends itself to multi-resolution approaches, and its computational pattern, is easily parallelizable. In addition to the traditional Single-relaxation-time LBM, we introduce a more general version: the Multiple-relaxation-time LBM, which is more appropriate for coupling physical properties (temperature, body forces, etc.) to fluid dynamics and it provides more stable computation. We have applied this method to model light objects floating in the wind, heat shimmering of air, mirage, solid melting and flowing, and contaminant plume dispersion in urban environment. We have accelerated the LBM on commodity graphics processing units (GPUs), achieving interactive performance for our applications. Moreover, we have modelled the front spreading phenomena of fire and flows on 3D surfaces. Our method provides fast and simple simulations and allows users to conveniently control the propagation behaviors. Our LBM-based approaches provide a physically based framework for modeling and simulating natural phenomena that enables the development of computer graphics, movies, games, and scientific prediction simulations.",2006,"Zhao, Ye",THES,Ph.D.
