source,psyid,pmid,doi,title,abstract,year,month,day,journal,authors
psycInfo,2016-55931-006,27837946,10.1016/j.chc.2016.08.001,The emerging application of health information technology in child and adolescent psychiatry.,"This article discuses the emerging application of health information technology in child and adolescent psychiatry. Several articles in this issue describe patient-facing digital technologies. For example, Schueller and his colleagues incorporate research findings regarding child-computer interaction and game theory in the consideration of online mental health treatment and virtual therapists for children and adolescents. Archangeli and colleagues summarize the current state of evidence regarding the effectiveness and feasibility of smartphone apps in child and adolescent psychiatry in their systematic review. Looking at specific disorders, Darcy and Lock describe the use of technological solutions to support family-based treatment of anorexia nervosa and bulimia and summarize pilot data regarding patient experience and effectiveness. In their article regarding patient portals, Kendrick and Benson consider the opportunities and risks associated with this technology in consideration of adolescent needs for autonomy and privacy. The final three articles in the issue address overarching and systems level issues pertaining to the use of health information technology in the field of child and adolescent psychiatry. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2017,1,NA,Child and Adolescent Psychiatric Clinics of North America,"Sarvet, Barry; Torous, John"
psycInfo,2015-37156-008,25835044,10.1080/13548506.2015.1028946,Protection motivation theory and social distancing behaviour in response to a simulated infectious disease epidemic.,"Epidemics of respiratory infectious disease remain one of the most serious health risks facing the population. Non-pharmaceutical interventions (e.g. hand-washing or wearing face masks) can have a significant impact on the course of an infectious disease epidemic. The current study investigated whether protection motivation theory (PMT) is a useful framework for understanding social distancing behaviour (i.e. the tendency to reduce social contacts) in response to a simulated infectious disease epidemic. There were 230 participants (109 males, 121 females, mean age 32.4 years) from the general population who completed self-report measures assessing the components of PMT. In addition, participants completed a computer game which simulated an infectious disease epidemic in order to provide a measure of social distancing behaviour. The regression analyses revealed that none of the PMT variables were significant predictors of social distancing behaviour during the simulation task. However, fear (β = .218, p < .001), response efficacy (β = .175, p < .01) and self-efficacy (β = .251, p < .001) were all significant predictors of intention to engage in social distancing behaviour. Overall, the PMT variables (and demographic factors) explain 21.2% of the variance in intention. The findings demonstrated that PMT was a useful framework for understanding intention to engage in social distancing behaviour, but not actual behaviour during the simulated epidemic. These findings may reflect an intention-behaviour gap in relation to social distancing behaviour. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,10,NA,"Psychology, Health & Medicine","Williams, Lynn; Rasmussen, Susan; Kleczkowski, Adam; Maharaj, Savi; Cairns, Nicole"
psycInfo,2015-51548-009,NA,10.1177/2167702614555412,An assessment of emotional reactivity to frustration of goal pursuit in euthymic bipolar I disorder.,"Affective disturbance is a central feature of bipolar disorder. Many investigators have hypothesized that euthymic people with bipolar disorder might display elevated emotional reactivity, but laboratory studies of emotional reactivity have had mixed results. Drawing on theories of bipolar disorder that emphasize dysregulation of goal pursuit, we hypothesized that people with bipolar disorder might be emotionally hyperreactive to frustration of goal pursuit. Forty-seven euthymic participants with bipolar disorder and 43 control participants played a computer game for a monetary reward. To induce frustration, we programmed the game to respond inconsistently to user input during two periods. The frustration induction was successful as measured by self-report, physiological responding, and facial behavior, but contrary to the hypothesis of emotional hyperreactivity in bipolar disorder, the bipolar and control groups were equally reactive to frustration. Future studies will benefit from more specific hypotheses about how emotion might be altered in bipolar disorder. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,11,NA,Clinical Psychological Science,"Edge, Michael D.; Lwi, Sandy J.; Johnson, Sheri L."
psycInfo,2015-31749-008,25372348,10.1080/10410236.2014.917220,Why health care needs design research: Broadening the perspective on communication in pediatric care through play.,"Today’s pediatric health care lacks methods to tap into the emotional state of hospitalized pediatric patients (age 4–6 years). The most frequently used approaches were developed for adults and fail to acknowledge the importance of imaginary experiences and the notion of play that may appeal to children. The scope of this article is to introduce a new design-oriented method of gathering information about the emotional state of pediatric patients using an experimental computer game called the Child Patient game (CPgame). The CPgame was developed at a Danish hospital, and the results of the preliminary tests show that games could serve as a system in which children are willing to express their emotions through play. The results are based on two comparative analyses of the CPgame through which it is possible to identify three different types of players among the patients playing the game. Furthermore, the data reveal that pediatric patients display a radically different play pattern than children who are not in hospital. The inquiry takes an interdisciplinary approach; it has obvious health care-related objectives and seeks to meet the urgent need for new methods within health care to optimize communication with young children. At the same time, design research (i.e., the development of new knowledge through the development of a new design) heavily impacts the method. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,10,NA,Health Communication,"Knutz, Eva; Ammentorp, Jette; Kofoed, Poul-Erik"
psycInfo,2017-05600-014,NA,10.1007/s10489-016-0842-7,Enhancing intelligence in multimodal emotion assessments.,"Computer systems are a part of everyday life, since they influence human behavior and stimulate changes in the emotional states of the users. The assessment of users’ emotions during their interaction with computer systems can help to provide tailorable website interfaces and better recommendations systems. However, emotions are complex and difficult to identify or assess. Previous studies have shown that, in a real-world scenario, the use of single sensors do not provide an accurate emotional assessment. Hence, in this study, we propose a framework that takes into account multiple sensors so that conclusions can be drawn about the emotional state of the user at the time of interaction. The proposed multi-sensing approach includes several inputs from users (such as speech, facial movements, and everyday activities), and uses an artificial intelligent strategy to map these different responses into one or more emotional states. The Componential Emotion Theory and Scherer's Emotional Semantic Space are used to underpin the theoretical framework. The experimental results show that the combination of outputs generated by multiple sensors provides a more accurate assessment of emotional states than when the sensors are treated individually. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2017,3,NA,Applied Intelligence,"Gonçalves, Vinícius P.; Costa, Eduardo P.; Valejo, Alan; Filho, Geraldo P. R.; Johnson, Thienne M.; Pessin, Gustavo; Ueyama, Jó"
psycInfo,2017-02032-013,27930484,10.1097/JOM.0000000000000895,"Are hospital workers healthy?: A study of cardiometabolic, behavioral, and psychosocial factors associated with obesity among hospital workers.","Objective: This study evaluated the cardiometabolic, behavioral, and psychosocial factors associated with weight status among hospital employees. Methods: A total of n = 924 employees across the six hospitals in Texas participated in this cross-sectional study, 2012 to 2013. Association between weight status and waist circumference, blood pressure, biomarkers, diet, physical activity, sedentary behaviors, and psychosocial factors was assessed. Results: About 78.1% of employees were overweight/obese. Obese participants (body mass index [BMI] ≥ 30.0 kg/m²) had higher consumption of potatoes, fats, sugary beverages, and spent more time watching television, playing computer games, and sitting than those having normal weight. Being obese was positively associated with blood pressure, blood glucose, low-density lipoprotein, and negatively associated with high-density lipoprotein. Finally, 78.8% of workers were dissatisfied with their worksite wellness with dissatisfaction being higher among obese employees. Being overweight (BMI 25.0 to 29.9 kg/m²) was positively associated with blood pressure, but not other variables. Conclusion: Understanding the risk profile of hospital workers is critical to developing effective interventions. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2016,12,NA,Journal of Occupational and Environmental Medicine,"Sharma, Shreela V.; Upadhyaya, Mudita; Karhade, Mandar; Baun, William B.; Perkison, William B.; Pompeii, Lisa A.; Brown, Henry S.; Hoelscher, Deanna M."
psycInfo,2015-13180-006,NA,NA,"The effects of violent video games and prosocial video games on cognition, emotion and behavior.","Objective: The purpose of this article was to investigate the short-term effects of violent video games and prosocial video games on cognition, emotion and behavior based on the perspective of general learning model. Methods: A sample of 80 undergraduate students took part in a 2(Video game content: violent video game and prosocial video game)x 2 (Trait aggressiveness: high aggressiveness and low agressiveness) experiment. Participants were asked to complete a tan-gram puzzle task used to assess helpful behavior and aggressive behavior. State Hostility Scale, Buss-Perry Aggression Questionnaire and Chinese Hostility Inventory were used to assess aggressive affect, prosocial affect, trait aggressiveness and aggressive cognition. Results: The group with prosocial video games experience showed increased positive state affect, compared to the group with violent video games. The group with violent video games reported more aggressive cognition, affect and behavior than the group with prosocial video games. Moreover, in the violent video game condition, participants with high aggressiveness showed more aggressive affect and cognition than those with low aggressiveness. Conclusion: The present study partially supports the general learning model. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,12,NA,Chinese Journal of Clinical Psychology,"Li, Jun-yi; Jin, Yu-chang"
psycInfo,2015-39903-001,26310879,10.1007/s10508-015-0589-y,The impact of sexual arousal on sexual risk-taking and decision-making in men and women.,"Sexual arousal has emerged as an important contextual feature in sexual encounters that can impact safer-sex decision-making. We conducted two experiments that investigated the effects of sexual arousal among male and female participants. Experiment 1 (N = 144) examined the impact of sexual around on sexual health decision-making. Sexually explicit and neutral video clips as well as hypothetical romantic scenarios were used to evaluate the effects of sexual arousal on sexual risk-taking intentions. Men and women who reported higher levels of sexual arousal also displayed greater intentions to participate in risky sexual behavior (e.g., unprotected sex with a new sex partner). Experiment 2 (N = 122) examined the impact of sexual arousal on general risk-taking, using the same videos clips as in Experiment 1 and a modified version of a computerized Blackjack card game. Participants were offered a chance to make either a risky play or a safe play during ambiguous conditions. Increased sexual arousal in Experiment 2 was associated with impulsivity and a greater willingness to make risky plays in the Blackjack game. These findings suggest that, in situations where there are strong sexually visceral cues, both men and women experiencing strong sexual arousal may have lower inhibitions and may experience impaired decision-making. This phenomenon may have an impact during sexual encounters and may contribute to a failure to use appropriate prophylactic protection. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2016,1,NA,Archives of Sexual Behavior,"Skakoon-Sparling, Shayna; Cramer, Kenneth M.; Shuper, Paul A."
psycInfo,2017-01684-001,28030542,NA,Acute cognitively engaging exergame-based physical activity enhances executive functions in adolescents.,"The study aimed to elucidate the influence of cognitive engagement comprised in an acute bout of exergame-based physical activity on executive functions (inhibition, cognitive flexibility) in adolescents. Therefore, the level of cognitive engagement and the intensity of physical activity were systematically varied across three experimental conditions. Sixty-five healthy male adolescents (13 ± 16 years) were randomly assigned to one of three conditions: (a) physical activity with high levels of cognitive engagement during active video gaming, (b) physical activity with low levels of cognitive engagement during active video gaming, (c) sedentary with low levels of cognitive engagement during passive video watching. Manipulation checks, including subjective and objective operationalizations of cognitive engagement, were applied. Executive functions were assessed before and after each condition using the D-KEFS design fluency test. Results showed that cognitive engagement, operationalized by subjects' ratings and heart rate variability, differed between conditions. The physical activity condition with a high level of cognitive engagement resulted in significantly better performance in cognitive flexibility compared to conditions with low levels of cognitive engagement. Regarding benefits for executive functions in male adolescents, the results indicate that acute physical activity with high cognitive engagement could be more efficient than physical activity of the same intensity with low cognitive engagement. Even though further evidence is needed, these results extend previous research and suggest a methodological approach for measuring cognitive engagement. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2016,12,28,PLoS ONE,"Benzing, Valentin; Heinks, Theda; Eggenberger, Noëmi; Schmidt, Mirko"
psycInfo,2014-09399-001,NA,10.1037/ppm0000018,Eating ghosts: The underlying mechanisms of mood repair via interactive and noninteractive media.,"Mood repair is a well-established function of media usage implying distraction from negative mood and the modification of unpleasant arousal states. Recent studies have found interactive media, in particular computer games, to be more effective in repairing mood than noninteractive media. It has been suggested that this is due to the higher task demand of interactive media distracting the players from negative feelings. Yet interactive media have also been found to increase arousal, which can also be seen as a cause for successful mood repair. It remains an open question which mechanism or to which degree both mechanisms—distraction and arousal regulation—account for mood repair via interactive media. The current study was designed to examine this so far unanswered question. We analyzed how effectively negative moods were regulated after a computer game, after a gameplay video, and without media consumption (control group). Mood repair, physiological arousal (positive change in electrodermal activity), and subjective arousal were assessed. Results confirmed that computer games led to a higher degree of mood repair and that this repair was a function of task demand as well as arousal characteristics. Results are discussed in terms of arousal regulation and intervention potential in interactive media. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,4,NA,Psychology of Popular Media Culture,"Rieger, Diana; Frischlich, Lena; Wulf, Tim; Bente, Gary; Kneer, Julia"
psycInfo,2015-02652-004,NA,10.1080/03637751.2014.971418,"The thrill is gone, but you might not know: Habituation and generalization of biophysiological and self-reported arousal responses to video games.","Past research on consequences of video game play have conflated two distinct psychological mechanisms, habituation and generalization, into a unified process dubbed 'desensitization.' The current paper reports the results of two studies, a repeated exposure study and a single exposure study, which examine habituation and generalization of biophysiological and self-reported arousal responses to violent video games. The findings indicate that repeated play leads to habituation in both biophysiological and self-report responses. Notably, evidence of generalization is more apparent in the biophysiological data. The results are discussed in terms of: (1) implications for game developers and players, (2) implications for game researchers, (3) current conceptual ambiguity between cross-sectional and longitudinal models, and (4) the appropriateness of utilizing self-report measures in longitudinal studies examining arousal. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2015,1,NA,Communication Monographs,"Grizzard, Matthew; Tamborini, Ron; Sherry, John L.; Weber, René; Prabhu, Sujay; Hahn, Lindsay; Idzik, Patrick"
psycInfo,2015-42867-004,25830235,10.1080/17461391.2015.1025858,Positional demands of professional rugby.,"Rugby union is a physically intense intermittent sport coupled with high force collisions. Each position within a team has specific requirements which are typically based on speed, size and skill. The aim of this study was to investigate the contemporary demands of each position and whether they can explain changes in psychophysiological stress. Urine and saliva samples were collected before and after five selected Super 15 rugby games from 37 players. Total neopterin (NP), cortisol and immunoglobulin A were analysed by SCX-high performance liquid chromatography and enzyme linked immunosorbent assay. Global positioning system software provided distance data, while live video analysis provided impact data. All contemporary demands were analysed as events per minute of game time. Forwards were involved in more total impacts, tackles and rucks compared to backs (p < 0.001), while backs were involved in more ball carries and covered more total distance and distance at high speed per minute of game time (p < 0.01). Loose forwards, inside and outside backs covered significantly more distance at high speed (p < 0.01), while there was a negligible difference with number of impacts between the forward positions. There was also minimal difference between positions in the percentage change in NP, cortisol and sIgA. The results indicate distance covered and number of impacts per minute of game time is position-dependent whereas changes in psychophysiological stress are independent. This information can be used to adapt training and recovery interventions to better prepare each position based on the physical requirements of the game. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,8,NA,European Journal of Sport Science,"Lindsay, Angus; Draper, Nick; Lewis, John; Gieseg, Steven P.; Gill, Nicholas"
psycInfo,2015-31297-006,NA,10.1177/1948550615578177,"Immersed in virtual worlds and minds: Effects of in-game storytelling on immersion, need satisfaction, and affective theory of mind.","Past research on video game effects was often limited to explaining effects of game content and mode, leaving structural and contextual game elements scarcely investigated. The present research examined the yet unclear role of narration in video games, by adapting concepts and methodology from video game research based on self-determination theory as well as past research on the effects of literary fiction. Results provided evidence for the facilitation of immersion and an immersion-mediated enhancement of autonomy and relatedness need satisfaction through in-game storytelling, suggesting a mutual enhancement of immersion and need satisfaction. Moreover, in-game storytelling enhanced affective theory of mind. Perspectives on future research, connecting in-game storytelling and game content to complement current knowledge of video game effects on various real-world outcomes, are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,8,NA,Social Psychological and Personality Science,"Bormann, Daniel; Greitemeyer, Tobias"
psycInfo,2016-39370-097,NA,10.1016/j.chb.2016.06.012,"Mental beliefs about blood, and not its smell, affect presence in a violent computer game.","Presence in virtual reality—the feeling that one is inside mediated reality—has fascinated academics in the field of virtual reality from its onset. While conceptual analyses and empirical research unequivocally stressed the importance of immersion through sensory input, agent-related aspects such as mental beliefs received less attention. We are the first to examine the separate and combined effects of being exposed to the smell of a particular stimulus and/or having a representation of this stimulus in mind. Blood was considered to be interesting to work with, because of widespread folk ideas about its capacity to induce aggression in violent contexts. Using a violent computer game in a between-subjects design, male subjects were tested for the immersive impact of blood, first as an olfactory cue, and second as a mental belief, i.e. the true or false belief that one is smelling ‘blood’. Lower skin conductance and game scores showed that ‘blood’ served as a distractor hindering the subject’s spontaneous engagement. Subjects higher in dispositional aggressiveness, however, got more immersed during the ‘blood’ game rounds, by displaying more combativeness. We discuss our results in light of the undervalued importance of subjective realism in research on presence, and explain the relevance of this work for applications in virtual training in the military and for clinical intervention in combat-related PTSD. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2016,10,NA,Computers in Human Behavior,"Verplaetse, Jan; De Smet, Delphine"
psycInfo,2015-22172-007,NA,NA,A versengés jutalmazásának hatása a nyáltesztoszteron-szintre és a teljesítményre fiatal felnőtt férfiakban: A hiperversengés szerepe. = The effect of reward on salivary testosterone level and performance in young adult males during competition: The role of hypercompetitiveness.,"Prior research has shown that in the context of competition, larger rewards are associated with amplified physiological arousal. Yet, few studies examined the effect of reward on testosterone (T) level, although this hormone has been shown to respond to competitive situations and status shifts. The present study investigated salivary T level, physiological arousal (heart rate and heart rate variability), changes during competition in young males (N = 40, mean age = 21.7 ± 2.3 years). Participants competed in pairs in a video game, whereby they could win or lose—according to skill and effort. According to random grouping, pairs were either rewarded equally or the winner gained more monetary reward than the loser (unequal reward). Apart from the physiological and endocrine assessments, questionnaires provided information about competitive attitudes (hypercompetitiveness, and 'personal development competitive attitude') and mood changes through the competition. Results yielded that both conditions increased subjective and cardiac arousal, but reward conditions had not influenced T response; T increased only in hypercompetitive losers. Competitive performance was correlated to T level and T level change in both winners and losers, supporting the observation that competitive performance and T level can be in a reciprocal relationship. These findings are consistent with the status instability hypothesis. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,3,NA,Magyar Pszichológiai Szemle,"Nagy, Tamás; Kovács, Krisztina J.; Polyák, Ágnes; Harmat, László; Bárdos, György; Fülöp, Márta"
psycInfo,2016-18419-001,NA,NA,The effect of distance on moral engagement: Event related potentials and alpha power are sensitive to perspective in a virtual shooting task.,"In a shooting video game we investigated whether increased distance reduces moral conflict. We measured and analyzed the event related potential (ERP), including the N2 component, which has previously been linked to cognitive conflict from competing decision tendencies. In a modified Go/No-go task designed to trigger moral conflict participants had to shoot suddenly appearing human like avatars in a virtual reality scene. The scene was seen either from an ego perspective with targets appearing directly in front of the participant or from a bird’s view, where targets were seen from above and more distant. To control for low level visual features, we added a visually identical control condition, where the instruction to 'shoot' was replaced by an instruction to 'detect.' ERP waveforms showed differences between the two tasks as early as in the N1 time-range, with higher N1 amplitudes for the close perspective in the 'shoot' task. Additionally, we found that pre-stimulus alpha power was significantly decreased in the ego, compared to the bird’s view only for the 'shoot' but not for the 'detect' task. In the N2 time window, we observed main amplitude effects for response (No-go > Go) and distance (ego > bird perspective) but no interaction with task type (shoot vs. detect). We argue that the pre-stimulus and N1 effects can be explained by reduced attention and arousal in the distance condition when people are instructed to 'shoot.' These results indicate a reduced moral engagement for increased distance. The lack of interaction in the N2 across tasks suggests that at that time point response execution dominates. We discuss potential implications for real life shooting situations, especially considering recent developments in drone shootings which are per definition of a distant view. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2016,1,7,Frontiers in Psychology,"Petras, Kirsten; ten Oever, Sanne; Jansma, Bernadette M."
psycInfo,2015-50569-005,NA,NA,Relevance of videogames in the learning and development of young children.,"Introduction: The study was carried out with children of 2nd, 4th and 6th grades of elementary school in order to explore what and how will children learn from a completely new videogame. Method: We organized children from 2nd, 4th and 6th grades of elemental school , giving them chance to play a freshly released videogame by that time. We formed small groups of 4 players with 2 boys and 2 girls in each group. We offered them a console and only 2 controllers. With this design, we would like to observe and analyze the differences between these players according to their age and gender. This process of learning and playing videogames lasted for 11 weeks. Result: The results have shown the capacity of learning without adult’s intervention among all the players in this study. It also shows the coordination of cooperation of each group in order to learn to play the video game. We’d like to highlight their autonomy in learning and their ability to solve different conflicts happened during the process in their group, from the beginning and during the play time, their way of regulate each player’s play time and also their capacity of create meanings in the game’s virtual world, characters or concrete actions. Discussion: Complex and important capacities were displayed during the learnig process by the children: leadership, caring for other players, control of the process, etc. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,9,1,Electronic Journal of Research in Educational Psychology,"Zhao, Zhuxuan; Linaza, José L."
psycInfo,2015-40769-004,NA,10.1016/j.amp.2014.10.023,L’écran et le truand: Influence des jeux vidéo violents sur le passage à l’acte criminel. = The screen and the ugly: Influence of violent video games on crime.,"Background: The influence of violent video games on behavior is the subject of heated debate based on conflicting scientific data. Since the arrival of increasingly violent video games, and the media coverage attracted by several mass killings such as those of Columbine, Virginia Tech, Utoya, or Aurora, an emotional debate has developed, concerning the impact of video games on aggressiveness, violence or even criminality. Several recent meta-analyses have contributed contradictory findings. Whereas, with respect to the use of video games, some studies conclude that there has been an increase in aggressiveness in the short and long term, others have revealed a decrease in criminality. The findings of previous studies are overwhelmingly in favor of a negative influence on aggressiveness. However, data on the impact of this type of media on criminal behavior is lacking. Objective: This work aims to bring new arguments to corroborate or invalidate the assumption that the use of violent video games is a criminogenic risk factor. Method: We conducted a case-control study, comparing the use of violent video games in a sample of 83 subjects under investigation, versus a sample from the general population. After characterizing their consumption patterns of video games, we looked for an association between the criminal act and exposure to violent video games. Univariate and multivariate analysis were conducted. Results: The proportion of players in subjects under investigation, including consumers of violent video games, was lower than that observed in control subjects. In addition, we did not find any significant difference between the consumption patterns of violent video games in criminal population or in control population. Finally, the estimated relative risk of criminal enactment associated with the use of video games was not significant. With multivariate analysis, taking into account the association of already known criminogenic risk factors, we did not find a significant excess risk associated with the use of violent video games. Discussion: Our results are consistent with the current literature. Until then, many studies suggest that, despite an increase in aggressiveness, violence in video games could be the cause of a reduction in criminality. The concerns about the effects of violent video games on aggressive thought patterns, emotions, and behavior are justified. But until now, no study has been able to show that exposure to violent digital games are associated with an increase in criminality, aggressiveness, or violent behavior. Nevertheless, these paradoxical results are not incompatible. There is indeed a tremendous difference between aggressiveness and hetero-aggressive outburst. It is likely that the answer lies in the complexity of the concept of committing an act. Exposure to violent video games could be one factor, among many others, in a constellation of parameters leading an individual to commit an aggressive act. The research on this hot topic is still inconsistent and thus, psychiatrist may wish to be more careful in their public statements linking violent digital games to harm. Psychiatrists, medical professionals and researchers would risk damaging our credibility by exaggerating video game violence effects. There is indeed a lack of scientific data dealing with the relationship between violent video games and this interaction between the individual's mental state and aggressive outcome. Conclusion: The results of our study are not in favor of the accountability of violent video games on the criminal act. Our conclusion leans to not consider their use as a criminogenic risk factor. The results are discussed in light of current literature. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,9,NA,Annales Médico-Psychologiques,"Fournis, Gaël; Nabhan-Abou, Nidal; Gautier, Ludivine; Orsat, Manuel; Garré, Jean-Bernard; Gohier, Bénédicte"
psycInfo,2015-05464-001,NA,10.1111/jpr.12080,Online monitoring of the social presence effects in a two‐person‐like driving video game using near‐infrared spectroscopy.,"We examined how a friend's presence affects a performer's prefrontal activation in daily‐life activities using two wireless portable near‐infrared spectroscopy (NIRS) devices. Participants played a driving video game either solely in the single group or with a friend in the paired group. The two groups (single and paired) were subdivided according to their game proficiency (low and high). The NIRS data demonstrated a significant interaction of group by proficiency. Low‐proficiency players in the paired group showed lower activation than those in the single group, but high‐proficiency players did not. In the paired group, high‐proficiency players showed higher activation than low‐proficiency players, but not in the single group. These results suggest that NIRS detects social presence effects in everyday situations: decreasing prefrontal activation in low‐proficiency performers due to tension reduction and increasing prefrontal activation in high‐proficiency performers due to increased arousal. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,7,NA,Japanese Psychological Research,"Liu, Tao; Saito, Hirofumi; Oi, Misato"
psycInfo,2017-44823-003,NA,10.1093/iwc/iwv047,Methodology of affective intervention design for intelligent systems.,"This paper concerns how intelligent systems should be designed to make adequate, valuable and natural affective interventions. The article proposes a process for choosing an affective intervention model for an intelligent system. The process consists of 10 activities that allow for step-by-step design of an affective feedback loop and takes into account the following factors: expected and desired emotional states, characteristics of the system and available input channels for emotion recognition. The proposed method is supported with three examples of intelligent systems that have used the process to design or to describe affective intervention. Two of them are case studies of affective video games that were designed with the proposed approach and evaluated against the non-affective versions. Another example described in the article is the affective tutoring system Gerda, which exemplifies a more complex and sophisticated intervention model. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2016,11,NA,Interacting with Computers,"Landowska, Agnieszka; Szwoch, Mariusz; Szwoch, Wioleta"
psycInfo,2016-37421-002,NA,10.1145/2890495,People do not feel guilty about exploiting machines.,"Guilt and envy play an important role in social interaction. Guilt occurs when individuals cause harm to others or break social norms. Envy occurs when individuals compare themselves unfavorably to others and desire to benefit from the others’ advantage. In both cases, these emotions motivate people to act and change the status quo: following guilt, people try to make amends for the perceived transgression, and following envy, people try to harm envied others. In this article, we present two experiments that study participants’ experience of guilt and envy when engaging in social decision making with machines and humans. The results showed that, though experiencing the same level of envy, people felt considerably less guilt with machines than with humans. These effects occurred both with subjective and behavioral measures of guilt and envy, and in three different economic games: public goods, ultimatum, and dictator game. This poses an important challenge for human-computer interaction because, as shown here, it leads people to systematically exploit machines, when compared to humans. We discuss theoretical and practical implications for the design of human-machine interaction systems that hope to achieve the kind of efficiency—cooperation, fairness, reciprocity, etc.—we see in human-human interaction. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2016,NA,NA,ACM Transactions on Computer-Human Interaction,"de Mello, Celso; Marsella, Stacy; Gratch, Jonathan"
psycInfo,2014-52967-001,NA,10.1016/j.clinph.2014.10.011,Reward and punishment hyposensitivity in problem gamblers: A study of event-related potentials using a principal components analysis.,"Objective: To investigate whether the latent neural correlates of incentive processing differ between problem gamblers (PGs) and healthy controls (HCs). Methods: Event-related potential (ERP) data were derived while 16 PGs and 20 HCs played a computer electronic gaming machine (EGM) task. Psychophysiological responses to outcomes commonly encountered during EGM gambling, including Large wins, Small wins, Near-wins, and Losses, were examined using a spatiotemporal principal components analysis (PCA). Subjects also completed questionnaires that assessed their levels of impulsivity, attraction to appetitive stimuli, and avoidance of aversive stimuli. Results: Losses elicited a feedback-related negativity (FRN), whereas wins elicited a feedback-related positivity (FRP) at the same latency and topography. PGs exhibited both attenuated FRN amplitudes following Losses and FRP amplitudes following Wins. Greater P3b amplitudes were found following Wins compared to Losses. FRN amplitudes following Near-wins were significantly reduced compared to Losses for both PGs and HCs. Trends for reduced P3b amplitudes following all outcome types, and for similar P3b amplitudes following Large and Small wins, were found for the PG group. Conclusions: We provide evidence that PGs are hyposensitive to both positive and negative outcomes. Significance: The finding that PGs are hyposensitive to reward and punishment provides valuable insight into the nature of deficit in this disorder, and provides a foundation for future research and clinical interventions. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,7,NA,Clinical Neurophysiology,"Lole, Lisa; Gonsalvez, Craig J.; Barry, Robert J."
psycInfo,2015-36430-009,NA,10.1177/1948550615584198,When bad emotions seem better: Experience changes the automatic evaluation of anger.,"Evaluations of objects change as a function of our experience with them. We suggest that this also applies to the evaluation of emotions. In three studies, we show that the evaluation of anger changes as a function of direct experience with anger. We found that the experience of anger in a context in which it could be beneficial (i.e., an aggressive computer game) led people to perceive anger as more useful (Study 1). Moreover, people came to evaluate anger less negatively after experiencing anger in a context in which it could be beneficial. These changes did not result from the mere experience of anger or from exposure to an aggressive context (Study 2). Rather, the more anger improved their performance, the less negatively participants came to evaluate anger (Study 3). These findings suggest that how bad anger seems may depend on our direct experience with it. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,9,NA,Social Psychological and Personality Science,"Netzer, Liat; Igra, Libby; Anan, Yoav Bar; Tamir, Maya"
psycInfo,2015-09801-009,25358428,10.1111/jsr.12255,Sleep quality is negatively related to video gaming volume in adults.,"Most literature on the relationship between video gaming and sleep disturbances has looked at children and adolescents. There is little research on such a relationship in adult samples. The aim of the current study was to investigate the association of video game volume with sleep quality in adults via face‐to‐face interviews using standardized questionnaires. Adults (n = 844, 56.2% women), aged 18–94 years old, participated in the study. Sleep quality was measured using the Pittsburgh Sleep Quality Index, and gaming volume was assessed by asking the hours of gaming on a regular weekday (Mon–Thurs), Friday and weekend day (Sat–Sun). Adjusting for gender, age, educational level, exercise and perceived stress, results of hierarchical regression analyses indicated that video gaming volume was a significant predictor of sleep quality (β = 0.145), fatigue (β = 0.109), insomnia (β = 0.120), bedtime (β = 0.100) and rise time (β = 0.168). Each additional hour of video gaming per day delayed bedtime by 6.9 min (95% confidence interval 2.0–11.9 min) and rise time by 13.8 min (95% confidence interval 7.8–19.7 min). Attributable risk for having poor sleep quality (Pittsburgh Sleep Quality Index > 5) due to gaming > 1 h day was 30%. When examining the components of the Pittsburgh Sleep Quality Index using multinomial regression analysis (odds ratios with 95% confidence intervals), gaming volume significantly predicted sleep latency, sleep efficiency and use of sleep medication. In general, findings support the conclusion that gaming volume is negatively related to the overall sleep quality of adults, which might be due to underlying mechanisms of screen exposure and arousal. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,4,NA,Journal of Sleep Research,"Exelmans, Liese; Van den Bulck, Jan"
