source,doi,pmid,title,journal,year,type,authors,abstract
anderson2010,10.1016/j.adolescence.2003.10.002,NA,"The effects of violent video game habits on adolescent hostility, aggressive behaviors, and school performance.",Journal of Adolescence,2004,NA,"Gentile, D. A., Lynch, P. L., Linder, J. R., Walsh, D. A.","Video games have become one of the favorite activities of American children. A growing body of research is linking violent video game play to aggressive cognitions, attitudes, and behaviors. The first goal of this study was to document the video games habits of adolescents and the level of parental monitoring of adolescent video game use. The second goal was to examine associations among violent video game exposure, hostility, arguments with teachers, school grades, and physical fights. In addition, path analyses were conducted to test mediational pathways from video game habits to outcomes. Six hundred and seven 8th- and 9th-grade students from four schools participated. Adolescents who expose themselves to greater amounts of video game violence were more hostile, reported getting into arguments with teachers more frequently, were more likely to be involved in physical fights, and performed more poorly in school. Mediational pathways were found such that hostility mediated the relationship between violent video game exposure and outcomes. Results are interpreted within and support the framework of the General Aggression Model."
anderson2010,NA,NA,"Gentile, D. A., Lynch, P. J., & Walsh, D. A. (2001). The effects of violent video game habits on adolescent aggressive attitudes and behaviors. Unpublished manuscript.","Gentile, D. A., Lynch, P. J., & Walsh, D. A. (2001). The effects of violent video game habits on adolescent aggressive attitudes and behaviors. Unpublished manuscript.",2001,NA,"Gentile, D. A., Lynch, P. J., Walsh, D. A.",NA
anderson2010,10.1016/j.jrp.2007.02.005,NA,Violent video games and anger as predictors of aggression.,Journal of Research in Personality,2007,NA,"Giumetti, G. W., Markey, P. M.","Considerable research has demonstrated that playing violent video games can increase aggression. The theoretical framework upon which a good deal of this research has rested is known as the General Aggression Model (GAM; [Anderson, C. A., & Bushman, B. J. (2002). Human aggression. Annual Review of Psychology, 53, 27–51]). The current study tested an assumption of the GAM by examining if the dispositional trait of anger moderated the relation between violent video games and aggression. A total of 167 undergraduate students (79 females, 88 males) first completed a measure of anger and were then randomly assigned to play either a non-violent or violent video game. After the video game play period, participants completed ambiguous story stems in order to assess aggression. Consistent with predictions of the GAM, anger significantly moderated the effect of video game violence on aggression. Specifically, participants who were angry were more affected by violent video games than participants who were not angry."
anderson2010,10.1027/1864-1105.20.3.79,NA,Media violence and youth violence: A 2-year longitudinal study.,Journal of Media Psychology,2008,NA,"Hoph, W. H., Huber, G. L., Weib, R. H.","The frequency of exposure to media violence and eight additional risk factors were path-analyzed in a 2-year longitudinal study. The exposure to media violence (total score) affected students’ later violence (β = .28) and later violent delinquency (β = .30) more strongly than other risk factors. Direct effects were also caused by risk factors assessed at Time 1, which in turn were reinforced by the remaining risk factors on the second or third stratum of analysis. Of particular importance are the findings that (1) playing violent electronic games is the strongest risk factor of violent criminality and (2) both media-stimulated and real experiences of aggressive emotions associated with the motive of revenge are core risk factors of violence in school and violent criminality. The results of our study show that the more frequently children view horror and violence films during childhood and the more frequently they play violent electronic games at the beginning of adolescence the higher will these students’ violence and delinquency be at the age of 14."
anderson2010,NA,NA,Shiin betsu no terebigemu sesshoku niyoru kodomo heno eikyou: Shogakusei wo taisho nishita paneru kenkyu [Effects of violent and prosocial scenes of video games on children: A panel study on elementary school children]. Proceedings of the Fall Conference of Japanese Association of Simulation and Gaming (pp. 30–33).,"Ihori, N., Sakamoto, A., Shibuya, A., & Yukawa, S. (2003). Shiin betsu no terebigemu sesshoku niyoru kodomo heno eikyou: Shogakusei wo taisho nishita paneru kenkyu [Effects of violent and prosocial scenes of video games on children: A panel study on elementary school children]. Proceedings of the Fall Conference of Japanese Association of Simulation and Gaming (pp. 30–33). Tokyo, Japan: Ochanomizu University.",2003,NA,"Ihori, N., Sakamoto, A., Shibuya, A., Yukawa, S. (2003). Shiin betsu no terebigemu sesshoku niyoru kodomo heno eikyou: Shogakusei wo taisho nishita paneru kenkyu [Effects of violent and prosocial scenes of video games on children: A panel study on elementary school children]. Proceedings of the Fall Conference of Japanese Association of Simulation and Gaming",NA
anderson2010,10.1007/BF02110997,NA,"Cognitive tempo, violent video games, and aggressive behavior in young boys.",Journal of Family Violence,1995,NA,"Irwin, A. R., Gross, A. M.","In a factorial design, impulsive and reflective children played video games with aggressive or nonaggressive themes. Interpersonal aggression and aggression toward inanimate objects were assessed in a free-play setting and interpersonal aggression was assessed during a frustrating situation. Results indicated that subjects who played the video game with aggressive content exhibited significantly more object aggression during free-play and more interpersonal aggression during the frustrating situation than youngsters who played nonaggressive video games. Aggressive behavior was unaffected by cognitive tempo."
anderson2010,10.1111/j.1460-2466.2007.00356.x,NA,"The effects of technological advancement and violent content in video games on players’ feelings of presence, involvement, physiological arousal, and aggression.",Journal of Communication,2007,NA,"Ivory, J. D., Kalyaraman, S.","The possible impact of technological advancement on video games’ effects—particularly in the case of violent games—has often been discussed but has not been thoroughly explored by empirical research. The present investigation employed a 2 × 2 between-subjects factorial experiment to examine the interplay of technological advancement and violence by exposing participants (N= 120) to either a newer or older version of a violent or nonviolent game and measuring these factors’ effects on players’ sense of presence, involvement, physiological arousal (measured by skin conductance), self-reported arousal, and affective and cognitive aggression. The results indicate that technological advancement increased participants’ sense of presence, involvement, and physiological and self-reported arousal. Neither advancement nor violence had statistically significant effects on accessibility of players’ aggressive thoughts, but there is some tentative evidence that violent game content increased players’ state hostility. Theoretical and practical implications of findings are discussed, and recommendations are made for future research."
anderson2010,NA,NA,Bouryokuteki bideogemu no kougeki sokushin kouka to sougosayousei [The effects of violent video games and interactivity on aggression]. Proceedings of the 42nd Convention of the Japanese Society of Social Science (pp. 602–603).,"Katori, T. (2001). Bouryokuteki bideogemu no kougeki sokushin kouka to sougosayousei [The effects of violent video games and interactivity on aggression]. Proceedings of the 42nd Convention of the Japanese Society of Social Science (pp. 602–603). Nagoya, Aichi, Japan: Aichi Gakuin University.",2001,NA,"Katori, T. (2001). Bouryokuteki bideogemu no kougeki sokushin kouka to sougosayousei [The effects of violent video games and interactivity on aggression]. Proceedings of the 42nd Convention of the Japanese Society of Social Science",NA
anderson2010,10.1177/0907568298005002005,NA,Seeing the world through Mortal Kombat-colored glasses: Violent video games and the development of a short-term hostile attribution bias.,Childhood,1998,NA,"Kirsh, S. J.","This study investigated the effects of playing violent vs non-violent video games on the interpretation of ambiguous provocation situations. The participants played either a very violent video game or a relatively non-violent video game for several minutes. Children were then read five stories in which a same-sex peer caused a clearly negative event to happen but where the peer's intent was ambiguous. After each story, children were asked a series of questions about the peer's intent, subsequent actions and potential punishment. Responses were coded in terms of amount of negative and violent content. Results indicated that children playing the violent video game responded more negatively on three of the six ambiguous provocation story questions than children playing the non-violent video game. These data suggest that playing violent video games leads to the development of a hostile attribution bias."
anderson2010,10.1002/ab.20191,NA,Violent video game play impacts facial emotion recognition.,Aggressive Behavior,2007,NA,"Kirsh, S. J., Mounts, J. R. W.","This study assessed the speed of recognition of facial emotional expressions (happy and angry) as a function of violent video game play. Color photos of calm facial expressions morphed to either an angry or a happy facial expression. Participants were asked to make a speeded identification of the emotion (happiness or anger) during the morph. Typically, happy faces are identified faster than angry faces (the happy-face advantage). Results indicated that playing a violent video game led to a reduction in the happy face advantage. Implications of these findings are discussed with respect to the current models of aggressive behavior. Aggr. Behav. 33:353–358, 2007. © 2007 Wiley-Liss, Inc."
anderson2010,10.1207/S1532785XMEP0703_1,NA,Violent video games induce an affect processing bias.,Media Psychology,2005,NA,"Kirsh, S. J., Olczak, P. V., Mounts, J. R. W.","This study investigated the effects of violent video game play and trait hostility on attentional bias toward negatively valenced words. Following video game play, participants completed an emotional Stroop task. Results indicated greater Stroop interference for participants high in trait hostility and for participants playing violent video games. Implications of these findings are discussed with respect to current models of aggressive behavior."
anderson2010,10.1037/0012-1649.43.4.1038,NA,I wish I were a warrior: The role of wishful identification in the effects of violent video games on aggression in adolescent boys.,Developmental Psychology,2007,NA,"Konijn, E. A., Nije Bijnank, M., Bushman, B. J.","This study tested the hypothesis that violent video games are especially likely to increase aggression when players identify with violent game characters. Dutch adolescent boys with low education ability (N=112) were randomly assigned to play a realistic or fantasy violent or nonviolent video game. Next, they competed with an ostensible partner on a reaction time task in which the winner could blast the loser with loud noise through headphones (the aggression measure). Participants were told that high noise levels could cause permanent hearing damage. Habitual video game exposure, trait aggressiveness, and sensation seeking were controlled for. As expected, the most aggressive participants were those who played a violent game and wished they were like a violent character in the game. These participants used noise levels loud enough to cause permanent hearing damage to their partners, even though their partners had not provoked them. These results show that identifying with violent video game characters makes players more aggressive. Players were especially likely to identify with violent characters in realistic games and with games they felt immersed in. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
anderson2010,10.1016/j.adolescence.2003.10.006,NA,"Playing violent electronic games, hostile attributional style, and aggression-related norms in German adolescents.",Journal of Adolescence,2004,NA,"Krahé, B., Möller, I.","The relationship was examined between exposure to and preference for violent electronic games and aggressive norms as well as hostile attributional style. Following a pilot study to sample widely used electronic games varying in violent content, 231 eighth-grade adolescents in Germany reported their use of and attraction to violent electronic games. They also completed measures of hostile attributional style and endorsement of aggressive norms. There were significant gender differences in usage and attraction to violent electronic games, with boys scoring higher than girls. Significant relationships were found between attraction to violent electronic games and the acceptance of norms condoning physical aggression. Violent electronic games were linked indirectly to hostile attributional style through aggressive norms. The findings are discussed with respect to North American research on the aggression-enhancing effect of violent electronic games."
anderson2010,10.1002/ab.20021,NA,Media violence exposure in aggressive and control adolescents: Differences in self- and parent-reported exposure to violence on television and in video games.,Aggressive Behavior,2005,NA,"Kronenberger, W. G., Mathews, V. P., Dunn, D. W., Wang, Y., Wood, E. A., Larsen, J. J., . . . Lurito, J. T.","The purpose of present study was to investigate differences in media violence exposure between groups of adolescents with and without Disruptive Behavior Disorders with Aggressive Features, using a case-controlled design and multimethod assessment. Samples of 27 adolescents aged 13-17 with Disruptive Behavior Disorder with Aggressive Features and 27 age-gender-IQ matched controls completed a semistructured interview about exposure to violence on television and video games; parents completed a corresponding questionnaire measure. Moderate intercorrelations were found between most self- and parent-report television and video game violence exposure measures. Compared to control adolescents, adolescents with Disruptive Behavior Disorder with Aggressive Features had higher aggregate media violence exposure, higher exposure to video game violence, and higher parent-reported exposure to television violence. Results show that adolescents and parents agree about the adolescent's level of media violence exposure, that exposure to violence on television tends to be accompanied by exposure to violence in video games, and that the association between media violence exposure and Disruptive Behavior Disorder with Aggressive Features is not due to a spurious effect of gender or IQ. Aggr. Behav. 31:000–000, 2005."
anderson2010,10.1016/j.chb.2008.10.001,NA,An examination of psychoticism and motion capture controls as moderators of the effects of violent video games.,Computers in Human Behavior,2009,NA,"Markey, P. M., Scherer, K.","The current study examined the potential moderating effects of motion capture technology and participants’ own level of psychoticism on their hostility and aggressive thoughts after playing violent video games. A total of 118 participants (68 females, 50 males) first completed a measure of psychoticism and then played either a violent video game or a non-violent video game using either a traditional controller or motion capture controls. Immediately after the video game play period, participants’ current level of hostility and aggressive cognitions were assessed using self-report questionnaires. Results indicated that the use of motion capture controls did not increase the negative effects of violent video games. However, participants with elevated levels of psychoticism were much more affected by violent video games than other participants. Such findings suggest that only some individuals are adversely affected by violent video games and that those who are affected have preexisting dispositions which make them susceptible to such violent media."
anderson2010,NA,NA,Terebigemu no kougekisei ni kansuru kyouikushinrigakuteki kenkyu [Educational psychology of the aggressiveness in the video game].,"Matsuzaki, N., Watanabe, H., & Satou, K. (2004). Terebigemu no kougekisei ni kansuru kyouikushinrigakuteki kenkyu [Educational psychology of the aggressiveness in the video game]. Bulletin of the Faculty of Education, Ehime University, 51(1), 45–52.",2004,NA,"Matsuzaki, N., Watanabe, H., Satou, K.",NA
anderson2010,10.1002/ab.20290,NA,Exposure to violent video games and aggression in German adolescents: A longitudinal analysis.,Aggressive Behavior,2009,NA,"Moller, I., Krahe, B.","The relationship between exposure to violent electronic games and aggressive cognitions and behavior was examined in a longitudinal study. A total of 295 German adolescents completed the measures of violent video game usage, endorsement of aggressive norms, hostile attribution bias, and physical as well as indirect/relational aggression cross-sectionally, and a subsample of N=143 was measured again 30 months later. Cross-sectional results at T1 showed a direct relationship between violent game usage and aggressive norms, and an indirect link to hostile attribution bias through aggressive norms. In combination, exposure to game violence, normative beliefs, and hostile attribution bias predicted physical and indirect/relational aggression. Longitudinal analyses using path analysis showed that violence exposure at T1 predicted physical (but not indirect/relational) aggression 30 months later, whereas aggression at T1 was unrelated to later video game use. Exposure to violent games at T1 influenced physical (but not indirect/relational) aggression at T2 via an increase of aggressive norms and hostile attribution bias. The findings are discussed in relation to social-cognitive explanations of long-term effects of media violence on aggression. Aggr. Behav. 35:75–89, 2009. © 2008 Wiley-Liss, Inc."
anderson2010,NA,NA,Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): Chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceedings of the 40th Convention of the Japanese Society of Social Psychology (pp. 288–289).,"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): Chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceedings of the 40th Convention of the Japanese Society of Social Psychology (pp. 288–289). Tokyo, Japan: Keio University.",1999,NA,"Naito, M., Kobayashi, K., Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): Chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceedings of the 40th Convention of the Japanese Society of Social Psychology",NA
anderson2010,NA,NA,Seishonen yugaikankyo taisaku suishin kenkyu houkokusho [A research report for improving harmful environments on youth].,"National Assembly for Youth Development. (2006). Seishonen yugaikankyo taisaku suishin kenkyu houkokusho [A research report for improving harmful environments on youth]. Tokyo, Japan: Author.",2006,NA,National Assembly for Youth Development.,NA
anderson2010,10.1111/j.1559-1816.2002.tb02751.x,NA,"High versus low aggressive priming during video game training: Effects on violent action during game play, hostility, heart rate, and blood pressure.",Journal of Applied Social Psychology,2002,NA,"Panee, C. D., Ballard, M. E.","Playing violent video games is related to increased negative affect and cardiovascular reactivity. We examined the influence of high and low aggressive priming during video-game training on violence during game play (e.g., shooting, choking), hostility, frustration with game play, blood pressure, and heart rate. Male undergraduates (N= 36) were assigned to a high aggressive or low aggressive video-game priming condition. After training, they played Metal Gear Solid(tm), which allows players to advance by using stealth, violence, or both. Participants in the high aggressive priming condition used significantly more violent action during game play and reported more hostility than those in the low aggressive priming condition. Heart rate was correlated with feelings of hostility. These findings indicate that both aggressive priming and use of game violence influence arousal and negative affect and might increase behavioral aggression."
anderson2010,NA,NA,Trait aggression and style of video game play: The effects of violent video game play on aggressive thoughts. Dissertation Abstracts International: Section A.,"Paradise, A. (2008). Trait aggression and style of video game play: The effects of violent video game play on aggressive thoughts. Dissertation Abstracts International: Section A. Humanities and Social Sciences, 68(7), 2711.",2008,THES,"Paradise, A.","This study examined whether males (N = 66) who play a violent video game (24: The Game) are more likely to form aggressive thoughts than males who play a nonviolent game (Tetris), and furthermore, whether this tendency to form aggressive thoughts is moderated by trait aggression, such that those with high levels of this personality trait would reliably report more aggressive thoughts. Players’ style of video game play (very aggressive versus less aggressive) was considered as well. Results indicated that, as predicted, participants who played the violent video game produced more aggressive thoughts than those who played the nonviolent game; however, contrary to our hypothesis, trait aggression did not moderate this relationship; i.e., the effects on playing the violent video game on aggressive cognitions were not statistically larger (or smaller) for those participants who scored high on the trait aggression index than for those who scored low. Using data obtained by measuring participants’ playing style during while playing 24: The Game, the results reveal that individuals do, indeed, tend to play video games, at least violent video games, in relatively different ways; in fact, the number of inPREVIEW vi game violent acts committed by players varied substantially (from a low of 57 acts to a high of 255 acts). Subsequent analyses indicated that participants’ level of trait aggression did not influence the style of video game play used (more aggressive versus less aggressive). However, results also indicated that a more aggressive playing style did, in fact, predict aggressive thoughts. Drawing on the theories of neo-associationism and GAM, this study offers an innovative approach to gaming research by considering one’s in-game aggressive playing style as well as individual difference variables (i.e. trait aggressiveness) in investigating the aggressive outcomes of violent video game play"
anderson2010,NA,NA,College men’s psychological and physiological responses associated with violent video game play. Dissertation Abstracts International: Section B.,"Powell, C. L. (2008). College men’s psychological and physiological responses associated with violent video game play. Dissertation Abstracts International: Section B. The Sciences and Engineering, 69(4), 2673.",2008,THES,"Powell, C. L.","Research suggests that playing violent video games increases the likelihood of aggression. However, less clear is how individual characteristics influence the mechanisms that lead to aggression. Using Anderson and Bushman’s (2002) General Aggression Model as a framework, the present study examined the independent and joint effects of individual differences and situational factors on affective and physiological reactivity to playing a violent video game. One hundred thirty-three participants completed self-report measures of trait aggression and violent video game exposure. They were randomly assigned to groups instructed to play a video game using either violent or nonviolent strategies while facial electromyography, heart rate, and electrodermal activity were measured. Positive and negative affect was assessed via self-report prior to and following video game play. It was hypothesized that trait aggression and level of past exposure to violent video games would be positively related to increases in physiological arousal and negative affect among participants in a violent, relative to a nonviolent, condition. Hierarchical regression analyses failed to detect a significant relationship between trait aggression and changes in heart rate, facial electromyography, or self-reported affect as a function of game condition. However, significant positive relationships were found between trait aggression and skin conductance, but only in the nonviolent condition. Analyses revealed that past exposure to violent video games was positively related to increased skin conductance among participants in the non-violent, but not the violent video game condition. Past exposure to violent video games was also positively related to increased heart rate, but this was among participants in the violent, but not the non-violent condition. Significant relationships between past exposure to violent video games and changes in facial electromyography and self-reported affect as a function of video game condition were not found. Findings are discussed in terms of how trait aggression and past exposure to violent video games influence arousal, and potentially, the likelihood of aggressive behavior."
anderson2010,NA,NA,Kougekigata terebigemu no shiyou ga joshi daigakusei no bouryokusei ni oyobosu eikyou: Genjitsusei to houshousei no chousei kouka [The effect of violent video game use on violence of female university students: The adjustment effect of reality and reward].The Japanese Psychological Association 65th Annual Meeting (p. 804).,"Sakamoto, A, Kobayashi, S., & Mouri, M. (2001). Kougekigata terebigemu no shiyou ga joshi daigakusei no bouryokusei ni oyobosu eikyou: Genjitsusei to houshousei no chousei kouka [The effect of violent video game use on violence of female university students: The adjustment effect of reality and reward].The Japanese Psychological Association 65th Annual Meeting (p. 804). Tsukuba, Ibaraki, Japan: University of Tsukuba.",2001,NA,"Sakamoto, A, Kobayashi, S., Mouri, M. (2001). Kougekigata terebigemu no shiyou ga joshi daigakusei no bouryokusei ni oyobosu eikyou: Genjitsusei to houshousei no chousei kouka [The effect of violent video game use on violence of female university students: The adjustment effect of reality and reward].The Japanese Psychological Association 65th Annual Meeting",NA
anderson2010,NA,NA,Terebigemu asobi ga ningen no bouryoku koudou ni oyobosu eikyo to sono katei: Joshidaigakusei ni taisuru 2-tsu no shakaishinrigakuteki jikken [The influence of video game play on human violence and its process: Two social psychological experiments of female university students].,"Sakamoto, A., Ozaki, M., Narushima, R., Mori, T., Sakamoto, K., Takahira, M., . . . Izumi, M. (2001). Terebigemu asobi ga ningen no bouryoku koudou ni oyobosu eikyo to sono katei: Joshidaigakusei ni taisuru 2-tsu no shakaishinrigakuteki jikken [The influence of video game play on human violence and its process: Two social psychological experiments of female university students]. Studies in Simulation and Gaming, 11(1), 28–39.",2001,NA,"Sakamoto, A., Ozaki, M., Narushima, R., Mori, T., Sakamoto, K., Takahira, M., . . . Izumi, M.",NA
anderson2010,NA,NA,"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002). Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite [A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression]. Unpublished manuscript.","Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002). Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite [A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression]. Unpublished manuscript.",2002,NA,"Sakamoto, A., Yukawa, S., Shibuya, A., Ihori, N.",NA
anderson2010,10.1111/j.1559-1816.1988.tb00028.x,NA,Effects of playing video games on children’s aggressive and other behaviors.,Journal of Applied Social Psychology,1988,NA,"Schutte, N. S., Malouff, J. M., Post-Gorden, J. C., Rodasta, A. L.","Noting the pervasiveness of videogames in American culture, the authors set out to examine the effects that playing videogames has on children. Thirty-one children were matched on sex, randomly assigned to play either a violent (karate) videogame or a nonviolent (jungle vine swinging) videogame, and then observed during free play. The main results were that the children who had played the jungle swing videogame later played more with a jungle swing toy and that the children who played the violent videogame later showed more aggression. The authors interpreted the findings as an indication that young children who play videogames later tend to act similarly to how their videogame character acted."
anderson2010,10.1111/j.0956-7976.2005.01539.x,NA,Deciding to defect: The effects of video-game violence on cooperative behavior.,"Sheese, B. E., & Graziano, W. G. (2005). Deciding to defect: The effects of video-game violence on cooperative behavior. Psychological Science 16, 354–357.",2005,NA,"Sheese, B. E., Graziano, W. G.","This experiment examined the effect of videogame violence on cooperative decision making. Participants (N = 48) were randomly assigned to play either a violent or a nonviolent version of the video game Doom™ in dyads. Following the video-game task, participants were separated and given an opportunity to choose to cooperate with their partner for mutual gain, withdraw from the interaction, or exploit their partner for their own benefit. Participants in the violent condition were significantly more likely to choose to exploit their partners than participants in the nonviolent condition. These findings suggest that playing violent video games may undermine prosocial motivation and promote exploitive behavior in social interactions."
anderson2010,NA,NA,"Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceedings of the 45th Convention of the Japanese Society of Social Psychology (pp. 248–249).","Shibuya, A., Sakamoto, A., Ihori, N., & Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceedings of the 45th Convention of the Japanese Society of Social Psychology (pp. 248–249). Sapporo, Hokkaido, Japan: Hokusei Gakuin University.",2004,NA,"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceedings of the 45th Convention of the Japanese Society of Social Psychology",NA
anderson2010,NA,NA,Chugakusei no terebigeemu shiyou to kougekisei: Bouryoku byousha shicho no eikyou oyobi ninchitekijukuryosei niyoru chouseikouka no kentou [Does video game use grow aggression. Effects of frequent viewing of violent depictions and moderating role of cognitive reflection on junior high school students].,Journal of Digital Games Research,2009,NA,"Suzuki, K., Sado, M., Horiuchi, Y., Hasegawa, M., Sakamoto, A.",NA
anderson2010,10.1016/j.adolescence.2003.10.004,NA,Exposure to violent video games increases implicit aggressiveness.,Journal of Adolescence,2004,NA,"Uhlmann, E., Swanson, J.","The effects of exposure to violent video games on automatic associations with the self were investigated in a sample of 121 students. Playing the violent video game Doom led participants to associate themselves with aggressive traits and actions on the Implicit Association Test. In addition, self-reported prior exposure to violent video games predicted automatic aggressive self-concept, above and beyond self-reported aggression. Results suggest that playing violent video games can lead to the automatic learning of aggressive self-views."
anderson2010,10.1016/j.appdev.2008.04.010,NA,"Digital game violence and direct aggression in adolescence: A longitudinal study of the roles of sex, age, and parent–child communication.",Journal of Applied Developmental Psychology,2008,NA,"Wallenius, M., Punamaki, R.","This study investigated the roles of sex, age, and parent–child communication in moderating the association between digital game violence and direct aggression in a two-year longitudinal study. Finnish 12- and 15-year-old adolescents (N = 316) participated in the follow-up survey. As hypothesized, digital game violence was linked to direct aggression both longitudinally and synchronously, and the link was moderated by parent–child communication in interaction with sex and age. Results suggest that the moderating role of parent–child communication changes with increasing age. Poor parent–child communication may be one of the factors in an adolescent's development that may strengthen the negative effects of digital game violence, but even good parent–child communication does not necessarily protect the adolescent in the long run. Digital game violence seems to be one of the risk factors of increased aggressive behavior."
anderson2010,10.1207/S1532785XMEP0801_4,NA,Does playing violent video games induce aggression. Empirical evidence of a functional magnetic resonance imaging study.,Media Psychology,2006,NA,"Weber, R., Ritterfeld, U., Mathiak, K.","This study aims to advance the media effects debate concerning violent video games. Meta-analytic reviews reveal a small but noticeable association between playing violent video games and aggressive reactions. However, evidence for causal associations is still rare. In a novel, event-related functional magnetic resonance imaging study, 13 male research participants were observed playing a latest-generation violent video game. Each participant's game play was recorded and content analyzed on a frame-by-frame basis. Onscreen activities were coded as either ""passive/dead, no interactions""; ""active/safe, no imminent danger/no violent interactions""; ""active/potential danger occurs, violent interactions expected""; ""active/under attack, some violent interactions""; and ""active/fighting and killing, many violent interactions."" Previous studies in neuroscience on aggressive thoughts and behaviors suggested that virtual violence would suppress affective areas of the anterior cingulate cortex (ACC) and the amygdala subsequent to activity variations at cognitive areas of the ACC. Comparison of game play activities with and without virtual violence in 11 participants confirmed the hypothesis. The rather large observed effects can be considered as caused by the virtual violence. We discuss the applicability of neuroscience methodology in media effects studies, with a special emphasis on the assumption of virtuality prevalent in video game play."
anderson2010,10.1089/cpb.2006.9942,NA,"Effects of playing violent videogames on Chinese adolescents’ pro-violence attitudes, attitudes toward others, and aggressive behavior.",CyberPsychology & Behavior,2007,NA,"Wei, R.","This study examines the effects of exposure to online videogame violence on Chinese adolescents' attitudes toward violence, empathy, and aggressive behavior. Results of bivariate analyses show that playing violent videogames on the Internet was associated with greater tolerance of violence, a lower emphatic attitude, and more aggressive behavior. Results of hierarchical regression analyses showed sustained relationships between exposure and pro-violent attitudes and empathy when exposure was examined simultaneously with gender, computer use, and Internet use. However, the linkage between exposure and aggression became non-significant, suggesting that the effects of playing violent videogames were greater for attitudinal outcomes than on overt behavior. Gender differences in playing videogames and in effects were also found."
anderson2010,10.1111/j.2044-8309.1998.tb01177.x,NA,Video game playing and its relations with aggressive and prosocial behavior.,British Journal of Social Psychology,1998,NA,"Wiegman, O., van Schie, E. G. M.","In this study of 278 children from the seventh and eighth grade of five elementary schools in Enschede, The Netherlands, the relationship between the amount of time children spent on playing video games and aggressive as well as prosocial behaviour was investigated. In addition, the relationship between the preference for aggressive video games and aggressive and prosocial behaviour was studied. No significant relationship was found between video game use in general and aggressive behaviour, but a significant negative relationship with prosocial behaviour was supported. However, separate analyses for boys and girls did not reveal this relationship. More consistent results were found for the preference for aggressive video games: children, especially boys, who preferred aggressive video games were more aggressive and showed less prosocial behaviour than those with a low preference for these games. Further analyses showed that children who preferred playing aggressive video games tended to be less intelligent."
anderson2010,NA,NA,"Seishonen to terebi, gemu tou ni kakawaru bouryokusei ni kansuru chosa houkokusho [A survey research report on TV and video game violence and youth].","Youth Affairs Administration of Management and Coordination Agency. (1999). Seishonen to terebi, gemu tou ni kakawaru bouryokusei ni kansuru chosa houkokusho [A survey research report on TV and video game violence and youth]. Tokyo, Japan: Author.",1999,NA,Youth Affairs Administration of Management and Coordination Agency.,NA
anderson2010,NA,NA,Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: Chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youths: A longitudinal study of junior high school and high school students]. Proceedings of the 42nd Convention of the Japanese Society of Social Psychology (pp. 502–503).,"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: Chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youths: A longitudinal study of junior high school and high school students]. Proceedings of the 42nd Convention of the Japanese Society of Social Psychology (pp. 502–503). Nagoya, Aichi, Japan: Aichi Gakuin University.",2001,NA,"Yukawa, S., Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: Chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youths: A longitudinal study of junior high school and high school students]. Proceedings of the 42nd Convention of the Japanese Society of Social Psychology",NA
