source,psyid,pmid,doi,title,abstract,year,month,day,journal,authors
psycInfo,2014-02199-002,NA,NA,Current research in sports officiating and decision-making.,"Officials hold a particular position in the sport settings. Often judged, sometimes criticized, rarely forgotten, referees, judges or umpires are regularly in the heart of stormy debates and provide generous inspiration of sports media. The emergence of scientific studies underlines the complexity of officiating sports. Far from usual fantasies, this chapter takes a fresh look at the reality of officials and tackles a fundamental question exceeding the frame of the sport field: decision making. If the incorrect decision, real or felt, can happen, it is always the result of a complex process involving people and systems. In this chapter, we first review the theories helping to understand how sports officials judge and decide various sport situations. We present different approaches, from nonnative to naturalistic models, which can help to understand the different challenges faced by officials. After this theoretical review, we address different factors influencing sports officials' decision making in an innovative way. Thus, the decision making of judges, referees and umpires is discussed according to three levels of analysis. First, we consider the sports official facing himself. In this part, we aim to understand that sports officials are not the cold and insensible people that we sometimes have in mind. The judgment and the decision will be influenced especially by emotions, stereotypes, experience and physical performance. Secondly, we consider the sports official within his/her environment, where we aim to understand that judging and deciding does not mean only applying the mles as a robot. Social interaction and communication, crowds, sport and financial stakes may affect the judgment of sport officials. How do officials integrate these factors into their game management? Thirdly, we consider sport officials within the evolution of sport, where we question the technical and the educative dimensions. Will video be the future official? Can officiating have an educational value? Going beyond a mere psychological perspective, this chapter will show that a multidisciplinary approach allows a better comprehension of decision making of sports officials. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,NA,NA,NA,"Dosseville, Fabrice; Laborde, Sylvain; Garncarzyk, Catherine"
psycInfo,2015-46923-000,NA,10.1093/oxfordhb/9780199826162.001.0001,The Oxford handbook of virtuality.,"Virtuality has a pedigree that predates the computer age and modern virtual worlds, a pedigree that can be traced back to classical mythology and beyond. Equally, the concept of virtuality is not the province of one field of study alone but is the foundation and driving force of many, both theoretical and applied. Our conceptualizations and applications of virtuality are multiple, as contributors demonstrate across the nine sections of this book that move from philosophy to technologies and applications before returning to philosophy again for a discussion of the Utopias and dystopias of virtuality. The almost 50 essays contained within range freely across subjects that include the potential of virtuality, ethics, virtuality and self, presence and immersion, virtual emotions, image, sound and literature, computer games, AI and A-life, augmented reality and real virtuality, law and economics, medical and military applications, religion, and cybersex. Throughout, contributors discuss differences between virtuality, reality, and actuality in debates filtered through the lenses of the disciplines represented here, and they speculate on future directions. It is not at all clear that there are differences; if such distinctions are to be found, the boundaries between virtuality, reality, and actuality continually shift as ideas, modes of organization, and behaviors constantly flow from one to the other regardless of direction. The Handbook presents no unified definition of virtuality to comfort the reader, rather a multiplicity of questions and approaches underpinned by provocative statements that should further fuel the debates surrounding our notions of virtuality. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,NA,NA,NA,"Grimshaw, Mark"
psycInfo,2015-46439-000,NA,NA,"Media violence and children: A complete guide for parents and professionals., 2nd ed.","Stripping away the hype, this book describes how, when, and why media violence can influence children of different ages, giving parents and teachers the power to maximize the media's benefits and minimize its harm. There are many opinions about media violence and children, but not all are supported by science. In this book, the top experts gather the latest results from 50 years of scientific study as the basis for a comprehensive, in-depth examination of the complex issues surrounding the effects of media violence of different types. Each chapter focuses on a particular issue of concern, including 'hot' topics such as brain development, cyber-bullying, video games, and verbal aggression. Articles take into account factors such as economics, differences based on the ages of children, and differences between types of media violence. This book provides the information parents and those who work with families need to make the best choices. It includes chapters specifically relevant to the types of bullying schools have the most trouble identifying and controlling. Most importantly, the writing is both intelligent and accessible so that parents, educators, pediatricians, and policymakers can understand and apply the findings presented. Features of the volume are as follows: Includes the newest research on topics of particular concern today, including cyber-bullying, video games, song lyrics, and brain development; Covers all major media, including television, movies, music, video games, and the Internet; Describes the psychological processes through which media violence influences attitudes, emotions, and behaviors; Provides the context necessary to understand why media violence does not affect everyone the same way; and Discusses how media violence intersects with public policy, identifies the problems with the existing rating systems, and suggests strategies to improve the situation and foster children's healthy development. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,NA,NA,NA,"Gentile, Douglas A."
psycInfo,2015-46439-011,NA,NA,Cognitive neuroscience approaches to the study of media violence effects.,"Although the literature on the psychophysiology of media violence remains quite small, recent work paints something of a mixed picture in terms of potentially beneficial and harmful effects of exposure. Recent ERP and fMRI evidence suggests that both acute and repeated exposure to violent video games is associated with decreases in activation of neural circuits underlying some forms of cognitive, affective, and behavioral control, which can negatively influence the ability to regulate aggressive thoughts and behaviors. In other words, the brain’s capacity for responding appropriately to violence-related stimuli may be compromised by media violence exposure, leading to inappropriate (i.e., apathetic) or detrimental (i.e., hostile) behavior when confronted with violence in the real world, or with situations that require inhibition of aggressive impulses. Desensitization reduces healthy, empathetic responses to violent stimuli, which has implications for ensuring the well-being of others in a number of contexts, including those that do not involve violence. Decreased neural control over thoughts and behavior increases the likelihood of rash, aggressive actions, especially in response to provocation. This pathway from brain to behavior, revealed by neuroimaging methods, identifies how media violence exerts its effects on aggressive thoughts, feelings, and behaviors. Future work should be directed at not only continuing to document such effects and their limitations but also to characterizing how these effects may have a long-term impact on brain structure and function. Combining multiple neuroimaging paradigms with behavioral and psychological investigations will help us better understand the mechanisms by which playing violent video games influences neurocognitive processes underlying desensitization and inhibitory control, as well as the implications of such effects for regulating social behaviors, such as aggression. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,NA,NA,NA,"Bartholow, Bruce D.; Hummer, Tom A."
psycInfo,2012-18166-019,NA,10.1007/978-1-4614-3546-4_19,Assessment of student's emotions in game-based learning.,"The goal of this chapter is to present an up-to-date review of emotion assessment methods in computer-based systems and recent research on how these methods have been used in games. The primary focus of this chapter is on emotion assessment in educational games. However, since research on affective educational games is quite limited to date, the authors discuss emotion assessment methods employed in entertainment games as well, and the transferability of these methods to an educational context. The authors describe three emotion-recognition approaches used in affective computing, including detailed descriptions of various emotion assessment methods used within each approach, their strengths, and their limitations. Next, they discuss recent empirical research on emotions assessment in entertainment and educational games, followed by a summary and a discussion addressing challenges in assessing emotions and development of user affect recognition computer-based systems. Finally, the authors conclude with suggestions for future research on assessment of emotions in educational games. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,NA,NA,NA,"Novak, Elena; Johnson, Tristan E."
psycInfo,2013-19160-005,NA,NA,Little boy lost.,"After what I thought was a very successful two-year treatment of a nine-year-old boy I will call Jack, his single mother said she could not afford to continue and abruptly ended the therapy. Jack himself wanted more. A year later, I learned from the newspaper that another boy in a video game parlor had murdered him. Recently, I passed the building where he lived and felt a deep sadness. I hope to convey the various ways I have dealt with my grief for this child and the consequence of having failed to mourn him adequately for the two decades since his death. In the process of writing this paper and beginning to mourn more fully the loss of Jack and its connection to other losses, I began to reflect on the various defenses against awareness of the finality of death. I believe that this is what I can add to our psychoanalytic understanding of mourning. At least, it is what I have learned in the process of thinking about the issues raised by my patient's death and the inhibition of my own functioning as a reaction to that loss. Authentic mourning can occur when the mind is not preoccupied with defensive thoughts. Then it can proceed at a tolerable pace, without devastating the mourner with overwhelming grief that could interfere with functioning. Rather than viewing mourning as a process of moving through the defined stages of denial, rage, sadness, and acceptance, all of these emotions are experienced in doses, separated by periods of functioning in the world. When any of these emotions are too intense or last too long, they exhaust the mourner and give way to another emotion. How do these defenses work? In the following sections, I will examine each of these defenses and how they illuminate our understanding of the ways we protect ourselves from confronting death. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2013,NA,NA,NA,"Richards, Arlene Kramer"
psycInfo,2013-37325-004,NA,NA,Feeling and meaning in the social ecology of learning: Lessons from play and games.,"A more integrated conceptualization of processes of feeling and meaning-making is needed if we are to understand their joint role in learning. In settings where the consequences of each successive action are amplified by the responses of social partners or computer programs, longer-term trajectories of learning become more unpredictable and the role of feeling, affect, and emotion in co-determining them becomes more evident. From computer games to play and learning in an informal after-school program, a more integrated view of feeling and meaning offers both better opportunities for understanding and greater challenges for researchers. Feelings need to be reconceived as more active, interactive, distributed, situated, culture- and event specific, and functioning on and across multiple time scales, just as we have similarly re-conceptualized meaning-making processes in recent years. Learning can no longer be defined as progress relative to fixed criteria when goals are not externally determined and activity trajectories are relatively unpredictable; such naturalistic learning needs to be identified retrospectively from actual outcomes and assessed by cultural value judgments. I offer both a more unified theoretical model of meaning-and-feeling and accounts of research settings in which unpredictable learning is always occurring, but is also always subordinate to play, playfulness, and having fun. In these feeling rich, free-choice settings, so unlike the afflictively constrained, over-controlled conditions of classrooms and occasions of formal learning, we discover challenging opportunities to study the ways in which the minute-to-minute and month-to month integration of social-affective feelings and semiotic meaning-making both do and do not cumulate into what we may retrospectively decide to call learning for the individual and for the group. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2013,NA,NA,NA,"Lemke, Jay"
psycInfo,2013-34445-011,NA,NA,Sleep hygiene and environment: Role of technology.,"Technological devices have become more affordable, multifunctional, and portable over recent years. Not only have the number of devices increased in families' households, but also increasingly more evidence documents that children and adolescents keep these devices in their bedrooms. On a related note, the percentage of youth who use technology before bed is remarkably high, and emerging evidence shows technology is now being used during the night. This chapter reviews the effects of various technological devices (TVs, computers/internet, video games, cell phones, music players) on the sleep of children and adolescents. Possible mechanisms explaining these effects (including displacing bedtime, arousal, light and electromagnetic transmission, and nighttime sleep disruption) : are discussed, as well as potential modifying factors of age, gender, socioeconomic status, and parental involvement. Directions for future research and recommendations for families and health professionals are provided in order to continue to improve the sleep hygiene of our youth. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2013,NA,NA,NA,"Gradisar, Michael; Short, Michelle A."
psycInfo,2013-00995-000,NA,NA,The Oxford handbook of media psychology.,"It is indisputable that media is by far the most common means by which human beings spend our free time in the modern world. However, the ubiquity of media in our lives brings with it advantages and disadvantages along with uncertainty: will increased dependence on media impair our social functioning, enhance it, or both? The Oxford Handbook of Media Psychology explores myriad facets of human behavior, thoughts, and feelings experienced in the context of media use and creation. Divided into six sections, chapters in this volume trace the history of media psychology; address content areas for media research, including children's media use, media violence and desensitization, sexual content, video game violence, and portrayals of race and gender; and cover psychological and physical effects of media such as serious games, games for health, technology addictions, and video games and attention. A section on meta-issues in media psychology brings together transportation theory, media psychophysiology, social influence in virtual worlds, and learning through persuasion. Other topics include the politics of media psychology, a lively debate about the future of media psychology methods, and the challenges and opportunities present in this interdisciplinary field. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2013,NA,NA,NA,"Dill, Karen E."
psycInfo,2013-00995-023,NA,NA,Video games and attention.,"The widespread consumption of video games has led social commentators and scientists to question the effects of this medium on the human experience. Within the social and cognitive sciences, investigators have devoted considerable energy to characterizing the effects of video game experience on cognitive and social information processing and behavior (Anderson et al., 2010; Green, Li, & Bavelier, 2010). This chapter considers the emerging literature demonstrating a relationship between video game experience and clinical attention deficits, and provides an integrative review of the literature related to the association between video game experience and attention within three domains (visuospatial processing, executive function, and emotion). This literature reveals that video game experience can both enhance and disrupt various aspects of attention related to these aspects of mental life. Building on existing evidence, future research should seek to identify the boundary conditions under which effects of video game experience are observed and determine the effects of this medium on attention in natural settings. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2013,NA,NA,NA,"West, Robert; Bailey, Kira"
psycInfo,2013-00699-007,NA,NA,A machine consciousness approach to the design of human-like bots.,"This chapter introduces Machine Consciousness as a new research field applied to the development of human-like behaviour of non-player characters (NPCs) in video games. Key aspects, advantages, and challenges of this young research area are discussed using the cognitive architecture CERA-CRANIUM as an illustrative example of an autonomous control system inspired by cognitive theories of human consciousness. Additionally, other cognitive architectures used in video games are also analyzed. The bot codenamed CC-Bot2, winner of the 2K BotPrize 2010 competition and based on the CERA-CRANIUM cognitive architecture, is also described in this chapter Specifically, the particular way in which CC-Bot2 processes the sensory-motor information and generates sequences of adaptive human-like actions is discussed. We also analyze the main differences between CC-Bot2 and other bots, focusing on the key features that allowed CC-Bot2 to win first place in the competition. Finally, we conclude by describing the main lines of work for future CC-Bot implementations and pointing out major conclusions about the application of Machine Consciousness to the design of believable bots. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,NA,NA,NA,"Arrabales, Raúl; Muñoz, Jorge; Ledezma, Agapito; Gutierrez, German; Sanchis, Araceli"
psycInfo,2015-02203-016,NA,10.4018/978-1-4666-0029-4.ch016,Bio-affective computer interface for game interaction.,"Affective bio-feedback can be an important instrument to enhance the game experience. Several studies have provided evidence of the usefulness of physiological signals for affective gaming; however, due to the limited knowledge about the distinctive autonomic signatures for every emotion, the pattern matching models employed are limited in the number of emotions they are able to classify. This paper presents a bio-affective gaming interface (BAGI) that can be used to customize a game experience according to the player’s emotional response. Its architecture offers important characteristics for gaming that are important because they make possible the reusability of previous findings and the inclusion of new models to the system. In order to prove the effectiveness of BAGI, two different types of neural networks have been trained to recognize emotions. They were incorporated into the system to customize, in real-time, the computer wallpaper according to the emotion experienced by the user. Best results were obtained with a probabilistic neural network with accuracy results of 84.46% on the training data and 78.38% on the validation for new independent data sets. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2012,NA,NA,NA,"Arroyo-Palacios, Jorge; Romano, Daniela M."
psycInfo,2012-08925-018,NA,NA,Evolutionary perspectives on sport and competition.,"Sports are ubiquitous in human cultures and are valued as a form of physical competition (Chick and Loy 2001; Llaurens et al. 2009a). At the same time, watching sport is a pastime that captivates viewers across the world, with major sporting events such as the FIFA World Cup or Olympic Games attracting audiences of hundreds of millions, both as live spectators, and as television, Internet, and radio viewers or listeners. The worldwide appeal of sports such as football has led economists and psychologists to devote an increasing body of research to this global phenomenon (Kocher and Sutter 2010). Recently, there has also been a dramatic increase in research examining sport from an evolutionary perspective. This chapter describes research into evolutionary aspects of human behavior in sports, illustrating how evolutionary insights have been applied and have enriched our understanding of human sports and competition, and points to promising ideas for further study. We focus on four issues that have received recent attention. First, we describe the relationship between testosterone levels and sporting outcomes and how they play an important role in the phenomenon of home advantage. Second, we explore the issue of home advantage and its psychological and hormonal mediators in more detail. Third, we elucidate possible explanations for why left-handedness may be advantageous in physical combats in westernized but also traditional societies. Finally, we describe and assess influences of color on human and animal agonistic behavior. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,NA,NA,NA,"Wiedemann, Diana; Barton, Robert A.; Hill, Russell A."
psycInfo,2013-00699-000,NA,10.1007/978-3-642-32323-2,Believable bots: Can computers play like people?,"We share our modern world with bots—chatbots to converse with, roombots to clean our houses, spambots to fill our e-mail inboxes, and medibots to assist our surgeons. This book is about computer game bots, virtual companions who accompany us in virtual worlds or sharpen our fighting skills. These bots must be believable, that is human players should believe they arc interacting with entities operating at a human level—bots are more fun if they behave like we do. This book shows how to create believable bots that play computer games, and it discusses the implications of making them appear human. The chapters in this book present the stale of the art in research on and development of game bots, and they also look beyond the design aspects to address deep questions: Is a bot that plays like a person intelligent? Does it have emotions? Is it conscious? The topic is inherently interdisciplinary, and the work draws from research and practice in many fields, such as design, creativity, entertainment, and graphics; learning, psychology, and sociology; artificial intelligence, embodiment, agents, machine learning, robotics, human-computer interaction, and artificial life; cognition and neuroscience; and evolutionary computing. The contributing authors are among the leading researchers and developers in this field, and most of the examples and case studies involve analysis of commercial products. The book will be of value lo graduate students and academic researchers in artificial intelligence, and to engineers charged with the design of entertaining games. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,NA,NA,NA,"Hingston, Philip"
psycInfo,2013-06424-007,NA,NA,Prominent deck B phenomenon: Are decision-makers sensitive to long-term outcome in the Iowa gambling task?,"Background: Damasio and Bechara et al. suggested somatic marker hypothesis (SMH) that under uncertainty, the intact emotion system can facilitate the rational decision in the long run. Most healthy decision-makers have the foresighted choice pattem. Namely, healthy subjects prefer advantageous decks to disadvantageous decks after the second block (about trials 21-40) in the Iowa Gambling Task (IGT) (Damasio, 1994; Bechara et al., 1999). Conversely, the patients with ventromedial prefrontal lesions possess the myopic decision pattern. However, an increasing number of studies have identified the prominent deck B (PDB) phenomenon, indicating that normal decision-makers have myopic choice behavior in the IGT. Normal subjects have difficulty avoiding disadvantageous deck B, even when near game end. Nevertheless, most IGT-related studies, including those of the Iowa group, subtracted bad decks from good decks (the two-category format) when presenting experimental data. Consequently, the incidence of the PDB phenomenon was not accurately assessed. Here we provided an empirical study which contains a complex and simple version of IGT to illustrate the PDB phenomenon. Methods: Two computer versions of IGT (concurrent (cIGT) vs. net-value (nIGT) are utilized to determine whether healthy decision-makers start shifting their preference from bad decks to good decks after the second block (about trials 21-40). In total, 48 gender-balanced subjects participated in this experiment. Each subject played only the cIGT or the nIGT. In total, 300 trials for each IGT version were utilized to identify the extended preferences of subjects. Results: A few studies presented data acquired using the four-deck format, providing clear experimental results for each deck that verify that the PDB phenomenon exists. Additionally, empirical results obtained by this study indicate that the two-category format identified a turning point for preferences during the second block (about trials 21-40) in both IGT versions. However, the PDB phenomenon existed in most stages of both IGT versions; namely, most healthy decision-makers avoided bad deck A, and had difficultly avoiding bad deck B. Conclusions: The present research indicates that the PDB phenomenon probably exists in most IGT related studies. Different presentation methods (two categories vs. four decks) can result in entirely different explanations of IGT decision behavior. Empirical data demonstrate that in both IGT versions, the PDB phenomenon existed, (Lin et al., 2007), which is counter to the basic IGT assumption that decks are chosen based on long-term outcome, even under an extended number of trials. This empirical finding indicates that players have a myopic view of long-term outcome in the IGT. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,NA,NA,NA,"Chiu, Yao-Chu; Lin, Ching-Hung; Huang, Jong-Tsun"
psycInfo,2013-00699-003,NA,NA,Actor bots.,"In many recent computer games there has been an increased use of Non-Player Characters as quest givers, tradesmen, members of the general public and as quest companions for the players. All these roles call for intelligent bots that can give the player an engaging experience by adjusting and adapting to the players' style of play. They need to behave as actors in a virtual improvisational theatre. They need to perform in a manner that the player finds believable and engaging so that the player becomes sufficiently immersed in the interactive drama and keeps coming back for more. The bot's intelligence needs to be both robust to respond to player actions and sufficiently complex to handle character traits, emotions and complex decision making that resembles that of a human player. A balance needs to be maintained between the bots' believability and their entertainment value for the player, as these two goals may be at odds in some situations. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,NA,NA,NA,"Arinbjarnar, Maria; Kudenko, Daniel"
psycInfo,2014-27318-016,NA,10.4018/978-1-61692-892-6.ch016,Affective games: How iOpiates elicit an emotional fix.,"Video-games, like movies, music and storybooks are emotional artifacts. We buy media to alter our affective state. Through consumption they impact our physiology and thus alter our affective world. In this chapter the authors review the ways in which playing games can elicit emotion. This chapter will discuss the increased power of video-game technology to elicit affect, and show how the mash-up of traditional and interactive techniques have delivered a richness of emotion that competes with film and television. They then conclude by looking forward to a time when video-games become the dominant medium, and the preferred choice when seeking that emotional fix. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2011,NA,NA,NA,"Sykes, Jonathan"
psycInfo,2013-01017-066,NA,NA,"The influence of video games on social, cognitive, and affective information processing.","This chapter first reviews literature examining the effects of video games from the perspective of social, cognitive, affective, and education science. It also considers how knowledge from social and cognitive neuroscience may serve to enhance our understanding of the effects of video game experience. The literature reveals some paradoxical effects wherein experience with the same types of games can lead to an increase in aggression, a decrease in cognitive control, and an increase in visuospatial abilities.A consideration of the behavioral, neuroanatomical, and physiological bases of the effects of video games leads to the suggestion that exposure to these media is associated with plasticity within neural networks supporting high level vision, emotion processing, cognitive control, and social decision making. Future investigations focusing on within and between domain comparisons using behavioral and neuromonitoring techniques are likely to provide greater insight into neural basis of the effects of video games. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2011,NA,NA,NA,"Bailey, Kira; West, Robert; Anderson, Craig A."
psycInfo,2012-01778-000,NA,NA,Glued to games: How video games draw us in and hold us spellbound.,"Video games have come a long way, from Atari's pinging, monochromatic Pong to the garish mayhem of Grand Theft Auto and the stylish sophistication of The Beatles: Rock Band. And it's no longer just teenagers that are hooked—audiences both young and old can't seem to get enough. But while 'video-game addict' has become a common term, are these games really physically and psychologically addictive? With video game sales in the billions and anxious concerns about their long-term effects growing louder, Glued to Games: How Video Games Draw Us In and Hold Us Spellbound brings something new to the discussion. It is the first truly balanced research-based analysis on the games and gamers, addressing both the positive and negative aspects of habitual playing by drawing on significant recent studies and established motivational theory. Filled with examples from popular games and the real experiences of gamers themselves, Glued to Games gets to the heart of gaming's powerful psychological and emotional allure—the benefits as well as the dangers. It gives everyone from researchers to parents to gamers themselves a clearer understanding of the psychology of gaming, while offering prescriptions for healthier, more enjoyable games and gaming experiences. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2011,NA,NA,NA,"Rigby, Scott; Ryan, Richard M."
psycInfo,2015-10542-004,NA,10.4018/978-1-61520-845-6.ch004,"The good, the bad, and the player: The challenges to moral engagement in single-player avatar-based video games.","In this chapter, the authors create a theoretical model to analyze the challenges inherent in the implementation of moral choices in single-player avatar-based video game. Based on previous research in moral psychology and game studies, the authors investigate the relationship between the player’s moral emotions and the events she causes to happen in the fictional world of a video game. The authors find that there are two factors that govern the identification with the moral content of the game’s fiction: the implementation of moral agency into the game, of which they identify two basic scenarios (fixed justice and accumulation of deeds), and the style of gameplay the player chooses to follow. The authors give numerous examples from interviews, on-line discussions and gaming press of instances when players feel moral emotions about im(moral) actions they have taken in a video game. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2010,NA,NA,NA,"Švelch, Jaroslav"
psycInfo,2010-00980-016,NA,NA,Do video games lead to violence?,"Gentile and Anderson believe the research has made it clear that playing violent videogames leads to violent behavior. These researchers claim that several things happen when a child is playing violent games: an increase in physiological arousal, aggressive cognitions and emotions, aggressive behaviors, and decreased pro-social behaviors. These researchers also take on some of the more popular criticisms facing video game research, such as the claim that violent video games only affect those who are already abnormally aggressive. Gentile and Anderson argue that this criticism is not valid because no group has ever been discovered to be totally immune from the effects of violent video games. Olson asserts that there is not a causal connection between violent video games and violent behavior. In the second article, she summarizes several of her relevant research studies, including multiple qualitative and quantitative projects, a survey of over 1,000 middle school-aged children, and in-depth conversations with 42 youths in focus groups. While she allows that some individuals may have bad experiences with video games, she reports that playing such games, even violent ones, is a normal part of adolescent development. Indeed, they may even have pro-social and relationship-building consequences (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2010,NA,NA,NA,"Gentile, Douglas A.; Anderson, Craig A.; Olson, Cheryl K."
psycInfo,2010-12634-009,NA,NA,"Technology, art therapy, and psychodynamic theory: Computer animation with an adolescent in foster care.","This chapter addresses the integration of digital technologies with art therapy and psychodynamic practice. A case study that focuses on an adolescent male in foster care demonstrates how video game playing may be used to promote the developmental task of mastering emotions, and how the electronic screen may function as a therapeutic mirror. Three-dimensional (3-D) computer animation is shown to be a compelling artistic medium with the potential to engage adolescents during treatment. The creation of a video game scenario is discussed in relation to established art therapy methods using projection and metaphor. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2010,NA,NA,NA,"Austin, Brian"
psycInfo,2010-10004-017,NA,NA,"Harm, suicide and homicide in cyberspace: Assessing causality and control.","As with every new medium, from the production of print cartoons to computer games, the Internet is frequently seen as causal of harm. News about the Net features regularly in the mainstream media of newspapers and television, very often negatively associated with crime and harm. Such concerns evolved as the Internet spread. Once commercialised in the early 1990s, fears about its potential for crime, deviance and harm grew as rapidly as the new cyber-communications systems themselves. Alongside such fears, calls for censorship, control and monitoring led to a whole range of interventions by states, police, service providers, business, lobby groups and vigilantes. This chapter considers whether such calls for control should take precedence over the freedom of expression that has characterised the 'consensual hallucination' of cyberspace since its creation. This chapter will consider whether any lethal potential of cyberspace should take precedence over the importance of freedom of expression for truth, democracy and individual autonomy. The focus therefore is evidence of suicide and homicide where media accounts clearly attribute blame on cyberspace for extreme, actual identifiable harm and whether such cases justify the censorship of communications' freedom. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2010,NA,NA,NA,"Wykes, Maggie"
psycInfo,2015-02280-019,NA,10.4018/978-1-60960-567-4.ch019,Meaningful video games: Drama-based video games as transformational experience.,"The development of more meaningful video games is becoming increasingly possible by recent advances in video game technologies, neurosciences, and biofeedback. In the near future, meaningful video games will be designed to facilitate personal-psychological transformation. Unlike 'serious games' that focus on education and 'conditioning' the mind, meaningful games will cultivate emotional intelligence, somatic awareness, and archetypal integration in order to 'un-condition' the mind and thereby facilitate psychologically meaningful personal transformations. Meaningful game research will access the dynamics of psychological transformation in order to enhance archetypal awareness, intuition, and insight on the part of players. Within the genre of meaningful video games, Drama-Based Games (DBG) add an unprecedented dimension for psychological engagement and decision-making. Because they extend psychological player immersion to the dimension of 'physical' interactivity, (DBG) incorporate the full range of psychological functions defined by Carl Jung. Because psychological experiences are correlated with physiological processes, DBG may be used as research instruments for quantifying diverse biometric-psychological interactions that occur during game play. Advances in electronics now enable the real-time and non-intrusive capturing of physiological data such as brain waves (e.g., electroencephalography), heart-rate variability, skin response, and facial expression. This data can provide an objective basis for measuring dimensions of the cognitive unconscious in test subjects as they respond to game experiences. The ultimate goal of research is to provide veridical data relative to the psychological parameters of an increasingly mediated global environment—a Psychecology—and to study the ensuing world-view. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2011,NA,NA,NA,"Schafer, Stephen Brock; Yu, Gino"
psycInfo,2015-02280-014,NA,10.4018/978-1-60960-567-4.ch014,Emotional journeys in game design teams.,"There is little research into the emotional dimension of creative industry personnel, such as computer game designers, and how emotions relate to their creative practices and work-related events. Such socioemotional work is the focus of this chapter. There is a practice-centered relevance to this topic too – it is reported that there exists a poor quality of life in many global game studios. Given our deficient knowledge of emotions in computer game development, and the practical resonance of this topic, our key research question is: What emotions, creative practices and work-related events characterize emotional journeys in computer game design teams, and how do these characteristics inter-relate? To explore and answer this research question, we draw on an in-depth field study of a computer games studio in Singapore. The chapter offers a theory of emotion-mediated improvisation as a coping model for the tumultuous emotional journeys that game developers endure. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2011,NA,NA,NA,"Stacey, Patrick; Nandhakumar, Joe"
psycInfo,2015-28024-012,NA,NA,Media effects on antisocial behavior in children and adolescents.,"There is mounting evidence on the effects of media on antisocial and aggressive behaviour. This chapter reviews current research on. the topic, which has focused on how media violence effects on arousal, affect, cognition and behaviour. Most evidence comes from television and video games research and the differential effects of these two types of media on the individual are examined. Additional evidence from studies on the Internet effects and music and lyrics is also provided. The main short and long-term effects of media violence are also discussed, suggesting different explanatory models. Another important distinction examined relates to the types of violence displayed on the media. Most of the effects of media violence relate to the development, over-learning and reinforcement of aggression-related knowledge structures, including hostile attribution bias, aggressive actions against others, expectations of violence, positive attitudes towards violence, the belief that violence is acceptable and appropriate to solve problems, and desensitization. Although aggressive and antisocial behavior is affected by media violence, there is also evidence that a raw amount of media use, regardless of its violent content, has an impact on behavior. The social perspective of the individual mediates the relation between raw media use and behavior. This is explained in terms of the lack of role-taking opportunities that media provide, compared to other sources of socialization. The inability to adopt another's perspective and the lack of opportunities for cognitive de-centering and the reduction of egocentric bias limit the adolescent's capacity to calculate the consequences of own behavior. It also limits his/her understanding of the needs, feelings, desires, purposes, and worries of other people. Individuals in this situation would be unable to grasp the most direct consequences of their behavior and, consequently, would be more likely to engage in antisocial conducts. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2010,NA,NA,NA,"Espinosa, Pablo; Clemente, Miguel"
psycInfo,2009-08406-018,NA,NA,Empathy toward strangers triggers oxytocin release and subsequent generosity.,"Empathy is related to a variety of prosocial behaviors, but the brain mechanisms producing the experience of empathy have not been fully characterized. This study investigated whether the experience of empathy raises oxytocin levels and affects subsequent generosity toward strangers. Short video clips of an emotional scene and an unemotional scene were used as stimuli. Participants rated the emotions they experienced and then played a $40 ultimatum game to gauge their generosity. We found that empathy was associated with a 47% increase in oxytocin from baseline. We also found the empathy-oxytocin response was stronger in women than in men. Higher levels of empathy were also associated with more generous monetary offers toward strangers in the ultimatum game. Our findings provide the first evidence that oxytocin is a physiologic signature for empathy and that empathy mediates generosity. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2009,NA,NA,NA,"Barraza, Jorge A.; Zak, Paul J."
